"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"CYFIP1",2872,4.40073,3043,5.00475,3836,6.17955,5.19501,14.561263,8.960103,7.389304,10.3035566666667,434,313,248,0.548058472451296
"CYFIP2",5167,6.96951,4611,6.67574,3468,4.91792,6.18772333333,47.504052,36.536118,27.698842,37.2463373333333,2034,1468,1196,0.18793233115856
"CYGB",464,3.40304,451,3.55031,733,5.65185,4.20173333333,1.077913,1.339048,0.876204,1.09772166666667,35,25,29,2.47970615739298
"CYHR1",1139,12.3622,1111,12.9428,830,9.47085,11.59195,20.211237,17.721253,14.447453,17.459981,826,650,523,0.682121503808699
"CYLC1",1,0.00683112,3,0.0219965,1,0.00718175,0.0120031233333,0,0,0,0,0,0,0,1.0120031233333
"CYLC2",0,0,5,0.0404506,1,0.00792415,0.0161249166667,4.352813,0,0.032308,1.461707,1,0,1,0.412772485379738
"CYLD",1643,4.79295,2058,6.44393,2095,6.42521,5.88736333333,3.012678,3.105646,4.781434,3.63325266666667,293,207,197,1.48650717516017
"CYP11A1",52,0.303946,76,0.476813,111,0.682111,0.487623333333,4.779304,3.518927,3.759524,4.01925166666667,132,99,83,0.296383491430097
"CYP17A1",50,1.25828,67,1.80976,79,2.09012,1.71938666667,0.021886,3.007487,0.022976,1.01744966666667,1,1,1,1.34793284392721
"CYP19A1",67,0.0896613,63,0.0904922,133,0.18712,0.1224245,0,0,0,0,0,0,0,1.1224245
"CYP1A1",9,0.262267,17,0.531729,1,0.0306365,0.2748775,0.236273,0.164562,0.193483,0.198106,12,4,9,1.06407738547341
"CYP1A2",2,0.0450081,1,0.0241547,0,0,0.0230542666667,0.06297,0.031018,0.082147,0.0587116666666667,4,2,5,0.96632000843796
"CYP1B1",2706,11.0118,2500,10.9197,8545,36.5578,19.4964333333,0.596959,1.037555,0.375142,0.669885333333333,46,25,19,12.2741561496238
"CYP20A1",414,1.08479,478,1.34436,674,1.85671,1.42862,3.183797,2.468916,1.045582,2.232765,171,154,108,0.751251637530102
"CYP24A1",116,0.986568,106,0.967643,198,1.7704,1.241537,0,0,0,0,0,0,0,2.241537
"CYP26A1",3,0.118816,1,0.0425103,1,0.0416382,0.0676548333333,0,0,0,0,0,0,0,1.0676548333333
"CYP26B1",293,2.72256,448,4.46815,407,3.97596,3.72222333333,0.991921,0.752256,1.298496,1.01422433333333,67,53,74,2.34443763546199
"CYP26C1",4,0.0799264,5,0.107236,7,0.14705,0.111404133333,0,0,0,0,0,0,0,1.111404133333
"CYP27A1",1118,5.82243,1285,7.18301,1158,6.3403,6.44858,2.076379,1.698122,1.436133,1.736878,62,53,56,2.72156084414431
"CYP27B1",58,1.523,75,2.11385,59,1.62878,1.75521,0.353978,0.080419,0.143799,0.192732,4,4,5,2.30999922866159
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,0.398963,0.309944,0.173755,0.294220666666667,18,12,6,3.75070763305948
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,0.475401,0.62425,1.145347,0.748332666666667,37,31,20,1.85240871398044
"CYP2E1",120,0.513632,177,0.813176,147,0.661495,0.662767666667,2.126543,2.030051,3.623655,2.59341633333333,28,24,23,0.462726139257173
"CYP2F1",8,0.100186,11,0.14786,7,0.0921621,0.1134027,0.219613,0.024196,0,0.0812696666666667,3,1,0,1.02971787179825
"CYP2J2",825,4.30666,861,4.82426,722,3.96243,4.36445,59.142588,54.730311,48.963463,54.2787873333333,2274,2035,1773,0.0970435542960114
"CYP2R1",453,5.34252,453,5.73438,484,6.0011,5.69266666667,8.300526,6.623001,8.749438,7.89098833333333,84,74,75,0.752747210518591
"CYP2S1",40,0.487646,44,0.575755,47,0.602394,0.555265,0.034971,0.018576,0.018695,0.0240806666666667,2,1,1,1.51869383987329
"CYP2U1",1977,15.7614,2644,22.6251,2237,18.7496,19.0453666667,0.924828,0.780039,0.642477,0.782448,76,63,60,11.2459755721906
"CYP39A1",146,0.24703,203,0.368666,171,0.30418,0.306625333333,1.413251,1.164297,0.305988,0.961178666666667,21,17,13,0.66624492482055
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,0.23774,0,0,0.0792466666666667,3,0,0,1.1398574314179
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,0,0.045134,0.045917,0.0303503333333333,0,1,1,1.04501947719404
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,0.520272,0.312971,0.47922,0.437487666666667,26,16,18,1.34714407984486
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,0.345948,0,0,0.115316,7,0,0,1.12743413824692
"CYP46A1",230,0.93435,254,1.10753,160,0.683345,0.908408333333,4.794861,2.909402,2.72439,3.47621766666667,130,108,87,0.426343952740383
"CYP4A11",4,0.0567758,5,0.0761752,25,0.373062,0.168671,0.065742,0.071014,0.147687,0.0948143333333333,2,3,5,1.06746044915378
"CYP4A22",1,0.014202,8,0.12195,13,0.194103,0.110085,0.030244,0,0.000913,0.0103856666666667,2,0,0,1.09867453252999
"CYP4B1",1852,5.25436,1451,4.41862,1884,5.61951,5.09749666667,0.434976,0.15088,0.152834,0.24623,3,1,1,4.89275387903517
"CYP4F11",347,2.69413,234,1.95005,266,2.17124,2.27180666667,0,0,0,0,0,0,0,3.27180666667
"CYP4F12",523,3.78224,707,5.48792,671,5.10162,4.79059333333,0,0,0,0,0,0,0,5.79059333333
"CYP4F2",4,0.034844,8,0.0747994,6,0.0549487,0.0548640333333,0,0,0,0,0,0,0,1.0548640333333
"CYP4F22",52,0.207438,60,0.256908,42,0.176146,0.213497333333,0,0,0,0,0,0,0,1.213497333333
"CYP4F3",114,0.90819,117,1.00046,103,0.862675,0.923775,0.696081,0.358035,0.022882,0.358999333333333,3,2,2,1.41558200420996
"CYP4F8",3,0.0339837,1,0.0121588,1,0.0119093,0.0193506,0.04483,0.05739,0.035386,0.0458686666666667,3,4,2,0.974644936298567
"CYP4V2",1346,10.7387,1561,13.3675,1562,13.1016,12.4026,1.302976,0.784986,0.609133,0.899031666666667,89,64,54,7.05759689806823
"CYP4X1",283,1.82549,413,2.85946,603,4.0893,2.92475,0,0.02343,0,0.00781,0,1,0,3.89433524176184
"CYP51A1",7285,56.1866,5579,46.1849,4227,34.2747,45.5487333333,10.117737,9.559001,8.984115,9.55361766666667,456,505,378,4.41068975620777
"CYP7B1",564,0.467023,920,0.817688,705,0.613743,0.632818,0.794597,0.551199,0.42091,0.588902,28,30,27,1.02763921248762
"CYP8B1",97,0.851805,82,0.772899,137,1.26482,0.963174666667,0.073857,0.052778,0.095314,0.073983,6,4,7,1.82793830690709
"CYREN",1298,2.89112,1250,2.98842,1443,3.37906,3.0862,7.025098,14.467321,3.764241,8.41888666666667,178,136,113,0.433830466870465
"CYS1",105,0.75909,107,0.830287,73,0.554836,0.714737666667,0.056959,0.020381,0,0.02578,3,1,0,1.67164271741212
"CYSLTR1",184,0.571724,168,0.560297,179,0.584736,0.572252333333,0.727769,0.517569,0.358081,0.534473,44,31,22,1.02462039627481
"CYSRT1",25,2.59814,15,1.67323,18,1.96668,2.07935,0.689088,0.516676,0.584315,0.596693,14,9,11,1.92857988354681
"CYSTM1",3202,5.23295,3578,6.27633,2376,4.08234,5.19720666667,47.061077,39.618649,38.819278,41.8330013333333,561,449,443,0.144682989138266
"CYTH1",1819,2.93559,1777,3.07816,2199,3.73101,3.24825333333,9.665114,7.204569,4.687586,7.18575633333333,381,312,247,0.518981161952088
"CYTH2",899,11.9825,883,12.6325,747,10.4676,11.6942,40.765987,42.601955,27.365355,36.911099,1064,867,690,0.334841255854915
"CYTH3",2695,4.24658,2484,4.20119,2243,3.71576,4.05451,4.185999,3.077766,1.824194,3.02931966666667,311,210,170,1.25443261347925
"CYTH4",395,2.07132,359,2.02062,1001,5.51852,3.20348666667,0.06929,0,0,0.0230966666666667,2,0,0,4.10859188933271
"CYTIP",155,0.364235,90,0.227004,241,0.595396,0.395545,0.086925,0,0,0.028975,1,0,0,1.35624772224787
"CYTL1",41,1.46987,116,4.46368,92,3.46753,3.13369333333,0,0.148384,0.065615,0.071333,0,1,1,3.85845795222401
"CYYR1",556,0.907121,738,1.29237,605,1.03773,1.07907366667,0.019195,0.054752,0.092731,0.0555593333333333,1,3,4,1.96964168760133
"CZIB",696,18.6032,762,21.8612,707,19.8672,20.1105333333,16.190425,14.326441,13.605277,14.707381,295,238,226,1.34398811191376
"D2HGDH",1159,5.91776,925,5.0694,1435,7.70307,6.23007666667,20.332188,20.834748,9.708197,16.9583776666667,214,169,180,0.40260188313614
"DAAM1",1156,1.10501,1186,1.21684,1302,1.30845,1.2101,34.484116,16.248583,10.83114,20.5212796666667,992,754,572,0.102693707541152
"DAAM2",2806,4.35429,3581,5.9645,3986,6.50287,5.60722,0.590456,1.150968,0.357683,0.699702333333333,45,28,47,3.88728065522061
"DAB1",1479,0.166487,1354,0.163595,1791,0.211955,0.180679,1.77357,1.586366,0.658411,1.339449,115,105,67,0.504682512848111
"DAB2",1090,2.10118,984,2.03598,3321,6.73046,3.62254,1.600685,1.199481,0.889701,1.22995566666667,100,95,79,2.07292910307484
"DAB2IP",2614,2.09024,2568,2.20407,2124,1.7856,2.02663666667,8.155461,6.444528,5.907631,6.83587333333333,995,795,714,0.386253904053664
"DACH1",525,0.213674,688,0.300552,615,0.263151,0.259125666667,0.104267,0.099189,0.114362,0.105939333333333,9,9,8,1.13851241991001
"DACH2",864,0.220623,952,0.260924,1142,0.306578,0.262708333333,0,0,0,0,0,0,0,1.262708333333
"DACT1",457,5.56165,333,4.34983,657,8.40603,6.10583666667,5.106143,3.661533,3.434041,4.067239,317,274,230,1.40230935755547
"DACT2",1,0.00648282,0,0,0,0,0.00216094,0.028944,0,0,0.009648,1,0,0,0.992584484889783
"DACT3",270,3.46015,267,3.67268,212,2.85631,3.32971333333,15.974377,19.550566,14.867495,16.7974793333333,772,761,615,0.243276772639414
"DAD1",1553,11.1567,1657,12.7769,1578,11.9181,11.9505666667,62.077557,67.695886,46.886387,58.88661,537,534,433,0.216251456990135
"DAG1",4573,11.9388,5365,15.0339,5447,14.9505,13.9744,36.417757,26.001252,25.047288,29.1554323333333,3941,2824,2726,0.496573878778304
"DAGLA",791,2.07454,586,1.64962,362,0.99814,1.5741,0.767898,0.681624,0.591572,0.680364666666667,103,85,74,1.53186986792946
"DAGLB",2695,6.27208,2726,6.80957,3779,9.2463,7.44265,3.775465,3.316269,2.070178,3.05397066666667,202,134,113,2.08256316934377
"DALRD3",610,15.6577,671,18.4868,540,14.5724,16.2389666667,10.220594,9.881658,9.352241,9.81816433333333,167,138,140,1.59352050269588
"DAND5",8,0.145522,14,0.273342,4,0.0764956,0.165119866667,1.62149,1.415156,1.334437,1.45702766666667,61,51,46,0.47419892029448
"DAO",9,0.037336,12,0.0534326,7,0.0305296,0.0404327333333,0,0,0,0,0,0,0,1.0404327333333
"DAP3",1764,6.0365,1803,6.62251,2058,7.40406,6.68769,301.777335,282.716633,270.393701,284.962556333333,1551,1321,1209,0.0268835546113905
"DAPK1",1284,1.06105,1322,1.17258,1311,1.13897,1.1242,8.030614,5.722447,5.858212,6.537091,600,465,352,0.281832871594625
"DAPK2",493,0.521986,314,0.356847,566,0.630038,0.502957,2.599593,2.562867,1.299612,2.154024,93,58,45,0.476520470357867
"DAPK3",761,10.4921,751,11.1137,635,9.20432,10.27004,46.639151,35.796057,28.534407,36.9898716666667,1322,1106,858,0.296659070051259
"DAPL1",85,0.220106,151,0.419691,71,0.19329,0.277695666667,0,0,0,0,0,0,0,1.277695666667
"DAPP1",96,0.314278,55,0.193261,136,0.468079,0.325206,0.024452,0.019592,0,0.0146813333333333,1,1,0,1.30603171307642
"DARS1",1269,2.76356,1517,3.54596,1828,4.18526,3.49826,49.266826,45.384093,36.964743,43.8718873333333,615,509,460,0.100246730577308
"DARS2",407,2.0817,377,2.06969,526,2.82844,2.32661,8.561454,7.088049,5.722615,7.12403933333333,451,323,287,0.409477337997461
"DAXX",663,25.9757,561,23.5915,572,23.5607,24.3759666667,6.194455,6.743181,3.751331,5.562989,214,185,141,3.86652585684663
"DAZAP1",1892,11.7547,1599,10.663,2042,13.3378,11.9185,39.779193,26.139315,25.531382,30.4832966666667,1083,868,828,0.410328693871427
"DAZAP2",3092,16.5498,3649,20.9637,4482,25.2211,20.9115333333,43.858971,46.471501,32.76203,41.030834,1032,1036,908,0.521320450917058
"DAZL",3,0.00627549,3,0.00673578,5,0.010996,0.00800242333333,0,0,0,0,0,0,0,1.00800242333333
"DBF4",115,0.602627,139,0.781819,160,0.881473,0.755306333333,4.510074,2.826061,1.812367,3.04950066666667,82,90,74,0.433462413719733
"DBH",125,0.950816,107,0.873596,102,0.815689,0.880033666667,0.06594,0.03497,0.035181,0.0453636666666667,4,2,2,1.7984494072401
"DBI",2814,87.1637,2798,93.025,2615,85.1572,88.4486333333,77.420881,84.45242,67.667681,76.5136606666667,674,700,573,1.15397250709081
"DBN1",2069,20.3132,1937,20.4121,1614,16.6594,19.1282333333,57.502884,35.972797,33.835021,42.4369006666667,1899,1588,1363,0.463390182641331
"DBNDD1",1495,17.1105,1570,19.2869,1001,12.0447,16.1473666667,8.107663,7.577115,6.560115,7.41496433333333,306,283,252,2.03772303570865
"DBNDD2",1105,42.3896,1352,55.6692,963,38.8385,45.6324333333,27.392213,26.126746,24.262471,25.9271433333333,564,491,460,1.73180024171273
"DBNL",2933,20.6468,2956,22.335,2750,20.3522,21.1113333333,22.279153,17.576902,11.9411,17.2657183333333,908,760,549,1.21053729887802
"DBP",284,6.75028,287,7.32193,209,5.22261,6.43160666667,13.643286,12.449764,10.038095,12.043715,206,175,161,0.569746170218377
"DBR1",217,2.72066,230,3.09516,329,4.33659,3.38413666667,1.853678,1.743837,1.544756,1.71409033333333,76,71,76,1.61532452064172
"DBT",1205,3.34593,1436,4.27981,1506,4.39635,4.00736333333,2.782531,1.470012,1.57992,1.94415433333333,353,257,287,1.70078153737978
"DBX2",4,0.0191829,1,0.00514749,7,0.0352932,0.01987453,0,0,0,0,0,0,0,1.01987453
"DCAF1",798,1.33873,866,1.55937,1004,1.77077,1.55629,2.464821,2.058005,1.610239,2.044355,245,186,139,0.839681968758571
"DCAF10",1108,2.88419,1460,4.07922,1335,3.65345,3.53895333333,9.868942,6.747198,8.364595,8.32691166666667,305,203,165,0.486651262019743
"DCAF11",1376,21.7583,1382,23.4561,1305,21.6948,22.3030666667,28.209863,19.028795,14.433126,20.5572613333333,909,716,579,1.08098456043984
"DCAF12",690,2.93913,878,4.01425,1215,5.44106,4.13148,3.848808,4.085313,2.795811,3.576644,264,233,179,1.12123206436856
"DCAF12L2",76,4.75712,93,6.24819,47,3.09291,4.69940666667,0.017147,0.072504,0.01798,0.035877,1,4,1,5.50201101739878
"DCAF13",792,4.81425,843,5.50012,865,5.52787,5.28074666667,10.834871,6.985937,7.765455,8.52875433333333,288,252,205,0.659136173203542
"DCAF15",412,8.03483,380,7.95433,404,8.28322,8.09079333333,9.213132,9.989544,5.372246,8.19164066666667,193,183,146,0.989028364250314
"DCAF17",759,2.60832,852,3.14267,912,3.29498,3.01532333333,1.934926,0.840503,0.864047,1.21315866666667,109,90,74,1.81429528474687
"DCAF4",415,2.17542,430,2.41938,296,1.63126,2.07535333333,3.763673,2.844053,2.796763,3.13482966666667,81,59,44,0.743767840818755
"DCAF4L2",0,0,0,0,3,0.168552,0.056184,0,0,0,0,0,0,0,1.056184
"DCAF5",1503,2.56745,1574,2.88594,1735,3.11587,2.85642,11.640845,7.229848,7.59592,8.82220433333333,1035,837,707,0.392622660772041
"DCAF6",3911,4.87822,4104,5.49441,4072,5.33973,5.23745333333,42.200393,39.501125,38.96047,40.2206626666667,1771,1470,1312,0.151318608916347
"DCAF7",1958,7.80907,1965,8.41182,2128,8.9227,8.38119666667,11.852274,11.281171,6.176562,9.77000233333333,1190,863,788,0.871048712555525
"DCAF8",3399,12.6835,3949,15.8167,3749,14.7076,14.4026,89.513932,64.609711,60.183769,71.435804,1993,1471,1247,0.212637938000937
"DCAKD",754,3.48751,756,3.75324,785,3.81726,3.68600333333,17.647025,13.975055,13.22408,14.94872,654,563,491,0.293816891470287
"DCBLD1",1407,2.11821,1724,2.78582,1684,2.66536,2.52313,4.035681,1.989716,1.019881,2.348426,58,45,25,1.05217496220612
"DCBLD2",1268,2.09464,1487,2.63658,1565,2.71795,2.48305666667,45.349921,21.595913,17.919437,28.2884236666667,1917,1681,1361,0.118922640095311
"DCC",206,0.0300977,231,0.0362258,196,0.0301065,0.0321433333333,0,0.005132,0,0.00171066666666667,0,1,0,1.03038069542366
"DCDC2",18,0.0168787,32,0.0322075,26,0.0256317,0.0249059666667,0.124333,0.023663,0,0.049332,7,2,0,0.976722302061407
"DCDC2B",108,2.65627,99,2.61351,149,3.85277,3.04085,0.1902,0.120027,0,0.103409,7,4,0,3.66215066217513
"DCDC2C",150,0.181431,270,0.35053,211,0.268313,0.266758,0,0.050636,0.025352,0.0253293333333333,0,2,1,1.23546450766388
"DCHS1",178,0.901869,174,0.946266,338,1.80044,1.21619166667,0.930318,0.57818,0.39514,0.634546,235,136,93,1.35584539478852
"DCHS2",98,0.0658334,90,0.0648938,184,0.12995,0.0868924,0.008689,0,0.009551,0.00608,2,0,1,1.08032402989822
"DCK",642,2.9225,733,3.58149,761,3.64202,3.38200333333,81.615248,84.599493,22.76396,62.9929003333333,138,144,121,0.0684763983270728
"DCLK1",4213,2.0295,4075,2.107,4570,2.31447,2.15032333333,0.474074,0.023851,0.023208,0.173711,8,2,2,2.68407072382384
"DCLK2",1461,1.42594,1432,1.50015,1216,1.24774,1.39127666667,12.412311,10.166505,8.03434,10.2043853333333,729,541,458,0.213423279861314
"DCLK3",527,1.77296,555,2.00411,488,1.72602,1.83436333333,0,0,0.018193,0.00606433333333333,0,0,2,2.81727841791098
"DCLRE1A",253,2.24828,289,2.75656,323,3.01766,2.67416666667,1.60015,1.299324,0.86378,1.254418,136,113,73,1.62976283309927
"DCLRE1B",102,2.00804,111,2.3455,170,3.51851,2.62401666667,0.828734,0.764537,0.587361,0.726877333333333,43,45,43,2.09859530652052
"DCLRE1C",612,1.87328,724,2.37865,688,2.21401,2.15531333333,2.0503,2.968497,1.186992,2.06859633333333,57,67,40,1.02825950062401
"DCN",18407,75.9473,24622,109.042,42870,185.961,123.6501,0.509115,1.047419,0.244373,0.600302333333333,6,7,2,77.8915942341728
"DCP1A",555,1.51124,595,1.73899,819,2.34456,1.86493,2.92067,1.742377,1.418959,2.02733533333333,237,165,169,0.946353702034551
"DCP1B",314,0.937974,394,1.26327,327,1.02694,1.07606133333,0.780807,0.506677,0.316328,0.534604,26,19,9,1.35283195751477
"DCP2",1171,4.49669,1302,5.36646,1349,5.44611,5.10308666667,0.914318,1.387474,0.883661,1.06181766666667,111,116,74,2.96005159201921
"DCPS",352,1.3384,312,1.27332,357,1.42708,1.34626666667,5.536993,6.814014,6.030585,6.12719733333333,158,150,124,0.329199060575564
"DCST1",26,0.265516,28,0.306913,41,0.440189,0.337539333333,0.113536,0.074654,0.256422,0.148204,3,3,4,1.1648969463031
"DCST2",57,0.65246,52,0.638885,42,0.505436,0.598927,0.365698,0.543859,0.256453,0.38867,10,12,8,1.15140890204296
"DCSTAMP",8,0.0793951,5,0.0532616,1,0.0104338,0.0476968333333,0,0,0,0,0,0,0,1.0476968333333
"DCT",32,0.130397,54,0.236184,40,0.171362,0.179314333333,0,0,0,0,0,0,0,1.179314333333
"DCTD",1233,7.72694,1433,9.63898,1407,9.26994,8.87862,16.054599,13.796465,10.399576,13.41688,345,369,296,0.685212056977654
"DCTN1",9699,54.7749,9495,57.5559,6977,41.4249,51.2519,100.801197,112.014224,119.794743,110.870054666667,2704,2102,1875,0.467076736090746
"DCTN2",6066,61.5046,6336,68.9542,4585,48.8746,59.7778,230.48754,133.785863,235.895739,200.056380666667,1546,1323,1197,0.302292321181112
"DCTN3",1061,26.5591,1111,29.8505,840,22.1062,26.1719333333,38.074457,43.729437,32.207374,38.003756,506,516,421,0.696649146643723
"DCTN4",4241,14.622,3858,14.2772,3919,14.2054,14.3682,12.270952,6.255693,4.312314,7.61298633333333,556,435,275,1.78430562934056
"DCTN5",4117,19.9749,3772,19.6434,3322,16.945,18.8544333333,16.770765,8.614821,7.586741,10.9907756666667,868,608,510,1.65580892222791
"DCTN6",954,6.10018,1118,7.67319,1102,7.40822,7.06053,26.340187,26.179388,15.600712,22.7067623333333,375,368,228,0.340009735899969
"DCTPP1",414,11.2727,437,12.7717,369,10.5631,11.5358333333,14.470313,17.465391,13.885207,15.273637,236,229,213,0.77031540849166
"DCUN1D1",834,3.043,1060,4.15129,1072,4.11215,3.76881333333,8.959457,8.032419,3.27801,6.75662866666667,182,231,184,0.614804902782506
"DCUN1D2",551,2.73985,619,3.30374,639,3.34052,3.12803666667,27.244478,14.275153,13.930682,18.4834376666667,513,457,402,0.211874143428625
"DCUN1D3",475,1.82643,466,1.92325,512,2.06975,1.93981,1.613117,1.091346,0.95197,1.218811,151,112,103,1.32494836198306
"DCUN1D4",1589,3.75954,1884,4.78445,1645,4.0918,4.21193,12.060616,4.773724,5.924442,7.58626066666667,291,265,207,0.607008126393554
"DCUN1D5",1307,5.50078,1449,6.54572,1423,6.29639,6.11429666667,23.819183,23.532611,20.877076,22.7429566666667,252,256,220,0.299638194456967
"DCX",225,0.331285,217,0.342941,175,0.270891,0.315039,0.016281,0.180449,0.021571,0.072767,3,4,4,1.22583841598409
"DCXR",724,49.1384,943,68.6964,633,45.1673,54.3340333333,125.152775,128.843884,144.641135,132.879264666667,483,469,455,0.413312946340652
"DDA1",633,8.02442,635,8.6402,546,7.2768,7.98047333333,33.615019,32.053654,30.651955,32.106876,520,485,454,0.271257044407633
"DDAH1",1983,1.33302,2091,1.50871,1901,1.34349,1.39507333333,3.757428,3.531847,2.968249,3.41917466666667,271,259,224,0.541972995861822
"DDAH2",710,34.647,726,38.0263,672,34.4758,35.7163666667,17.955491,18.433817,15.673379,17.354229,313,300,277,2.00043089070644
"DDB1",4899,19.8362,5643,24.5245,4986,21.2246,21.8617666667,249.825534,146.267508,90.684203,162.259081666667,3701,2526,2258,0.140033659587636
"DDB2",890,6.27552,800,6.05466,749,5.55238,5.96085333333,13.083369,16.481398,17.775715,15.7801606666667,219,193,188,0.41482638167807
"DDC",17,0.0277637,30,0.0525884,25,0.0429246,0.0410922333333,0.069486,0,0.459878,0.176454666666667,1,0,2,0.884940374526374
"DDHD1",1185,1.7764,1368,2.20115,1357,2.13866,2.03873666667,2.970854,2.679251,2.092533,2.58087933333333,237,202,141,0.848600688211778
"DDHD2",4260,14.7835,4871,18.1438,4783,17.4505,16.7926,50.767198,32.106105,33.00824,38.627181,329,318,281,0.448999892270914
"DDIAS",88,0.263683,85,0.273375,84,0.264617,0.267225,0.880675,0.711895,0.494294,0.695621333333333,32,42,19,0.747351413365877
"DDIT3",680,23.0671,495,18.0231,387,13.8017,18.2973,11.848933,13.936576,17.41421,14.3999063333333,181,207,262,1.25307905011284
"DDIT4",4567,377.591,3713,329.501,3665,318.569,341.887,5.45706,2.425345,4.353454,4.07861966666667,187,71,133,67.5157862776231
"DDIT4L",26,0.924522,35,1.33583,17,0.635522,0.965291333333,0.578037,0.603355,0.459772,0.547054666666667,22,21,13,1.27034381892107
"DDN",2,0.0826587,5,0.221804,4,0.173803,0.1594219,0.2339,0.245634,0.342424,0.273986,20,19,27,0.910074286530621
"DDO",64,0.46968,112,0.882228,70,0.540081,0.630663,0.106405,0.128232,0.135425,0.123354,4,5,5,1.45160207735051
"DDOST",2036,36.3763,2048,39.2745,2327,43.7094,39.7867333333,114.800727,100.180554,64.609167,93.196816,1998,1663,1398,0.432994819414066
"DDR1",1035,7.61769,1125,8.88743,1427,11.0419,9.18234,92.352796,60.693784,68.52239,73.8563233333333,1318,984,990,0.136025115135007
"DDR2",2061,2.30756,2465,2.96232,3412,4.01625,3.09537666667,0.256983,0.167229,0.182111,0.202107666666667,52,35,32,3.40683017023434
