"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"RPS21",1140,140.449,1240,163.975,1204,155.948,153.457333333,223.912041,249.696184,259.296061,244.301428666667,439,674,725,0.629663407068402
"RPS24",5737,43.474,5618,45.6948,7377,58.7709,49.3132333333,659.917461,708.173263,741.601187,703.230637,3149,4447,5043,0.0714442551770152
"RPS25",3726,218.432,3829,240.935,4740,292.14,250.502333333,444.438979,420.880059,449.38312,438.234052666667,1303,1759,1769,0.572592975899945
"RPS27A",5629,248.894,5762,273.462,6804,316.29,279.548666667,356.699149,397.627758,371.457693,375.261533333333,1998,2976,3011,0.745621440973769
"RPS27L",1363,7.40637,1373,8.00794,1493,8.52919,7.98116666667,132.159494,104.583298,75.510755,104.084515666667,328,300,287,0.0854661279989024
"RPS28",1609,128.764,1231,105.739,1327,111.647,115.383333333,209.56551,250.279473,248.182829,236.009270666667,378,656,654,0.491049708754571
"RPS3A",9550,332.412,10201,381.115,11602,424.565,379.364,477.679021,521.646323,517.474443,505.599929,3763,5699,6041,0.750817318018219
"RPS4X",5987,48.4897,6281,54.6021,6992,59.536,54.2092666667,179.248607,210.678915,202.016815,197.314779,3339,5167,5396,0.278392094351677
"RPS5",2495,51.8466,2491,55.5602,2848,62.2197,56.5421666667,156.929121,192.429,181.975586,177.111235666667,1368,2276,2207,0.323068707323942
"RPS6KA1",728,2.80939,677,2.8042,995,4.03684,3.21681,19.512648,7.438133,8.533584,11.8281216666667,193,314,277,0.328716090287575
"RPS6KA2",4044,1.42124,3897,1.47004,3976,1.46907,1.45345,44.360697,33.241392,25.368609,34.323566,2539,2930,2430,0.0694564642765682
"RPS6KA3",1867,2.77328,2113,3.36891,2715,4.23992,3.46070333333,5.091558,3.918346,4.835812,4.61523866666667,497,517,545,0.794392473433008
"RPS6KA4",507,6.77781,557,7.9924,683,9.59932,8.12317666667,9.986148,12.798496,9.77159,10.852078,257,390,400,0.769753343394298
"RPS6KA5",391,0.321022,488,0.430049,634,0.547249,0.432773333333,7.823496,4.138479,3.819175,5.26038333333333,530,761,667,0.228863514747446
"RPS6KA6",341,0.458764,430,0.620932,353,0.499285,0.526327,3.913388,2.765809,2.628483,3.10256,312,405,335,0.372042578292578
"RPS6KB2",454,11.4251,494,13.3436,491,12.9905,12.5864,19.361013,17.919378,15.826739,17.7023766666667,294,462,402,0.726453126367362
"RPS6KC1",2426,1.89593,2587,2.17004,2083,1.71143,1.9258,10.928964,10.438229,11.044463,10.8038853333333,733,902,923,0.247867538304337
"RPS6KL1",647,5.81342,643,6.20124,431,4.07139,5.36201666667,72.139577,85.65366,59.643768,72.4790016666667,1202,2001,1554,0.086582785862156
"RPS7",3613,111.498,3874,128.321,4888,158.587,132.802,406.845462,399.001892,406.40511,404.084154666667,1590,2133,2289,0.33030667444917
"RPS8",6713,332.319,6760,359.192,8463,440.455,377.322,397.980639,478.953624,477.883315,451.605859333333,2889,4724,5096,0.835875170854505
"RPS9",3618,13.1147,3705,14.4151,4229,16.1163,14.5487,188.831638,229.375138,200.519712,206.242162666667,1207,1841,1755,0.0750267213964994
"RPSA",6614,198.294,6382,205.373,8167,257.422,220.363,249.7387,332.199144,255.587957,279.175267,3117,5593,4618,0.790087584711751
"RPTOR",1273,0.527554,1116,0.496413,1218,0.530669,0.518212,11.935121,12.856963,7.559985,10.784023,605,779,652,0.128836476303551
"RPUSD1",192,9.79621,235,12.8696,155,8.31432,10.32671,5.518834,8.251565,6.52242,6.764273,124,264,242,1.45882428399929
"RPUSD2",96,2.96781,110,3.65005,109,3.54266,3.38684,3.650132,4.20505,3.762065,3.87241566666667,97,139,135,0.900341904327128
"RPUSD3",554,14.3298,536,14.8811,413,11.231,13.4806333333,26.473339,27.682839,29.478878,27.878352,344,492,471,0.501435585150427
"RPUSD4",562,10.2304,531,10.375,527,10.0856,10.2303333333,9.848065,9.281654,11.397502,10.1757403333333,217,342,347,1.00488495601529
"RRAD",50,2.26411,78,3.79108,47,2.23751,2.76423333333,0.924244,0.353744,0.498922,0.592303333333333,15,7,9,2.36401774368577
"RRAGA",1735,189.558,1801,211.201,1614,185.389,195.382666667,48.535829,45.237264,46.415963,46.7296853333333,1108,1410,1565,4.11447645831955
"RRAGB",794,3.38023,986,4.5055,1012,4.52944,4.13839,60.930004,52.058254,39.587277,50.8585116666667,631,889,786,0.0990847950482703
"RRAGC",1262,10.2188,1325,11.5159,1333,11.3477,11.0274666667,21.012829,18.489004,19.270137,19.5906566666667,675,922,997,0.584122539723114
"RRAGD",412,1.51026,528,2.07744,413,1.59163,1.72644333333,8.891908,9.346157,11.573716,9.93726033333333,318,602,645,0.249280281371804
"RRAS",737,26.5361,784,30.2989,657,24.8699,27.2349666667,3.370905,0.824426,1.414342,1.869891,43,13,25,9.83834113096978
"RRAS2",384,0.774781,427,0.924733,406,0.861216,0.853576666667,21.732801,16.931627,17.526761,18.7303963333333,455,529,546,0.0939452322878832
"RRBP1",3175,8.08344,3270,8.93595,4761,12.7435,9.92096333333,8.560229,2.958078,3.059903,4.85940333333333,543,227,294,1.86383539620872
"RREB1",583,0.705407,557,0.723381,948,1.20592,0.878236,0.477519,0.076687,0.053767,0.202657666666667,58,11,7,1.56173785114246
"RRH",19,0.156925,26,0.23049,56,0.486256,0.291223666667,0,0.170177,0.059889,0.0766886666666667,0,4,3,1.19925444247919
"RRM1",926,3.65783,957,4.05756,1247,5.17866,4.29801666667,57.681701,44.338326,49.158096,50.3927076666667,755,884,897,0.103088879866633
"RRM2",167,0.320503,65,0.133897,139,0.280458,0.244952666667,0.655916,0.303434,0.251348,0.403566,25,11,16,0.886992607876651
"RRM2B",1659,8.37235,1760,9.53354,1774,9.41224,9.10604333333,149.711551,85.73426,102.401268,112.615693,664,763,869,0.0889493613644552
"RRN3",1430,7.28422,1514,8.27777,1669,8.93803,8.16667333333,13.011227,18.256912,12.458768,14.5756356666667,666,1201,940,0.588526435100658
"RRNAD1",379,7.77215,406,8.93652,413,8.9041,8.53759,22.367477,25.087058,27.434793,24.9631093333333,127,198,187,0.367351609452838
"RRP1",385,4.26203,396,4.70535,350,4.07345,4.34694333333,9.578515,11.756971,8.457859,9.931115,276,395,358,0.489148941652338
"RRP12",1116,2.79643,915,2.46094,963,2.5369,2.59809,11.669352,17.084406,11.368514,13.3740906666667,396,647,577,0.250317747636303
"RRP15",333,1.10407,436,1.5516,501,1.74634,1.46733666667,4.9538,4.92247,4.088801,4.65502366666667,259,356,317,0.436308813562289
"RRP1B",549,2.62623,539,2.76751,790,3.97306,3.12226666667,7.799571,7.05351,5.327326,6.72680233333333,648,799,635,0.533502280611811
"RRP36",738,10.2863,651,9.73918,724,10.6091,10.2115266667,28.842286,27.372415,22.968784,26.394495,403,485,454,0.409262031174511
"RRP7A",826,12.5994,848,13.8838,728,11.6746,12.7192666667,9.792242,11.88332,10.703704,10.7930886666667,494,813,754,1.16333108776479
"RRP8",311,6.35827,317,6.9563,363,7.80231,7.03896,7.276804,7.022124,7.794278,7.364402,231,284,269,0.961092018293717
"RRP9",250,5.15276,245,5.42009,244,5.28722,5.28669,4.895925,5.73822,4.810037,5.14806066666667,111,179,158,1.02254846541853
"RRS1",205,20.8217,225,24.5293,223,23.8125,23.0545,2.918932,3.064325,2.725628,2.90296166666667,73,106,102,6.16314021360702
"RS1",2,0.0108509,6,0.0349403,9,0.0513352,0.0323754666667,0,0,0,0,0,0,0,1.0323754666667
"RSAD1",716,17.5804,685,18.0529,740,19.1023,18.2452,17.879577,15.319647,15.141267,16.113497,391,486,574,1.12456267704958
"RSAD2",330,1.77748,408,2.3588,820,4.64346,2.92658,0.256763,0.591394,0.364123,0.404093333333333,14,16,23,2.7965234979631
"RSBN1",432,1.49018,596,2.20669,572,2.07438,1.92375,4.204953,3.982121,3.986855,4.05797633333333,353,577,603,0.578047386408622
"RSBN1L",611,1.23309,842,1.82392,914,1.93927,1.66542666667,10.763131,14.276206,8.870985,11.3034406666667,490,824,704,0.216640754312845
"RSC1A1",265,24.9705,269,27.2066,317,31.4035,27.8602,0,0,0,0,0,0,0,28.8602
"RSF1",4470,4.84968,5078,5.91342,4853,5.53546,5.43285333333,7.720526,9.763804,4.783312,7.42254733333333,1112,1214,1065,0.763765768091459
"RSKR",336,9.4114,340,10.222,307,9.04048,9.55796,21.145784,24.094426,18.198191,21.1461336666667,391,601,537,0.476740552500654
"RSL1D1",1545,15.2225,1596,16.8784,1753,18.1584,16.7531,56.435449,62.39707,45.955962,54.9294936666667,1303,1899,1800,0.317419286965236
"RSL24D1",1199,12.8949,1287,14.8565,1314,14.857,14.2028,178.148434,152.697581,148.942607,159.929540666667,911,1233,1157,0.0944686720475364
"RSPH1",65,0.477902,60,0.473497,50,0.386486,0.445961666667,1.615512,1.245439,1.191128,1.350693,30,26,32,0.615121441492785
"RSPH10B",342,1.32377,282,1.17159,314,1.27778,1.25771333333,0.83585,0.992352,1.597043,1.14174833333333,18,32,24,1.0541450170367
"RSPH10B2",293,1.13103,328,1.359,330,1.33924,1.27642333333,0.127926,0.220513,0.589576,0.312671666666667,1,3,16,1.73419095660885
"RSPH14",1793,3.65899,1796,3.93394,1342,2.8792,3.49071,2.624291,3.965699,3.472273,3.35408766666667,21,46,44,1.03137794729749
"RSPH3",400,2.5581,487,3.34293,373,2.50787,2.80296666667,4.389188,2.68712,3.021667,3.36599166666667,283,380,395,0.871043042913886
"RSPH4A",25,0.264583,26,0.295349,45,0.500695,0.353542333333,0.901157,0.894435,0.762361,0.852651,34,53,46,0.730597577921044
"RSPH6A",4,0.0356601,8,0.0765515,6,0.0562358,0.0561491333333,0,0,0.052318,0.0174393333333333,0,0,2,1.0380462979283
"RSPH9",282,1.78724,354,2.40811,224,1.49252,1.89595666667,1.533295,1.544977,1.255236,1.44450266666667,62,85,73,1.18468132850063
"RSPO1",5,0.0371021,2,0.0159294,2,0.0156026,0.0228780333333,0.056052,0.040674,0.019222,0.0386493333333333,2,2,1,0.984815568167344
"RSPO2",1254,1.1885,1213,1.23397,1747,1.74074,1.38773666667,18.362531,9.26083,4.430302,10.6845543333333,452,280,199,0.204349827862783
"RSPO3",134,0.289684,182,0.422311,184,0.418192,0.376729,0.209373,0.124426,0.290533,0.208110666666667,5,7,8,1.13957192663365
"RSPO4",352,1.40205,286,1.22272,324,1.35677,1.32718,4.58816,2.374442,4.719065,3.893889,185,141,272,0.475527744907986
"RSPRY1",614,1.97422,891,3.075,898,3.03558,2.69493333333,21.320491,28.15061,20.253476,23.2415256666667,630,1102,864,0.152421649698836
"RSRC1",890,0.353468,1093,0.46593,987,0.412112,0.410503333333,11.039264,13.74546,11.262141,12.0156216666667,254,411,378,0.108370031755405
"RSRC2",1535,11.3884,1674,13.3306,1881,14.6718,13.1302666667,64.956121,78.235857,62.356966,68.5163146666667,1005,1524,1313,0.203265474219328
"RSRP1",2834,5.15914,3855,7.53256,3767,7.2096,6.63376666667,76.902007,71.761143,65.3825,71.34855,781,1037,897,0.105513747914367
"RSU1",1964,1.51247,1923,1.58952,2466,1.99654,1.69951,30.408526,25.017006,26.982233,27.469255,625,714,821,0.0948219403704101
"RTBDN",91,1.59759,81,1.52633,51,0.941309,1.35507633333,5.747089,4.045837,4.395507,4.72947766666667,49,62,85,0.411045556042834
"RTCA",2358,15.5081,2596,18.3256,2438,16.8572,16.8969666667,29.29673,31.118202,30.953544,30.4561586666667,735,1097,1096,0.568949529290904
"RTCB",1626,11.5158,1645,12.5049,1588,11.824,11.9482333333,42.252395,54.133598,43.90417,46.7633876666667,984,1752,1502,0.27109118439554
"RTEL1",622,2.82652,630,3.07286,866,4.13731,3.34556333333,24.774944,15.379576,12.468159,17.540893,300,413,229,0.234377240261836
"RTF1",1364,3.1706,1529,3.81483,1498,3.66081,3.54874666667,96.262047,95.023506,72.728826,88.004793,1427,1924,1713,0.0511067608086005
"RTF2",2023,6.94812,2125,7.83377,2000,7.2217,7.33453,54.831619,52.02378,46.659805,51.1717346666667,783,1028,1047,0.15975182832717
"RTKN",2031,21.3898,2244,25.3665,1913,21.1812,22.6458333333,15.013129,5.574803,8.653675,9.74720233333333,274,201,272,2.20018499697921
"RTKN2",35,0.0712559,30,0.0655563,46,0.0984575,0.0784232333333,0.461564,0.193637,0.229172,0.294791,27,19,29,0.832893674217152
"RTL3",0,0,1,0.0575016,1,0.056322,0.0379412,0,0,0,0,0,0,0,1.0379412
"RTL4",11,0.735434,7,0.502331,3,0.210868,0.482877666667,0.049481,0.054723,0.05126,0.0518213333333333,2,3,3,1.40981896798728
"RTL5",588,21.4364,559,21.8739,390,14.9478,19.4193666667,13.395306,10.918131,11.187433,11.8336233333333,923,1027,1134,1.59108352616707
"RTL6",1151,35.5828,1205,39.9846,1082,35.1666,36.9113333333,18.170535,19.850273,15.843716,17.9548413333333,1625,2429,2070,2.00008708417044
"RTL8C",3566,522.632,3411,536.582,2448,377.193,478.802333333,177.113787,171.465047,183.016762,177.198532,1979,2639,3029,2.69251563381566
"RTL9",216,0.38695,157,0.301885,129,0.242957,0.310597333333,3.334508,2.29592,1.723554,2.45132733333333,198,200,217,0.379737187103377
"RTN1",16526,10.5061,16717,11.407,14767,9.86967,10.5942566667,1688.8035,2418.342081,2277.69848,2128.28135366667,14439,27407,26886,0.00544515014266877
"RTN2",2416,35.8845,2535,40.4136,1339,20.9088,32.4023,374.809384,391.446632,326.670033,364.308683,1170,1838,1855,0.0914358227833309
"RTN3",30963,68.9545,31499,75.2934,25051,58.652,67.6333,277.81595,284.655941,264.751092,275.740994333333,10583,15058,14747,0.248005540940319
"RTN4",39898,49.6325,38813,51.8242,37775,49.4035,50.2867333333,522.597504,468.956888,485.699991,492.418127666667,19327,24983,25813,0.103941729048
"RTN4IP1",259,0.770451,263,0.839734,281,0.8788,0.829661666667,41.051676,4.702827,21.609586,22.4546963333333,134,149,178,0.0780083289360998
"RTN4R",118,0.492792,132,0.591693,70,0.307339,0.463941333333,2.876589,3.532503,3.718169,3.37575366666667,54,106,150,0.334557528794392
"RTN4RL1",357,0.687943,374,0.773564,288,0.583465,0.681657333333,1.014105,0.443346,0.601963,0.686471333333333,56,34,51,0.997145519223965
"RTN4RL2",251,2.57832,242,2.6682,107,1.15554,2.13402,18.961335,21.881114,28.137511,22.99332,348,558,858,0.130620522712155
"RTP4",63,2.98105,95,4.82495,99,4.92495,4.24365,0,0,0,0,0,0,0,5.24365
"RTRAF",2810,23.1766,2920,25.8504,3116,27.0196,25.3488666667,93.260675,94.451113,88.298325,92.003371,966,1499,1375,0.283310877696035
"RTTN",375,0.323204,443,0.409817,432,0.391442,0.374821,1.661553,1.409171,1.119985,1.396903,83,71,67,0.573582243419947
"RUBCN",1368,2.95554,1241,2.87782,1327,3.01412,2.94916,27.074296,29.270686,22.951569,26.4321836666667,1488,2011,1765,0.143960832574867
"RUBCNL",433,0.786401,344,0.670587,676,1.29075,0.915912666667,4.615143,5.584245,5.45963,5.21967266666667,159,240,258,0.30804075541387
"RUFY1",795,2.33582,833,2.62699,960,2.96539,2.64273333333,26.791111,19.287821,13.679842,19.9195913333333,333,424,372,0.174130233965214
"RUFY2",3900,10.2938,4254,12.0517,3838,10.6501,10.9985333333,36.903382,33.540518,29.681655,33.375185,1150,1605,1390,0.349046363919205
"RUFY3",9692,16.2157,9798,17.5955,8561,15.0587,16.2899666667,198.415336,187.564029,171.651175,185.876846666667,8305,10458,10138,0.0925206464851166
"RUFY4",7,0.0219858,7,0.0235984,32,0.105665,0.0504164,0.210606,0.148725,0.073175,0.144168666666667,3,2,3,0.918060798728393
"RUNDC1",369,4.91117,376,5.37139,335,4.6875,4.99002,8.713049,9.467367,7.710968,8.63046133333333,493,745,658,0.621986817938525
"RUNDC3A",2482,42.2697,2376,43.4325,1574,28.1819,37.9613666667,173.128093,177.538273,170.128754,173.598373333333,2263,3443,3490,0.223148508905734
"RUNDC3B",724,0.617742,977,0.894754,651,0.583966,0.698820666667,15.849957,20.796283,16.048272,17.5648373333333,616,1057,894,0.0915074361366341
"RUNX1",1728,0.24808,1180,0.181832,2749,0.414916,0.281609333333,17.217722,5.390807,10.032092,10.880207,654,318,714,0.107877693825789
"RUNX1T1",570,0.671376,927,1.17196,1260,1.56027,1.13453533333,15.393322,15.942559,6.792416,12.7094323333333,959,1171,860,0.155698301828301
"RUNX2",642,0.333608,919,0.512576,1086,0.593294,0.479826,4.723039,0.465381,1.312603,2.16700766666667,283,58,167,0.46726315682006
"RUNX3",88,0.234313,105,0.300085,211,0.590656,0.375018,0.109751,0.090632,0.010104,0.0701623333333333,7,8,1,1.28486861962064
"RUSC1",1273,21.7583,1548,28.3994,950,17.071,22.4095666667,61.746713,90.957525,70.692676,74.465638,2357,4291,3626,0.310201666441884
"RUSC2",2542,6.18606,2316,6.04948,1817,4.6487,5.62808,39.782418,41.651815,31.053752,37.495995,2764,4115,3436,0.172175832836637
"RUVBL1",3988,7.81606,3525,7.41536,4252,8.76121,7.99754333333,24.502756,21.175787,23.457965,23.0455026666667,498,673,753,0.37418819885196
"RUVBL2",863,6.72789,928,7.76527,707,5.79463,6.76259666667,75.853053,94.379576,70.382696,80.2051083333333,683,1224,1144,0.0955924673458453
"RWDD1",1313,8.73263,1417,10.1156,1225,8.56553,9.13792,46.315848,47.760177,39.633415,44.5698133333333,563,838,810,0.222470079608255
"RWDD2A",128,4.00815,180,6.04989,209,6.88048,5.64617333333,6.344936,5.526307,4.886552,5.58593166666667,382,452,423,1.00914702273153
"RWDD2B",313,3.65099,349,4.3695,398,4.88075,4.30041333333,6.204706,6.867919,5.492196,6.18827366666667,134,210,170,0.737369440719679
"RWDD3",574,7.70415,513,7.39045,571,8.05726,7.71728666667,9.214271,13.144681,10.131677,10.8302096666667,98,178,164,0.736866624708455
"RWDD4",380,3.39239,535,5.12644,663,6.22262,4.91381666667,22.835196,17.536,15.701999,18.691065,414,732,702,0.30032995506693
"RXFP1",37,0.0191204,36,0.0199681,39,0.0211883,0.0200922666667,0.394308,0.022727,0.021557,0.146197333333333,16,1,1,0.889979619565247
"RXFP2",1,0.00273549,2,0.00587225,5,0.0143795,0.00766241333333,0,0,0,0,0,0,0,1.00766241333333
"RXRA",1916,2.71057,1783,2.70743,1725,2.56562,2.66120666667,8.056147,11.039253,8.326229,9.140543,620,1283,1015,0.361046412077736
"RXRB",1114,27.4067,1105,29.1792,1069,27.6495,28.0784666667,24.59118,21.79591,18.416423,21.601171,691,875,871,1.28659115347165
"RXRG",637,2.50446,896,3.78115,697,2.88102,3.05554333333,14.674896,7.99923,7.846145,10.1734236666667,314,233,276,0.362963354323418
"RXYLT1",270,1.58705,325,2.05046,459,2.83647,2.15799333333,7.35473,5.524664,6.310809,6.39673433333333,202,206,235,0.42694426905378
"RYBP",737,1.72137,989,2.47938,824,2.02335,2.0747,10.341138,8.260723,9.367564,9.32314166666667,1227,1332,1581,0.297845374914129
"RYK",865,0.814889,1346,1.36103,1046,1.03598,1.070633,10.404848,7.449065,5.086705,7.64687266666667,185,224,155,0.239466114492723
"RYR1",1003,1.1388,1364,1.66227,1238,1.47777,1.42628,15.0212,5.641363,5.824997,8.82918666666667,479,229,383,0.246844432024895
"RYR2",3298,0.727651,3238,0.766813,2440,0.565979,0.686814333333,23.042304,22.98692,18.795875,21.6083663333333,1185,1487,1268,0.074610182286634
"RYR3",806,0.253626,890,0.3006,699,0.231246,0.261824,21.518285,73.547078,31.162835,42.076066,131,191,135,0.0292929256817463
"S100A1",1176,49.9383,1650,75.2057,965,43.0816,56.0752,0.574615,0.034971,0.201334,0.270306666666667,4,2,3,44.9302530622527
"S100A10",13900,221.865,14490,248.247,10078,169.117,213.076333333,481.703235,552.954974,619.596954,551.418387666667,3027,4710,5797,0.387525719839317
"S100A11",1498,16.9912,1182,14.3904,2420,28.858,20.0798666667,28.080724,0.560447,4.860934,11.1673683333333,152,4,38,1.7324918658828
"S100A13",2367,32.8863,2792,41.6364,1825,26.6574,33.7267,67.816,36.917628,64.545786,56.4264713333333,340,250,472,0.604715894842781
"S100A14",7,0.447618,4,0.274543,7,0.470594,0.397585,0,0.170176,0,0.0567253333333333,0,3,0,1.32256221736585
"S100A16",459,12.8094,370,11.083,464,13.6136,12.502,3.011685,0.11921,0.282373,1.137756,44,2,5,6.31596870737353
"S100A2",32,0.824174,18,0.497602,22,0.595703,0.639159666667,0.552126,0,2.123796,0.891974,3,0,17,0.86637536597596
"S100A3",23,2.08191,21,2.0403,21,1.99844,2.04021666667,0.115775,0.252564,0.479453,0.282597333333333,1,3,4,2.37035941651992
"S100A4",714,19.1194,978,28.1097,1280,36.035,27.7547,2.157625,0.64987,1.502005,1.4365,13,5,12,11.8016416991586
"S100A5",11,0.41604,24,0.974304,14,0.556684,0.649009333333,0,0,0,0,0,0,0,1.649009333333
"S100A6",9215,978.039,11180,1273.63,9824,1096.19,1115.953,217.669612,148.687453,177.57026,181.309108333333,746,687,877,6.12669882602775
"S100A8",220,36.8846,24,4.31891,1149,202.526,81.24317,0,0,0,0,0,0,0,82.24317
"S100B",10206,269.944,11846,336.302,8289,230.493,278.913,15.203912,2.555091,4.385746,7.381583,196,46,93,33.396197353173
"S100G",1,0.0387102,0,0,2,0.0813942,0.0400348,0.280791,0,0,0.093597,1,0,0,0.951021994390987
"S100PBP",825,3.42271,938,4.17695,1197,5.22093,4.27353,58.376344,57.936632,44.08118,53.4647186666667,747,895,770,0.0968246991648832
"S100Z",83,0.202373,77,0.201514,96,0.246084,0.216657,0,0,0,0,0,0,0,1.216657
"S1PR1",481,12.269,488,13.3605,461,12.3624,12.6639666667,6.94643,22.406778,16.929654,15.4276206666667,226,1010,832,0.831767846601522
"S1PR2",102,1.80011,80,1.51541,129,2.39347,1.90299666667,2.180522,2.441833,2.191612,2.27132233333333,129,197,188,0.887407711887558
"S1PR3",936,11.4404,918,12.0434,1423,18.2856,13.9231333333,1.038548,0.700127,0.509454,0.749376333333333,83,80,61,8.53054488559637
"S1PR4",9,0.196856,25,0.586931,21,0.482908,0.422231666667,0.046801,0.066403,0.058444,0.057216,1,2,2,1.3452612017478
"S1PR5",1,0.0336607,0,0,0,0,0.0112202333333,0.125604,0,0.027353,0.0509856666666667,4,0,1,0.962163676827784
"SAA1",44,2.06744,16,0.806941,781,38.5807,13.8183603333,0.209762,0,0,0.0699206666666667,1,0,0,13.8499617728355
"SAA2",18,0.333784,7,0.139326,303,5.9071,2.12673666667,0.357633,0.184237,0.105213,0.215694333333333,4,3,2,2.5719760148069
"SAAL1",308,1.48832,343,1.77902,375,1.90509,1.72414333333,15.663268,16.046013,18.258021,16.6557673333333,152,180,205,0.154291981871948
"SAC3D1",152,6.76025,162,7.73347,91,4.25499,6.24957,7.141236,9.143581,9.137239,8.47401866666667,94,156,199,0.765205374305082
"SACM1L",2368,7.34087,2547,8.47491,2805,9.14191,8.31923,19.742445,19.014125,16.679844,18.4788046666667,672,921,858,0.478429254745166
"SACS",3891,6.47909,5484,9.80146,3806,6.66285,7.6478,7.809539,7.135278,6.732952,7.225923,1986,2468,2456,1.05128628118693
"SAE1",1357,2.43487,1319,2.54028,1240,2.33914,2.43809666667,53.833667,62.7538,58.348852,58.3121063333333,1102,1562,1545,0.0579661873302549
"SAFB",2020,7.76543,1936,7.9884,2104,8.5035,8.08577666667,45.262546,47.743166,38.687372,43.8976946666667,1225,1740,1479,0.20236621800129
"SAFB2",1841,8.6812,1847,9.34831,1702,8.43769,8.8224,39.938181,35.616341,25.913999,33.8228403333333,532,668,625,0.282067743641168
"SAG",6,0.0267124,1,0.00477861,10,0.0468058,0.0260989366667,0.21654,0.140992,0.086597,0.148043,20,14,10,0.893780926904916
"SALL1",107,1.21437,98,1.19381,162,1.93295,1.44704333333,0.543967,1.080347,0.250609,0.624974333333333,46,30,11,1.5058966059546
"SALL2",655,7.09103,653,7.5879,409,4.6551,6.44467666667,22.108545,22.19062,21.103756,21.8009736666667,1557,2017,1922,0.326506963058054
"SALL4",10,0.0865232,19,0.176452,30,0.272893,0.178622733333,0.979263,0.490754,0.256222,0.575413,38,35,32,0.748135716369612
"SAMD10",87,2.57913,119,3.78653,60,1.87001,2.74522333333,11.135761,13.274659,15.417772,13.276064,276,552,604,0.262342851175926
"SAMD11",193,1.63246,181,1.64326,172,1.52951,1.60174333333,85.077339,107.419827,128.250914,106.916026666667,1065,1988,2749,0.0241089615110304
"SAMD12",621,0.250748,860,0.372722,537,0.22796,0.28381,10.90493,9.452848,9.741441,10.033073,422,503,567,0.1163601473497
"SAMD13",39,0.0743871,41,0.0839378,25,0.0501316,0.0694855,1.0275,0.706133,1.180089,0.971240666666667,17,15,18,0.542544357005622
"SAMD14",1658,14.5971,1643,15.5261,847,7.8398,12.6543333333,32.86335,47.766047,37.886353,39.50525,739,1527,1415,0.337100334729449
"SAMD15",36,0.424685,48,0.60778,52,0.644921,0.559128666667,1.81096,1.413582,2.207279,1.810607,40,47,49,0.554730229685972
"SAMD3",52,0.041085,98,0.0831087,124,0.103001,0.0757315666667,6.495273,1.936563,2.81457,3.748802,36,26,30,0.226526935986529
"SAMD4A",583,0.450225,554,0.45921,1022,0.829756,0.579730333333,10.135253,9.603524,7.268206,9.00232766666667,573,655,641,0.157936271033946
"SAMD4B",2422,9.76847,2870,12.4244,3532,14.9765,12.38979,143.309072,138.158571,94.20468,125.224107666667,807,1091,991,0.106079498183975
"SAMD5",267,0.203815,359,0.294144,365,0.292924,0.263627666667,4.172481,1.145646,1.056302,2.12480966666667,342,157,152,0.404385483105264
"SAMD7",1,0.00632876,2,0.0135859,6,0.0399216,0.01994542,0.02758,0,0,0.00919333333333333,1,0,0,1.01065413960985
"SAMD8",1608,3.40348,2036,4.62546,2294,5.10468,4.37787333333,8.259615,8.212798,8.001947,8.15812,911,1233,1250,0.587224597770066
"SAMD9L",1205,11.4846,1234,12.6236,2084,20.8816,14.9966,0.119182,0.006197,0,0.041793,4,1,0,15.3548737609103
"SAMHD1",13053,36.7034,13138,39.6521,16291,48.1595,41.505,17.087722,22.876481,11.488176,17.150793,643,1057,786,2.34177096284443
"SAMM50",1402,4.44596,1537,5.23157,1189,3.96404,4.54719,146.768861,214.347942,176.246465,179.121089333333,534,791,796,0.0307970045069755
"SAMSN1",339,0.341158,285,0.307851,793,0.83901,0.496006333333,0,0.2035,0.080162,0.094554,0,6,2,1.36677252409018
"SAP130",572,1.14986,546,1.1781,568,1.20043,1.17613,8.557724,10.286387,8.686425,9.17684533333333,570,932,819,0.213831489889336
"SAP18",2880,58.7018,3289,71.9554,2760,59.1434,63.2668666667,173.397864,161.651549,160.852936,165.300783,1188,1537,1522,0.386449573521852
"SAP25",143,14.9324,86,9.63903,86,9.44129,11.3375733333,1.665479,1.00578,0.630038,1.10043233333333,15,15,11,5.87382565841604
"SAP30",635,14.666,712,17.6506,1224,29.7207,20.6791,6.034205,7.332439,6.730684,6.69910933333333,73,127,136,2.81579323807498
"SAP30BP",1327,5.68033,1325,6.08778,1428,6.42642,6.06484333333,143.359701,165.152742,180.795436,163.102626333333,535,983,800,0.0430513727365919
"SAP30L",2301,26.6974,2470,30.7602,2042,24.9084,27.4553333333,16.978215,19.317084,18.926889,18.407396,393,598,544,1.46621078548096
"SAPCD1",212,19.9548,190,19.1958,176,17.4166,18.8557333333,0.191,0.941422,1.75655,0.962990666666667,1,11,24,10.1150421499542
"SAPCD2",51,1.05677,67,1.49014,54,1.17637,1.24109333333,0.907147,2.106907,2.705083,1.906379,48,156,238,0.771094662234347
