"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"ACOT12",0.331608,0.188218,0.467097,0.328974333333333,5,2,2,"Acot12",0,0,0,0,0,0,0,1.32897433333333
"ACOT13",4.473594,5.647834,5.032359,5.05126233333333,165,201,127,"Acot13",395.632453,377.75228,442.9371,1311,1270,1043,405.440611,0.0148884293782674
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot1",8.562106,6.189232,7.189175,155,116,95,7.31350433333333,1.86263045190771
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot5",0,0,0,0,0,0,0,15.4849863333333
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot3",0.184964,0.130714,0.304544,11,9,16,0.206740666666667,12.8320746628245
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot2",7.7519,7.104215,8.971836,492,470,388,7.94265033333333,1.73158803667116
"ACOT4",0.210825,0.819407,0.499504,0.509912,6,26,10,"Acot4",0.165596,0.144667,0.185633,33,17,26,0.165298666666667,1.29572962124731
"ACOT6",0.113721,0.104565,0.160646,0.126310666666667,1,1,1,"Acot6",0.552336,0.322506,0.388205,56,33,27,0.421015666666667,0.792609605289362
"ACOT7",141.034258,158.621084,147.569266,149.074869333333,2164,2658,1722,"Acot7",12.066454,10.657095,11.339034,443,375,355,11.3541943333333,12.1476856591458
"ACOT8",15.109551,19.026084,18.961389,17.699008,206,295,187,"Acot8",1.641596,1.505389,1.975407,52,44,36,1.707464,6.90646597701761
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot9",4.072205,4.855018,4.790514,198,221,169,4.572579,3.21731123058103
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot10",0,0,0,0,0,0,0,17.928721
"ACOX1",26.69153,36.454793,34.43575,32.5273576666667,665,715,462,"Acox1",32.90367,31.658302,34.80923,3684,3423,2793,33.123734,0.982523122078805
"ACOX2",0,0.720589,0,0.240196333333333,0,2,0,"Acox2",0.180945,0.256774,0.112875,6,4,5,0.183531333333333,1.04787790437318
"ACOX3",9.956542,12.099373,8.284384,10.113433,181,210,142,"Acox3",5.436548,3.876888,8.096525,278,282,221,5.80332033333333,1.63353075490933
"ACOXL",0.165362,0.317846,0.200234,0.227814,4,5,4,"Acoxl",0.021636,0,0,2,0,0,0.007212,1.21902241037637
"ACP1",61.586263,66.10944,74.714785,67.4701626666667,798,920,684,"Acp1",5.66495,7.242556,7.48916,190,232,154,6.79888866666667,8.77947687076441
"ACP2",115.861262,97.504509,108.715051,107.360274,595,540,395,"Acp2",1.730692,1.916966,2.292059,251,242,234,1.97990566666667,36.3636591628124
"ACP3",0.048184,0.022238,0,0.023474,2,1,0,"Acpp",0.022749,0.024615,0.063146,1,1,2,0.0368366666666667,0.987112081298565
"ACP4",0.140216,0.12039,0.201053,0.153886333333333,2,2,2,"Acp4",0,0,0,0,0,0,0,1.15388633333333
"ACP5",0.900021,1.872376,0.519606,1.09733433333333,4,9,1,"Acp5",0.07349,0.157873,0.034358,3,6,1,0.0885736666666667,1.92668112187171
"ACP6",5.681603,4.537779,4.413437,4.87760633333333,128,125,95,"Acp6",3.884854,3.981793,3.69741,158,166,131,3.85468566666667,1.21070790920415
"ACR",0,0.561401,0,0.187133666666667,0,4,0,"Acr",0.021936,0,0.11907,1,0,2,0.047002,1.13384087773153
"ACRBP",0.871936,1.387368,0.356541,0.871948333333333,8,10,2,"Acrbp",0.973677,0.635086,0.428227,20,12,5,0.678996666666667,1.11492081580468
"ACRV1",0.419432,0.594965,0.365907,0.460101333333333,5,9,3,"Acrv1",0,0.020824,0.013454,0,2,1,0.011426,1.44360668336916
"ACSBG1",0.253329,0.789068,1.028992,0.690463,21,18,25,"Acsbg1",0.030745,0,0.04316,3,0,3,0.024635,1.64981969189028
"ACSBG2",0.326791,0.354839,0.057953,0.246527666666667,2,2,1,"Acsbg2",0.011693,0,0,1,0,0,0.00389766666666667,1.24168798081345
"ACSF2",0.770281,0.767876,3.321446,1.61986766666667,2,5,7,"Acsf2",7.891,12.373069,10.895599,350,367,340,10.386556,0.23008429121735
"ACSF3",15.821189,18.561092,20.415246,18.2658423333333,217,288,178,"Acsf3",2.997409,3.249149,4.273128,216,222,220,3.506562,4.27506430252892
"ACSL1",62.19037,73.44608,83.471369,73.0359396666667,894,1047,659,"Acsl1",205.487387,212.938162,241.722004,10340,9955,9069,220.049184333333,0.334929712090787
"ACSL3",130.996535,121.985228,113.197501,122.059754666667,2784,3004,2053,"Acsl3",1.316494,1.101578,1.23888,64,36,54,1.218984,55.4577025641765
"ACSL4",61.049607,65.37075,77.690858,68.0370716666667,3385,3357,2270,"Acsl4",3.808227,3.388927,6.217699,163,151,156,4.47161766666667,12.617305497649
"ACSL5",0.344508,0.341116,0.484939,0.390187666666667,7,4,5,"Acsl5",6.898301,9.129866,3.381648,183,235,138,6.46993833333333,0.186104302958324
"ACSL6",16.646079,21.155853,18.209522,18.6704846666667,1030,1182,804,"Acsl6",2.786717,1.936377,3.098567,152,129,148,2.60722033333333,5.45308654558667
"ACSM1",0.124507,0.048926,0,0.057811,1,1,0,"Acsm1",0,0,0,0,0,0,0,1.057811
"ACSM2A",2.771496,1.037998,0.161293,1.32359566666667,12,12,4,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,2.20850950042945
"ACSM2B",0.143928,1.678159,1.180417,1.00083466666667,5,15,6,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,1.9017346406318
"ACSM3",3.546028,4.370048,3.432423,3.782833,37,79,10,"Acsm3",0.028766,0.030908,0.038958,1,1,1,0.0328773333333333,4.63059149973278
"ACSM4",0.149807,0.241539,0.10526,0.165535333333333,4,7,2,"Acsm4",0,0,0,0,0,0,0,1.16553533333333
"ACSM5",0,0.179494,0,0.0598313333333333,0,2,0,"Acsm5",0.870292,1.135048,0.688642,49,59,32,0.897994,0.558395513017077
"ACSS1",0.066638,0.220548,0.348834,0.212006666666667,3,9,8,"Acss1",65.371472,67.562517,72.050659,4063,3934,3335,68.328216,0.0174821557021843
"ACSS2",148.399461,146.694353,101.822483,132.305432333333,739,725,433,"Acss2",4.763676,4.718603,4.527287,336,365,266,4.66985533333333,23.5112581355691
"ACSS3",0.627096,0.612727,1.358752,0.866191666666667,13,15,29,"Acss3",0.160808,0.170282,0.21361,18,20,20,0.181566666666667,1.57942138968037
"ACTA1",0.242012,0.585729,0.672663,0.500134666666667,3,10,8,"Acta1",51.289934,61.467194,82.964551,2091,2521,2549,65.2405596666667,0.0226467692032735
"ACTA2",2.655925,3.057572,5.813821,3.84243933333333,28,47,56,"Acta2",17.260344,17.274081,24.335669,702,685,755,19.6233646666667,0.234803554686696
"ACTB",2178.850167,2041.670166,2557.016143,2259.17882533333,20799,21935,16943,"Actb",136.830217,155.493589,196.557468,1850,2109,1892,162.960424666667,13.7849046800672
"ACTBL2",0.259337,0.108094,0,0.122477,9,4,0,"Actbl2",0,0,0,0,0,0,0,1.122477
"ACTC1",0.551692,0.56988,1.037101,0.719557666666667,8,10,7,"Actc1",1652.587288,1979.343797,2200.213129,72329,80862,69991,1944.04807133333,0.000884069495253095
"ACTG1",1435.350734,1536.991071,1807.979395,1593.4404,23732,27012,21393,"Actg1",50.783003,73.060644,81.120304,2154,2389,1859,68.321317,23.0007228512407
"ACTG2",0.239946,0.184371,2.284464,0.902927,2,2,27,"Actg2",0.588708,0.126647,0.270987,11,4,6,0.328780666666667,1.43208510458962
"ACTL10",0.141201,0.158296,0.137933,0.14581,3,4,2,"Actl10",0.041749,0,0,2,0,0,0.0139163333333333,1.13008338294843
"ACTL6A",67.288182,35.925033,85.845286,63.0195003333333,123,104,102,"Actl6a",5.758671,7.408636,7.139931,198,174,137,6.76907933333333,8.24029432402072
"ACTL6B",154.861852,109.866441,166.128293,143.618862,576,645,448,"Actl6b",0.019678,0,0,2,0,0,0.00655933333333333,143.676440335691
"ACTL7A",0,0,0.078863,0.0262876666666667,0,0,1,"Actl7a",0,0,0,0,0,0,0,1.02628766666667
"ACTL7B",0,0,0.088939,0.0296463333333333,0,0,1,"Actl7b",0,0,0,0,0,0,0,1.02964633333333
"ACTL9",0,0,0,0,0,0,0,"Actl9",0,0,0,0,0,0,0,1
"ACTN1",42.915893,53.04208,30.351943,42.1033053333333,709,901,468,"Actn1",3.268112,3.770261,3.860983,265,258,210,3.63311866666667,9.30330268539061
"ACTN2",10.431195,12.550374,2.658834,8.546801,163,226,63,"Actn2",327.332679,319.092711,346.539041,15681,14365,11696,330.988143666667,0.0287564516448078
"ACTN3",0.026669,0.072504,0,0.0330576666666667,1,3,0,"Actn3",0.03636,0,0,2,0,0,0.01212,1.02068694094244
"ACTR10",175.090819,207.781083,223.094765,201.988889,1347,1561,1119,"Actr10",29.53719,31.341786,36.781408,412,385,366,32.5534613333333,6.04971531799442
"ACTR1A",135.467299,131.59114,164.703958,143.920799,3143,3440,2547,"Actr1a",12.536819,14.606975,18.850522,933,877,754,15.3314386666667,8.8737313324264
"ACTR1B",28.348357,31.987461,34.845941,31.727253,679,815,581,"Actr1b",15.67809,21.241687,19.613595,865,888,683,18.8444573333333,1.64918860970953
"ACTR2",90.130579,85.113097,98.337326,91.1936673333333,4098,3983,3193,"Actr2",8.312352,7.902644,9.416639,925,794,758,8.54387833333333,9.65997932007725
"ACTR3",83.778842,80.647357,87.559013,83.9950706666667,1903,1958,1481,"Actr3",19.559059,27.877054,23.424273,871,852,820,23.6201286666667,3.45225940194789
"ACTR3B",23.73554,20.329805,21.54651,21.8706183333333,309,312,235,"Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,2.58736982847835
"ACTR3C",0.030079,0.14202,0.021249,0.0644493333333333,2,4,1,"Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,0.120421933892207
"ACTR5",2.282428,2.070326,3.460384,2.60437933333333,72,72,77,"Actr5",0.89832,0.671854,0.734117,34,37,33,0.768097,2.0385642492088
"ACTR8",23.771453,22.759294,31.53109,26.0206123333333,450,503,352,"Actr8",5.710714,4.109577,5.914341,299,257,184,5.24487733333333,4.3268443703618
"ACTRT1",0,0,0.167548,0.0558493333333333,0,0,2,"Actrt1",0,0,0,0,0,0,0,1.05584933333333
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.443018,1.511988,0.769716,1.241574,29,33,11,"Actrt3",0,0.018259,0,0,1,0,0.00608633333333333,2.2280135667615
"ACVR1",6.034686,8.207685,6.259893,6.834088,217,313,134,"Acvr1",1.693994,1.35383,1.836462,137,113,117,1.62809533333333,2.98089947523466
"ACVR1B",55.209179,56.089019,59.415097,56.9044316666667,1548,1896,1377,"Acvr1b",1.643187,1.566738,1.574481,251,224,172,1.594802,22.3155491889812
"ACVR1C",0.137088,0.073565,0.237864,0.149505666666667,13,9,9,"Acvr1c",0.006982,0.003505,0,1,1,0,0.00349566666666667,1.14550137569104
"ACVR2A",25.003915,23.782342,23.796881,24.1943793333333,1564,1417,966,"Acvr2a",2.08354,1.882725,2.207467,282,231,222,2.05791066666667,8.23908285090517
"ACVR2B",6.214092,4.560656,8.131002,6.30191666666667,990,790,922,"Acvr2b",0.459848,0.362405,0.568235,35,25,22,0.463496,4.98936564682559
"ACVRL1",2.000151,0.803904,0.719904,1.174653,17,40,28,"Acvrl1",10.263452,13.048464,12.868665,312,312,204,12.0601936666667,0.166510011681552
"ACY1",10.842162,5.437314,8.266339,8.18193833333333,50,52,41,"Acy1",4.757062,3.849426,5.091179,101,91,77,4.565889,1.64968046134828
"ACY3",0,0,0,0,0,0,0,"Acy3",5.171134,6.449468,5.868099,142,172,139,5.829567,0.146422167027573
"ACYP2",20.955971,15.854271,16.292319,17.7008536666667,172,145,100,"Acyp2",19.970122,18.999944,21.835026,397,333,315,20.268364,0.879280308850585
"ADA",0.922875,1.829261,0.70398,1.15203866666667,13,16,8,"Ada",0.18598,0.200169,0.265664,9,6,10,0.217271,1.76792075607376
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0.258936,0.627989,0.295641666666667,0,1,3,"Adad2",0,0,0,0,0,0,0,1.29564166666667
"ADAL",9.378484,7.193559,10.742324,9.104789,227,237,166,"Adal",2.157559,1.683546,2.011885,130,108,87,1.95099666666667,3.42419532835799
"ADAM10",34.061006,24.686719,34.283331,31.010352,691,616,515,"Adam10",3.834291,4.05923,4.559764,563,536,471,4.151095,6.21428104121551
"ADAM11",23.644833,33.066844,44.802479,33.838052,1084,1499,1443,"Adam11",1.448247,1.954793,3.153951,139,140,158,2.18566366666667,10.9358851546475
"ADAM12",8.973317,5.716452,10.949544,8.54643766666667,581,454,513,"Adam12",0.150907,0.080352,0.115723,10,9,10,0.115660666666667,8.55675740114527
"ADAM15",18.903104,21.508581,19.628954,20.0135463333333,201,239,154,"Adam15",17.491003,13.636563,13.20672,547,513,361,14.7780953333333,1.33181768073992
"ADAM17",9.86407,13.149275,14.571838,12.5283943333333,391,394,303,"Adam17",6.123527,7.983441,5.618549,390,395,318,6.57517233333333,1.78588601526645
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.050539,0.081262,0,2,3,0,0.0439336666666667,0.957915269839942
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam20",0,0,0,0,0,0,0,1.048658
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam39",0,0,0,0,0,0,0,1.048658
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam25",0,0,0,0,0,0,0,1.048658
"ADAM21",0.175871,0.28972,0.247976,0.237855666666667,6,11,6,"Adam21",0.033798,0.012098,0,3,1,0,0.0152986666666667,1.21920347904196
"ADAM22",14.849654,14.25824,14.463086,14.52366,1382,1676,1175,"Adam22",0.895829,1.635207,0.492153,144,161,94,1.00772966666667,7.73194731229586
"ADAM23",30.45531,32.68447,48.390528,37.1767693333333,1224,1432,1029,"Adam23",0.655264,0.749025,0.282187,39,27,24,0.562158666666667,24.4384710387933
"ADAM28",0.264589,0.406801,0.059004,0.243464666666667,8,6,4,"Adam28",0.010701,0,0,1,0,0,0.003567,1.23904499317601
"ADAM29",0.651684,0.674166,0.788744,0.704864666666667,24,20,14,"Adam29",0,0,0,0,0,0,0,1.70486466666667
"ADAM30",0,0,0,0,0,0,0,"Adam30",0.009117,0,0,1,0,0,0.003039,0.996970207539288
"ADAM33",0.541507,0.630154,0.831368,0.667676333333333,18,23,18,"Adam33",0.209084,0.129254,0.201373,14,10,3,0.179903666666667,1.41340041602266
"ADAM7",0.067906,0.02098,0.122618,0.0705013333333333,3,1,3,"Adam7",0,0,0,0,0,0,0,1.07050133333333
"ADAM8",2.265081,4.232185,7.470717,4.65599433333333,41,65,39,"Adam8",0.319007,0.245131,0.090992,9,2,6,0.218376666666667,4.64223789577936
"ADAMDEC1",0,0,0.059317,0.0197723333333333,0,0,1,"Adamdec1",0,0,0,0,0,0,0,1.01977233333333
"ADAMTS1",14.234685,4.588657,3.552739,7.45869366666667,508,136,33,"Adamts1",3.856536,3.310445,4.459133,479,383,325,3.87537133333333,1.73498449417255
"ADAMTS10",40.162073,43.284464,61.364231,48.270256,489,643,476,"Adamts10",3.951995,3.513514,2.316164,242,203,155,3.26055766666667,11.5642739412908
"ADAMTS12",0.710176,1.783791,0.892537,1.12883466666667,84,197,58,"Adamts12",0.095355,0.087801,0.080389,28,24,17,0.0878483333333333,1.9569223038138
"ADAMTS13",7.587088,8.243445,8.27368,8.03473766666667,214,262,204,"Adamts13",0,0,0,0,0,0,0,9.03473766666667
"ADAMTS14",0.211393,0.27945,0.297526,0.262789666666667,15,22,15,"Adamts14",0.048595,0.056218,0.076699,9,10,10,0.060504,1.19074484081783
"ADAMTS15",0.56087,0.968467,0.586154,0.705163666666667,42,81,31,"Adamts15",0.346914,0.20895,0.849725,71,41,53,0.468529666666667,1.16113668342644
"ADAMTS16",0.24045,0.264744,0.214627,0.239940333333333,12,15,10,"Adamts16",0,0,0,0,0,0,0,1.23994033333333
"ADAMTS17",3.07163,1.239608,0.531282,1.61417333333333,149,45,17,"Adamts17",0.190093,1.242606,1.628445,9,9,5,1.02038133333333,1.29390095335138
"ADAMTS18",1.411995,0.853451,1.538275,1.267907,55,54,37,"Adamts18",0.017685,0,0.012506,2,0,1,0.0100636666666667,2.24531093914542
"ADAMTS19",0.147189,0.945675,0.829666,0.640843333333333,9,26,8,"Adamts19",0.032772,0.021315,0.071086,5,3,7,0.0417243333333333,1.57512240122387
"ADAMTS2",0.175824,2.047144,0.477721,0.900229666666667,11,49,15,"Adamts2",5.077637,5.422281,10.754545,236,210,191,7.084821,0.235036702317425
"ADAMTS20",0.016112,0.074527,0.040071,0.04357,1,4,1,"Adamts20",0.13816,0.044996,0.024598,6,5,2,0.0692513333333333,0.975981948740458
"ADAMTS3",3.556929,2.233924,2.107003,2.63261866666667,298,186,99,"Adamts3",0.872053,0.572352,0.534859,47,37,36,0.659754666666667,2.18864796082313
"ADAMTS4",0.176331,0.196548,0.19162,0.188166333333333,24,29,18,"Adamts4",0.032952,0.042039,0.036994,5,6,4,0.0373283333333333,1.1454100839175
"ADAMTS5",0.116874,0.274268,0.109096,0.166746,15,38,10,"Adamts5",0.864561,0.807712,0.929118,327,282,251,0.867130333333333,0.624887282462517
"ADAMTS6",0.860627,0.362985,0.694859,0.639490333333333,13,27,21,"Adamts6",0.183717,0.260604,0.160965,39,36,26,0.201762,1.36423878715863
"ADAMTS7",2.369279,2.937719,5.177745,3.49491433333333,151,167,164,"Adamts7",1.76571,1.758245,2.959173,246,217,232,2.16104266666667,1.42197205394676
"ADAMTS8",0.211062,0.449382,0.148566,0.26967,8,16,4,"Adamts8",0.043988,0.043234,0.082591,5,5,7,0.0566043333333333,1.20165132769662
"ADAMTS9",2.512999,1.057654,1.747753,1.772802,43,41,29,"Adamts9",1.379221,0.847281,1.32475,327,198,218,1.18375066666667,1.26974294379151
"ADAMTSL1",1.119975,1.214395,1.457011,1.26379366666667,21,44,54,"Adamtsl1",0.307662,0.16213,0.688565,21,18,24,0.386119,1.63318854057023
"ADAMTSL2",1.004098,1.776381,1.365861,1.38211333333333,47,95,46,"Adamtsl2",1.860771,1.723828,1.757645,138,112,78,1.780748,0.856644806840941
"ADAMTSL3",1.089258,0.855606,0.779536,0.908133333333333,33,31,23,"Adamtsl3",1.139235,0.629925,0.845288,101,84,80,0.871482666666667,1.01958375961448
"ADAMTSL4",0.631448,0.521852,1.128889,0.760729666666667,18,20,28,"Adamtsl4",12.342952,19.690712,26.181047,471,546,397,19.4049036666667,0.0862895358600974
"ADAMTSL5",5.476837,2.295622,2.572993,3.448484,10,10,3,"Adamtsl5",22.14108,20.030403,30.03998,685,699,594,24.0704876666667,0.17743906936101
"ADAP1",57.062331,75.582106,67.987821,66.8774193333333,602,900,577,"Adap1",0.401047,0.782644,0.394686,16,34,20,0.526125666666667,44.476952859059
"ADAP2",1.320459,15.044578,8.125916,8.163651,24,52,21,"Adap2",1.964154,2.02781,1.565743,110,98,63,1.852569,3.21242045328264
"ADAR",90.499122,99.654405,78.045495,89.399674,3324,3711,2823,"Adar",1.032564,2.061203,1.430071,180,240,129,1.507946,36.0453032082828
"ADARB1",54.505339,78.157127,58.321949,63.6614716666667,1010,1399,747,"Adarb1",1.986814,1.694822,1.838799,320,262,242,1.840145,22.7669614286125
"ADARB2",2.242743,3.617584,1.425322,2.42854966666667,203,287,100,"Adarb2",0.032479,0.008418,0.020347,5,1,2,0.0204146666666667,3.35995725920573
"ADAT1",50.081633,51.644642,49.027029,50.2511013333333,391,471,308,"Adat1",0.410222,0.293219,0.331024,40,28,19,0.344821666666667,38.1099610481191
"ADAT2",0.865768,0.88184,1.068114,0.938574,56,60,47,"Adat2",0.40984,0.616578,0.282704,18,26,9,0.436374,1.34963038874276
"ADAT3",0.355735,0.817905,0.128549,0.434063,4,9,1,"Adat3",0.004299,0.178723,0.697465,0,1,4,0.293495666666667,1.1086724424022
"ADCK1",7.036778,5.592912,6.381342,6.33701066666667,107,113,70,"Adck1",3.591062,4.04341,4.426302,262,263,222,4.020258,1.46148079773324
"ADCK2",17.806512,18.725946,17.522527,18.0183283333333,309,351,205,"Adck2",4.046497,2.37639,3.740476,83,71,60,3.38778766666667,4.33437754470495
"ADCK5",4.463708,3.922499,4.011845,4.132684,77,71,39,"Adck5",3.210799,3.725496,7.095499,38,14,23,4.67726466666667,0.904076928126303
"ADCY1",8.26322,11.820007,12.255044,10.7794236666667,1388,2194,1476,"Adcy1",0.192263,0.213369,0.268574,61,70,68,0.224735333333333,9.6179340516019
"ADCY10",0.159158,0.437994,0.487023,0.361391666666667,5,4,3,"Adcy10",0,0,0,0,0,0,0,1.36139166666667
"ADCY2",52.673477,62.126591,38.152904,50.984324,1084,1239,619,"Adcy2",0.022696,0.007908,0.010522,3,1,1,0.0137086666666667,51.2813254038143
"ADCY3",37.93581,32.768872,39.729462,36.8113813333333,493,498,442,"Adcy3",0.293902,0.612807,1.179294,44,40,38,0.695334333333333,22.3032003716868
"ADCY4",0.052475,0.211763,0.531398,0.265212,2,6,5,"Adcy4",5.619367,2.216158,6.120689,241,182,133,4.65207133333333,0.22384926257713
"ADCY5",24.033085,26.112757,35.668678,28.60484,943,1141,775,"Adcy5",3.629472,4.997427,4.835043,794,805,733,4.487314,5.39514232281951
"ADCY6",37.722233,35.042786,42.586132,38.4503836666667,1164,1229,962,"Adcy6",42.177247,44.540191,44.412709,2510,2141,1745,43.710049,0.882360555379098
"ADCY7",19.699693,9.98426,9.347798,13.0105836666667,679,770,513,"Adcy7",0.762151,0.984523,1.04764,158,167,145,0.931438,7.25396500776451
"ADCY8",16.629796,19.169303,14.310797,16.7032986666667,834,858,493,"Adcy8",0.034799,0.022239,0.050475,7,5,8,0.0358376666666667,17.0908041253568
"ADCY9",9.559925,7.271277,10.831919,9.22104033333333,523,645,494,"Adcy9",1.941075,2.046833,2.11259,299,297,234,2.03349933333333,3.36938934550615
"ADCYAP1",30.770944,19.176885,8.504428,19.4840856666667,1000,630,186,"Adcyap1",0.010071,0.011162,0,1,1,0,0.00707766666666667,20.3401250416635
"ADCYAP1R1",12.345314,17.278545,14.464588,14.696149,948,1221,693,"Adcyap1r1",0.525403,0.411459,0.470668,73,52,66,0.469176666666667,10.683636186254
"ADD1",178.214398,172.875606,239.707079,196.932361,3409,3808,2935,"Add1",32.191182,27.263398,33.976366,1379,1239,1129,31.1436486666667,6.15774403996825
"ADD2",58.077895,48.929165,56.121603,54.376221,5598,5463,4263,"Add2",0,0.028096,0,0,3,0,0.00936533333333333,54.8624161849558
"ADD3",209.81734,182.717742,285.808152,226.114411333333,1125,1260,1432,"Add3",3.509416,3.791738,5.627488,428,425,481,4.30954733333333,42.7747220384512
"ADGB",0.079156,0.085007,0.096214,0.0867923333333333,7,8,6,"Adgb",0,0.009494,0,0,1,0,0.00316466666666667,1.08336384787609
"ADGRA1",1.652268,2.280675,1.787079,1.906674,77,123,63,"Adgra1",0,0,0,0,0,0,0,2.906674
"ADGRA2",0.432798,2.175161,1.219293,1.27575066666667,19,94,41,"Adgra2",0.810751,0.954395,1.327309,113,156,111,1.03081833333333,1.1206077024779
"ADGRA3",44.940705,26.692998,48.172702,39.9354683333333,427,350,324,"Adgra3",15.849236,36.202475,32.378263,214,228,197,28.1433246666667,1.40462588951473
"ADGRB1",13.615388,23.878413,22.757814,20.0838716666667,467,780,495,"Adgrb1",0,0.004904,0.022226,0,1,2,0.00904333333333333,20.8949120123682
"ADGRB2",21.653954,24.004818,27.136658,24.2651433333333,1013,1310,846,"Adgrb2",0.952137,1.019499,1.295453,18,29,19,1.08902966666667,12.0942003536251
"ADGRB3",16.821213,17.98073,16.318507,17.04015,516,623,413,"Adgrb3",0.038428,0.035898,0.043041,3,2,2,0.0391223333333333,17.3609491599802
"ADGRD1",2.313068,1.045361,1.304333,1.554254,30,37,19,"Adgrd1",0.558539,0.495183,0.781655,86,80,70,0.611792333333333,1.5847289673587
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",3.747284,1.28269,1.66859,119,104,88,2.23285466666667,0.309324143244299
"ADGRE5",1.364574,1.447979,0.686546,1.16636633333333,8,21,9,"Adgre5",10.857707,12.930749,12.970681,525,533,465,12.2530456666667,0.163461772321668
"ADGRF1",0.170765,0.110177,0.038495,0.106479,10,12,2,"Adgrf1",0,0,0.011202,0,0,1,0.003734,1.10236277738923
"ADGRF2",0.045744,0.034567,0,0.0267703333333333,3,2,0,"Adgrf2",0.057734,0.013876,0,5,1,0,0.02387,1.00283271639303
"ADGRF3",0.403357,0.467937,0.298961,0.390085,20,12,10,"Adgrf3",0,0.168489,0,0,1,0,0.056163,1.31616521313472
"ADGRF4",0.89767,0.625015,0.070826,0.531170333333333,36,27,2,"Adgrf4",0,0.050784,0.049042,0,4,3,0.0332753333333333,1.48186091735472
"ADGRF5",0.07962,0.148816,0.018554,0.08233,6,12,1,"Adgrf5",21.381142,20.302235,21.041374,2682,2557,1832,20.9082503333333,0.049402849772683
"ADGRG1",38.153179,46.615681,24.604581,36.4578136666667,834,986,417,"Adgrg1",30.762372,24.307622,20.722441,558,505,330,25.264145,1.42619581435705
"ADGRG2",3.775312,6.649666,9.579295,6.668091,238,441,424,"Adgrg2",0.094779,0.126673,0.289501,13,16,7,0.170317666666667,6.5521449589328
"ADGRG3",0,0.341854,0,0.113951333333333,0,5,0,"Adgrg3",0.395031,0.22548,0.098728,15,11,6,0.239746333333333,0.898531661987842
"ADGRG4",0.920553,0.305711,0.19708,0.474448,116,43,19,"Adgrg4",0,0,0,0,0,0,0,1.474448
"ADGRG5",0.136137,0.543932,0.392484,0.357517666666667,6,12,4,"Adgrg5",0,0,0.046221,0,0,2,0.015407,1.33691974416827
"ADGRG6",1.056112,0.392774,0.25247,0.567118666666667,26,18,8,"Adgrg6",0.143986,0.138782,0.133625,27,24,20,0.138797666666667,1.37611685775026
"ADGRG7",0.080335,0.37325,0.112855,0.188813333333333,3,10,2,"Adgrg7",0,0,0,0,0,0,0,1.18881333333333
"ADGRL1",47.623211,65.292987,51.742662,54.8862866666667,3580,4449,2943,"Adgrl1",2.926985,2.667661,3.489296,285,311,232,3.02798066666667,13.8745171070831
