"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"ACSM3",3.546028,4.370048,3.432423,37,79,10,1.20873,"Acsm3",0.578683,7.953216,0.307985,1,9,5,2.946628,0.559649908732214
"ACSM4",0.149807,0.241539,0.10526,4,7,2,12.0525876666667,"Acsm4",0,0,0,0,0,0,0,13.0525876666667
"ACSM5",0,0.179494,0,0,2,0,28.298986,"Acsm5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,15.3136911750537
"ACSS1",0.066638,0.220548,0.348834,3,9,8,10.7718276666667,"Acss1",6.481707,7.349056,11.038161,90,441,254,8.28964133333333,1.26719937231879
"ACSS2",148.399461,146.694353,101.822483,739,725,433,0.324533,"Acss2",21.66178,26.37256,25.142039,306,1411,776,24.3921263333333,0.052163138392283
"ACSS3",0.627096,0.612727,1.358752,13,15,29,2.684256,"Acss3",1.880805,1.868718,1.826704,43,165,88,1.85874233333333,1.28876812612353
"ACTA1",0.242012,0.585729,0.672663,3,10,8,7.685498,"Acta1",0.383569,0.39472,0.53884,2,13,10,0.439043,6.03560699715019
"ACTA2",2.655925,3.057572,5.813821,28,47,56,2.60350566666667,"Acta2",10.206045,9.622577,10.670508,95,326,175,10.1663766666667,0.322710380836756
"ACTB",2178.850167,2041.670166,2557.016143,20799,21935,16943,154.999947666667,"Actb",1341.615807,1028.725086,1137.997089,2783,10848,6712,1169.445994,0.133282482460841
"ACTBL2",0.259337,0.108094,0,9,4,0,45.262901,"Actbl2",0,0.059496,0.105002,0,4,4,0.0548326666666667,43.8580473111375
"ACTC1",0.551692,0.56988,1.037101,8,10,7,155.030611666667,"Actc1",0,0.029694,0,0,1,0,0.009898,154.501357232777
"ACTG1",1435.350734,1536.991071,1807.979395,23732,27012,21393,23.561692,"Actg1",421.073874,536.035053,489.351942,3202,14564,7993,482.153623,0.0508361954268115
"ACTG2",0.239946,0.184371,2.284464,2,2,27,91.6993783333333,"Actg2",0,0.312093,0.151151,0,9,2,0.154414666666667,80.2998965709606
"ACTL10",0.141201,0.158296,0.137933,3,4,2,273.123393333333,"Actl10",0.106591,0.285117,0.45635,1,10,9,0.282686,213.710443033863
"ACTL6A",67.288182,35.925033,85.845286,123,104,102,274.393704,"Actl6a",12.522326,10.655135,12.492026,71,254,145,11.889829,21.3651945266303
"ACTL6B",154.861852,109.866441,166.128293,576,645,448,47.409361,"Actl6b",25.579593,21.634274,24.562795,168,689,394,23.925554,1.9421578754077
"ACTL7A",0,0,0.078863,0,0,1,41.222022,"Actl7a",0,0,0,0,0,0,0,42.222022
"ACTL7B",0,0,0.088939,0,0,1,4.55777233333333,"Actl7b",0,0,0.053651,0,0,1,0.0178836666666667,5.46012527299289
"ACTL9",0,0,0,0,0,0,2.91668833333333,"Actl9",0,0.032174,0.056975,0,1,1,0.0297163333333333,3.80365757689254
"ACTN1",42.915893,53.04208,30.351943,709,901,468,0.0815716666666667,"Actn1",10.569857,10.026463,10.456415,149,708,399,10.3509116666667,0.0952850042735187
"ACTN2",10.431195,12.550374,2.658834,163,226,63,0.0764453333333333,"Actn2",2.203623,1.072808,0.807368,6,43,15,1.36126633333333,0.455876288979967
"ACTN3",0.026669,0.072504,0,1,3,0,49.261337,"Actn3",0.94982,0.762364,0.878581,7,27,21,0.863588333333333,26.9701929879006
"ACTN4",88.341101,89.90874,113.006576,944,1111,817,37.9276463333333,"Actn4",32.219291,44.111705,43.53803,489,2007,1154,39.956342,0.950466873563399
"ACTR10",175.090819,207.781083,223.094765,1347,1561,1119,1.644429,"Actr10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,0.0198159448326069
"ACTR1A",135.467299,131.59114,164.703958,3143,3440,2547,15.951695,"Actr1a",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,0.250225499024609
"ACTR1B",28.348357,31.987461,34.845941,679,815,581,32.084725,"Actr1b",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,0.232136295287512
"ACTR2",90.130579,85.113097,98.337326,4098,3983,3193,0.138564,"Actr2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,0.0178286345651668
"ACTR3",83.778842,80.647357,87.559013,1903,1958,1481,5.96989466666667,"Actr3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,0.082672870834193
"ACTR3B",23.73554,20.329805,21.54651,309,312,235,14.474606,"Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,0.728433969094157
"ACTR5",2.282428,2.070326,3.460384,72,72,77,75.849498,"Actr5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,16.6184803754684
"ACTR6",24.835879,26.636835,23.772285,388,418,287,174.299529333333,"Actr6",9.147979,11.692093,10.713922,76,303,182,10.517998,15.2196179694886
"ACTR8",23.771453,22.759294,31.53109,450,503,352,68.153203,"Actr8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,2.73155889461954
"ACTRT1",0,0,0.167548,0,0,2,1.47183533333333,"Actrt1",0,0,0,0,0,0,0,2.47183533333333
"ACTRT2",0,0,0,0,0,0,1.490042,"Actrt2",0,0,0,0,0,0,0,2.490042
"ACTRT3",1.443018,1.511988,0.769716,29,33,11,16.908232,"Actrt3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,9.26781612962768
"ACVR1",6.034686,8.207685,6.259893,217,313,134,8.64169033333333,"Acvr1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,0.951126270490309
"ACVR1B",55.209179,56.089019,59.415097,1548,1896,1377,18.316011,"Acvr1b",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,1.1148913892505
"ACVR1C",0.137088,0.073565,0.237864,13,9,9,5.071992,"Acvr1c",2.05229,1.570526,2.263541,113,369,271,1.962119,2.04988118303147
"ACVR2A",25.003915,23.782342,23.796881,1564,1417,966,0.00500366666666667,"Acvr2a",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,0.142627547471265
"ACVR2B",6.214092,4.560656,8.131002,990,790,922,94.6292986666667,"Acvr2b",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,31.9117414579376
"ACVRL1",2.000151,0.803904,0.719904,17,40,28,4.91758833333333,"Acvrl1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,0.323334939617544
"ACY1",10.842162,5.437314,8.266339,50,52,41,0.374443,"Acy1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,0.108589211086087
"ACY3",0,0,0,0,0,0,134.204316666667,"Acy3",3.611599,3.53033,2.102148,18,73,30,3.081359,33.1272786017272
"ACYP1",24.106168,34.772803,28.12398,116,175,91,16.6304893333333,"Acyp1",25.379229,24.505633,30.086442,72,259,177,26.6571013333333,0.637466997023453
"ACYP2",20.955971,15.854271,16.292319,172,145,100,5.27768633333333,"Acyp2",28.481269,22.98424,24.737602,117,346,213,25.401037,0.237781808848392
"ADA",0.922875,1.829261,0.70398,13,16,8,0.513112666666667,"Ada",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,0.990672786745571
"ADAD1",0,0,0,0,0,0,0.652823666666667,"Adad1",0,0,0,0,0,0,0,1.65282366666667
"ADAD2",0,0.258936,0.627989,0,1,3,0.460879,"Adad2",0,0.022048,0.039075,0,1,1,0.0203743333333333,1.43170888592193
"ADAL",9.378484,7.193559,10.742324,227,237,166,31.2647763333333,"Adal",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,2.51567617982379
"ADAM10",34.061006,24.686719,34.283331,691,616,515,174.101646,"Adam10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,7.65797903619882
"ADAM11",23.644833,33.066844,44.802479,1084,1499,1443,26.7583006666667,"Adam11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,0.494624355005221
"ADAM12",8.973317,5.716452,10.949544,581,454,513,0.424899333333333,"Adam12",0.307239,0.758381,0.820879,16,87,66,0.628833,0.874797682348855
"ADAM15",18.903104,21.508581,19.628954,201,239,154,9.84236733333333,"Adam15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,0.217462418821812
"ADAM17",9.86407,13.149275,14.571838,391,394,303,79.359402,"Adam17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,7.03017131810482
"ADAM18",0,0,0,0,0,0,27.4355736666667,"Adam18",0.144031,0.133886,0,2,7,0,0.092639,26.024673901139
"ADAM19",18.28921,16.943459,15.284239,1567,1633,872,32.603663,"Adam19",2.615182,3.013677,3.178297,114,472,256,2.93571866666667,8.53812628544927
"ADAM2",0,0,0,0,0,0,2.911115,"Adam2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,3.53240045941231
"ADAM20",0.055566,0.051316,0.039092,2,2,1,0.15919,"Adam25",0.058434,0.015596,0,1,1,0,0.0246766666666667,1.13127393031298
"ADAM21",0.175871,0.28972,0.247976,6,11,6,7.914717,"Adam21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,6.83582433277987
"ADAM22",14.849654,14.25824,14.463086,1382,1676,1175,10.2849523333333,"Adam22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,0.265904519021423
"ADAM23",30.45531,32.68447,48.390528,1224,1432,1029,8.66138733333333,"Adam23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,0.138858742737887
"ADAM28",0.264589,0.406801,0.059004,8,6,4,3.419737,"Adam28",0,0.146549,0,0,7,0,0.0488496666666667,4.21388988380604
"ADAM29",0.651684,0.674166,0.788744,24,20,14,91.4575493333333,"Adam29",0,0,0,0,0,0,0,92.4575493333333
"ADAM32",0.915902,4.743727,0.839031,58,83,36,25.0431763333333,"Adam32",0,0.580325,1.931946,0,8,8,0.837423666666667,14.1737459932576
"ADAM33",0.541507,0.630154,0.831368,18,23,18,10.2720646666667,"Adam33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,4.96451105513459
"ADAM3A",0,0.22629,0.585903,0,4,5,42.2394806666667,"Adam3",0,0.360959,0,0,2,0,0.120319666666667,38.5956633210938
"ADAM5",0,0,0.408493,0,0,1,39.4104176666667,"Adam5",0,0.393045,0.227056,0,6,8,0.206700333333333,33.4883620650363
"ADAM7",0.067906,0.02098,0.122618,3,1,3,12.729611,"Adam7",0,0,0.052884,0,0,1,0.017628,13.4917779385001
"ADAM8",2.265081,4.232185,7.470717,41,65,39,4.11504766666667,"Adam8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,2.10018680470881
"ADAM9",10.682031,11.502737,12.462503,377,445,328,1.765431,"Adam9",15.279117,15.16946,15.616793,380,1437,799,15.3551233333333,0.169086526811069
"ADAMDEC1",0,0,0.059317,0,0,1,1.42295866666667,"Adamdec1",0,0.033796,0,0,2,0,0.0112653333333333,2.39596729641677
"ADAMTS1",14.234685,4.588657,3.552739,508,136,33,22.3113633333333,"Adamts1",5.081839,4.830322,5.651011,114,478,353,5.187724,3.7673566780505
"ADAMTS10",40.162073,43.284464,61.364231,489,643,476,33.279522,"Adamts10",17.667156,26.394146,23.52364,262,1217,708,22.528314,1.45694765889303
"ADAMTS12",0.710176,1.783791,0.892537,84,197,58,3.711311,"Adamts12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,4.49773457448569
"ADAMTS13",7.587088,8.243445,8.27368,214,262,204,6.396224,"Adamts13",0.045027,0,0,1,0,0,0.015009,7.28685558453176
"ADAMTS15",0.56087,0.968467,0.586154,42,81,31,9.013626,"Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,4.09828195055603
"ADAMTS16",0.24045,0.264744,0.214627,12,15,10,142.022702,"Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,79.4222138472955
"ADAMTS18",1.411995,0.853451,1.538275,55,54,37,0.123286,"Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,0.341914011800488
"ADAMTS19",0.147189,0.945675,0.829666,9,26,8,13.5823703333333,"Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,13.5028740643434
"ADAMTS2",0.175824,2.047144,0.477721,11,49,15,1.673346,"Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,0.313222145466236
"ADAMTS20",0.016112,0.074527,0.040071,1,4,1,46.7809133333333,"Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,20.507704048041
"ADAMTS4",0.176331,0.196548,0.19162,24,29,18,1.74370833333333,"Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,0.236174009311559
"ADAMTS5",0.116874,0.274268,0.109096,15,38,10,17.4511503333333,"Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,10.7476418794444
"ADAMTS7",2.369279,2.937719,5.177745,151,167,164,0.111755666666667,"Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,1.06765271253311
"ADAMTS8",0.211062,0.449382,0.148566,8,16,4,0.0922516666666667,"Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,0.723961401156746
"ADAMTSL1",1.119975,1.214395,1.457011,21,44,54,30.8714383333333,"Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,10.1093309534146
"ADAMTSL2",1.004098,1.776381,1.365861,47,95,46,18.2157803333333,"Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,9.24338498269491
"ADAMTSL4",0.631448,0.521852,1.128889,18,20,28,10.992457,"Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,0.651704487550575
"ADAP2",1.320459,15.044578,8.125916,24,52,21,0.789898333333333,"Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,0.758970065764181
"ADAR",90.499122,99.654405,78.045495,3324,3711,2823,56.4035133333333,"Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,1.65485195189853
"ADARB1",54.505339,78.157127,58.321949,1010,1399,747,34.824132,"Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,0.67189660692651
"ADARB2",2.242743,3.617584,1.425322,203,287,100,48.1549696666667,"Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,8.44991019189356
"ADAT1",50.081633,51.644642,49.027029,391,471,308,5.30926666666667,"Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,1.9431603175532
"ADAT2",0.865768,0.88184,1.068114,56,60,47,69.388276,"Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,24.2806356928913
"ADAT3",0.355735,0.817905,0.128549,4,9,1,4.91689266666667,"Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,3.3085770512068
"ADCK1",7.036778,5.592912,6.381342,107,113,70,6.62487533333333,"Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,0.72949302578914
"ADCK2",17.806512,18.725946,17.522527,309,351,205,49.3276083333333,"Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,1.93932720657153
"ADCK5",4.463708,3.922499,4.011845,77,71,39,23.6285303333333,"Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,1.02497611749144
"ADCY1",8.26322,11.820007,12.255044,1388,2194,1476,10.076362,"Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,0.110387071301944
"ADCY10",0.159158,0.437994,0.487023,5,4,3,5.53383266666667,"Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,5.95674336907106
"ADCY2",52.673477,62.126591,38.152904,1084,1239,619,2.677871,"Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,0.259776279432456
"ADCY3",37.93581,32.768872,39.729462,493,498,442,2.282398,"Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,0.24145688097114
"ADCY4",0.052475,0.211763,0.531398,2,6,5,5.62129566666667,"Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,1.81441881087298
"ADCY5",24.033085,26.112757,35.668678,943,1141,775,4.26452733333333,"Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,0.334672340665029
"ADCY6",37.722233,35.042786,42.586132,1164,1229,962,2.87813366666667,"Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,0.230331466519632
"ADCY7",19.699693,9.98426,9.347798,679,770,513,140.801953666667,"Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,50.4977666263743
"ADCY8",16.629796,19.169303,14.310797,834,858,493,0.023474,"Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,0.179144589547177
"ADCY9",9.559925,7.271277,10.831919,523,645,494,302.890285333333,"Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,34.7657489262962
"ADCYAP1",30.770944,19.176885,8.504428,1000,630,186,49.77565,"Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,2.02229633990755
"ADCYAP1R1",12.345314,17.278545,14.464588,948,1221,693,2.32725933333333,"Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,0.104285710420099
"ADD1",178.214398,172.875606,239.707079,3409,3808,2935,20.622838,"Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,0.1213115869668
"ADD2",58.077895,48.929165,56.121603,5598,5463,4263,4.55396833333333,"Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,0.255009136042885
"ADD3",209.81734,182.717742,285.808152,1125,1260,1432,34.0845026666667,"Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,0.990680151779
"ADGB",0.079156,0.085007,0.096214,7,8,6,1.32720533333333,"Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,2.04729565871446
"ADGRA1",1.652268,2.280675,1.787079,77,123,63,0.226397,"Adgra1",4.948972,9.858207,10.226583,162,830,435,8.34458733333333,0.131241429530578
"ADGRA2",0.432798,2.175161,1.219293,19,94,41,20.4346533333333,"Adgra2",2.403945,3.531273,4.233742,86,419,223,3.38965333333333,4.88299455689743
"ADGRA3",44.940705,26.692998,48.172702,427,350,324,521.269214333333,"Adgra3",50.580781,44.165152,72.622632,133,463,261,55.7895216666667,9.19657709742405
"ADGRB1",13.615388,23.878413,22.757814,467,780,495,0.0319686666666667,"Adgrb1",38.355595,50.531998,49.863997,644,3090,1807,46.25053,0.0218403617201049
"ADGRB2",21.653954,24.004818,27.136658,1013,1310,846,5.94716,"Adgrb2",51.758279,80.804951,88.191552,494,2379,1444,73.5849273333333,0.0931442886436278
"ADGRB3",16.821213,17.98073,16.318507,516,623,413,197.938641333333,"Adgrb3",15.471725,17.855866,18.554494,503,2037,1263,17.2940283333333,10.8745125845711
"ADGRD1",2.313068,1.045361,1.304333,30,37,19,164.76085,"Adgrd1",0,0.143342,0.188371,0,19,14,0.110571,149.257318982758
"ADGRE1",0,0,0,0,0,0,101.766663666667,"Adgre1",0.65131,3.42316,4.787978,14,85,44,2.95414933333333,25.9895757604164
"ADGRE4P",0.083796,0.077561,0.039488,3,3,1,0.019974,"Adgre4",0,0.059382,0.020823,0,5,1,0.026735,0.993415048673708
"ADGRE5",1.364574,1.447979,0.686546,8,21,9,0,"Adgre5",9.519959,7.227289,4.434871,64,305,179,7.06070633333333,0.124058607105523
"ADGRF1",0.170765,0.110177,0.038495,10,12,2,35.670387,"Adgrf1",0,0,0,0,0,0,0,36.670387
"ADGRF2",0.045744,0.034567,0,3,2,0,144.646503333333,"Adgrf2",0.182756,0.401875,0.283815,3,25,10,0.289482,112.949621114008
"ADGRF4",0.89767,0.625015,0.070826,36,27,2,1.32855466666667,"Adgrf4",0.20397,0.501305,0.91826,4,35,13,0.541178333333333,1.51089242322163
"ADGRF5",0.07962,0.148816,0.018554,6,12,1,10.4814166666667,"Adgrf5",15.192628,11.268365,13.804088,301,1158,730,13.4216936666667,0.796121241515762
"ADGRG1",38.153179,46.615681,24.604581,834,986,417,206.339111333333,"Adgrg1",122.43462,90.534526,91.5501,384,1621,939,101.506415333333,2.02269400075207
"ADGRG2",3.775312,6.649666,9.579295,238,441,424,181.130449,"Adgrg2",0.569072,0.877941,0.821036,18,89,55,0.756016333333333,103.717969783501
"ADGRG3",0,0.341854,0,0,5,0,0.375724333333333,"Adgrg3",0.079723,0.014978,0.155809,1,1,2,0.0835033333333333,1.26970013936275
"ADGRG4",0.920553,0.305711,0.19708,116,43,19,2.69015833333333,"Adgrg4",0,0.041972,0,0,1,0,0.0139906666666667,3.63924289901419
"ADGRG5",0.136137,0.543932,0.392484,6,12,4,12.9680063333333,"Adgrg5",0,0,0,0,0,0,0,13.9680063333333
"ADGRG6",1.056112,0.392774,0.25247,26,18,8,17.973054,"Adgrg6",0.700163,0.498831,0.569314,20,76,51,0.589436,11.9369726116685
"ADGRG7",0.080335,0.37325,0.112855,3,10,2,1.301274,"Adgrg7",0,0.015182,0,0,1,0,0.00506066666666667,2.28968665904745
"ADGRL1",47.623211,65.292987,51.742662,3580,4449,2943,10.889571,"Adgrl1",54.129948,84.371799,76.04025,1562,7431,4357,71.513999,0.163962423310842
"ADGRL2",66.130506,58.935871,59.74284,1700,1401,1040,3.66671233333333,"Adgrl2",13.35043,15.173853,13.161968,257,1175,640,13.895417,0.313298535605504
"ADGRL3",17.729986,16.566549,19.430168,1545,1475,1244,0.0465713333333333,"Adgrl3",48.145926,61.5102,53.817376,685,2400,1497,54.4911673333333,0.0188601426790433
"ADGRL4",4.199905,1.046918,3.482546,42,15,21,39.7817203333333,"Adgrl4",30.496394,22.208295,13.17477,193,619,345,21.9598196666667,1.7762212824581
"ADGRV1",2.788787,2.591459,7.139199,55,77,98,0,"Adgrv1",1.79067,1.434351,1.491537,22,111,48,1.572186,0.388774373237394
"ADH1C",0,0,0,0,0,0,55.4464716666667,"Adh1",0.640983,0.878161,0.652556,5,25,10,0.7239,32.7434721658256
"ADH4",0.219038,0.046003,0.059255,2,1,1,0.968209666666667,"Adh4",0,0,0,0,0,0,0,1.96820966666667
"ADH5",51.716203,53.859049,59.725452,1109,1257,965,7.301594,"Adh5",33.432267,39.256334,45.033898,216,996,672,39.240833,0.206297767245524
"ADH7",0,0,0,0,0,0,14.959765,"Adh7",0,0.14655,0.020772,0,2,1,0.055774,15.1166490176875
"ADHFE1",1.533176,2.904502,1.884413,19,29,9,56.7080616666667,"Adhfe1",5.738602,6.784687,7.665496,48,249,146,6.729595,7.46585838800955
"ADI1",7.688085,7.474887,5.776141,239,264,168,1.27575066666667,"Adi1",28.435334,28.193718,28.198725,276,860,547,28.2759256666667,0.0777345417725875
"ADIG",0,0,0,0,0,0,7.55615566666667,"Adig",0,0,0,0,0,0,0,8.55615566666667
"ADIPOQ",0.18143,0.066405,0.046462,11,4,2,15.49733,"Adipoq",0,0.034958,0,0,1,0,0.0116526666666667,16.3073063943554
"ADIPOR1",32.771179,36.510146,35.962588,820,990,665,0.209696333333333,"Adipor1",21.784846,22.026437,23.197966,425,1718,1023,22.3364163333333,0.0518372793857566
"ADIPOR2",13.655648,15.76099,14.87993,680,771,497,6.45882833333333,"Adipor2",30.356515,29.631491,22.404078,830,2850,1295,27.464028,0.262044020380156
"ADK",14.222672,15.490404,15.026664,199,236,149,6.30524333333333,"Adk",137.376749,69.789053,74.011079,349,1335,807,93.725627,0.0771200314497082
