"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot5",1.231387,1.047701,0.685341,19,18,23,0.988143,1.80159240725307
"ACOT11",0.582734,0.576701,0.609753,0.589729333333333,40,51,26,"Acot11",16.39184,11.025737,12.582761,571,446,944,13.333446,0.110910477029274
"ACOT12",0.331608,0.188218,0.467097,0.328974333333333,5,2,2,"Acot12",0.095005,0.210018,0.265278,4,5,8,0.190100333333333,1.11669100168305
"ACOT13",4.473594,5.647834,5.032359,5.05126233333333,165,201,127,"Acot13",123.393218,148.425882,153.998995,274,274,555,141.939365,0.0423344705171548
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot1",8.491199,8.990661,7.005025,68,71,122,8.162295,1.69007724956829
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot5",1.231387,1.047701,0.685341,19,18,23,0.988143,7.7886682866038
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot3",0.609176,0.678222,0.564258,19,18,32,0.617218666666667,9.57507271743916
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot2",1.708497,1.578769,1.360424,43,41,72,1.54923,6.0743778840408
"ACOT4",0.210825,0.819407,0.499504,0.509912,6,26,10,"Acot4",1.124605,1.253735,2.055501,47,57,95,1.477947,0.609339909207098
"ACOT6",0.113721,0.104565,0.160646,0.126310666666667,1,1,1,"Acot6",1.865273,2.034413,1.302298,80,89,113,1.73399466666667,0.411965202565623
"ACOT7",141.034258,158.621084,147.569266,149.074869333333,2164,2658,1722,"Acot7",111.188515,131.036078,129.630967,1570,1672,2878,123.951853333333,1.20106157155572
"ACOT8",15.109551,19.026084,18.961389,17.699008,206,295,187,"Acot8",8.592737,6.335262,7.813267,92,79,179,7.580422,2.17926437650736
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot9",7.906744,9.434484,8.697412,173,191,328,8.67954666666667,1.85222734260282
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot10",0.357201,0,0.059722,7,0,2,0.138974333333333,15.7411106425284
"ACOX1",26.69153,36.454793,34.43575,32.5273576666667,665,715,462,"Acox1",42.462694,49.530815,42.902378,2083,2319,3937,44.9652956666667,0.729405895913342
"ACOX2",0,0.720589,0,0.240196333333333,0,2,0,"Acox2",0.34875,0,0.118511,1,0,2,0.155753666666667,1.07306285855031
"ACOX3",9.956542,12.099373,8.284384,10.113433,181,210,142,"Acox3",9.86655,14.350914,13.065142,304,335,636,12.4275353333333,0.827659933421388
"ACOXL",0.165362,0.317846,0.200234,0.227814,4,5,4,"Acoxl",0.051151,0.052153,0,1,1,0,0.0344346666666667,1.18694204628357
"ACP1",61.586263,66.10944,74.714785,67.4701626666667,798,920,684,"Acp1",35.477273,40.812405,33.525439,463,546,899,36.605039,1.82077095217656
"ACP2",115.861262,97.504509,108.715051,107.360274,595,540,395,"Acp2",14.524213,21.164139,23.563349,907,1033,1751,19.750567,5.22203918572442
"ACP3",0.048184,0.022238,0,0.023474,2,1,0,"Acpp",0.01587,0.048691,0.033341,1,3,4,0.032634,0.991129480532309
"ACP4",0.140216,0.12039,0.201053,0.153886333333333,2,2,2,"Acp4",0,0.057198,0,0,1,0,0.019066,1.13229794079415
"ACP5",0.900021,1.872376,0.519606,1.09733433333333,4,9,1,"Acp5",0.06068,0,0.126958,1,0,4,0.062546,1.97387626825882
"ACP6",5.681603,4.537779,4.413437,4.87760633333333,128,125,95,"Acp6",8.264773,7.340749,10.902368,110,97,263,8.83596333333333,0.59756285522279
"ACR",0,0.561401,0,0.187133666666667,0,4,0,"Acr",0.807444,0.628591,0.846833,11,11,18,0.760956,0.674141583700369
"ACRBP",0.871936,1.387368,0.356541,0.871948333333333,8,10,2,"Acrbp",4.10962,2.495291,4.514207,43,31,95,3.70637266666667,0.39774757885018
"ACRV1",0.419432,0.594965,0.365907,0.460101333333333,5,9,3,"Acrv1",0.089446,0.045734,0.046779,4,2,4,0.060653,1.3766060467781
"ACSBG1",0.253329,0.789068,1.028992,0.690463,21,18,25,"Acsbg1",60.868711,58.496547,48.444874,1528,1492,2526,55.9367106666667,0.029690211819519
"ACSBG2",0.326791,0.354839,0.057953,0.246527666666667,2,2,1,"Acsbg2",0.061179,0.028799,0.035622,2,1,2,0.0418666666666667,1.19643684412593
"ACSF2",0.770281,0.767876,3.321446,1.61986766666667,2,5,7,"Acsf2",11.545947,8.756051,7.874134,174,149,316,9.392044,0.252103211520916
"ACSF3",15.821189,18.561092,20.415246,18.2658423333333,217,288,178,"Acsf3",3.915831,4.53771,4.775548,115,130,272,4.40969633333333,3.56135375189575
"ACSL1",62.19037,73.44608,83.471369,73.0359396666667,894,1047,659,"Acsl1",26.783503,29.664263,24.04514,610,606,1123,26.8309686666667,2.66019988572442
"ACSL3",130.996535,121.985228,113.197501,122.059754666667,2784,3004,2053,"Acsl3",137.743645,126.020907,116.28694,2455,1981,3863,126.683830666667,0.963784952441851
"ACSL4",61.049607,65.37075,77.690858,68.0370716666667,3385,3357,2270,"Acsl4",42.27799,43.593616,27.973049,1208,1128,2020,37.9482183333333,1.77253478132996
"ACSL5",0.344508,0.341116,0.484939,0.390187666666667,7,4,5,"Acsl5",75.63154,74.775796,56.525036,748,800,1379,68.9774573333333,0.0198662214896519
"ACSL6",16.646079,21.155853,18.209522,18.6704846666667,1030,1182,804,"Acsl6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.248504905663276
"ACSM1",0.124507,0.048926,0,0.057811,1,1,0,"Acsm1",0,0,0,0,0,0,0,1.057811
"ACSM2A",2.771496,1.037998,0.161293,1.32359566666667,12,12,4,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,2.22642839439297
"ACSM2B",0.143928,1.678159,1.180417,1.00083466666667,5,15,6,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,1.91716449563835
"ACSM3",3.546028,4.370048,3.432423,3.782833,37,79,10,"Acsm3",0.282797,5.148762,2.552905,4,5,7,2.661488,1.30625390551601
"ACSM4",0.149807,0.241539,0.10526,0.165535333333333,4,7,2,"Acsm4",0,0,0.018442,0,0,1,0.00614733333333333,1.15841417525995
"ACSM5",0,0.179494,0,0.0598313333333333,0,2,0,"Acsm5",0.163657,0.030481,0.29587,6,1,12,0.163336,0.911027711111264
"ACSS1",0.066638,0.220548,0.348834,0.212006666666667,3,9,8,"Acss1",6.028145,10.007418,9.563296,250,241,508,8.532953,0.127138638642891
"ACSS2",148.399461,146.694353,101.822483,132.305432333333,739,725,433,"Acss2",18.71586,17.12475,17.603764,521,478,980,17.8147913333333,7.08514008854098
"ACSS3",0.627096,0.612727,1.358752,0.866191666666667,13,15,29,"Acss3",0.270661,0.365425,0.567388,7,19,39,0.401158,1.3318923823485
"ACTA1",0.242012,0.585729,0.672663,0.500134666666667,3,10,8,"Acta1",2.92908,4.247516,2.921494,52,74,99,3.36603,0.343592386370837
"ACTA2",2.655925,3.057572,5.813821,3.84243933333333,28,47,56,"Acta2",9.888823,10.858859,14.812093,171,196,448,11.8532583333333,0.376747997103199
"ACTB",2178.850167,2041.670166,2557.016143,2259.17882533333,20799,21935,16943,"Actb",1338.442156,1336.811776,1222.922158,6581,7424,12805,1299.39203,1.7380749598514
"ACTBL2",0.259337,0.108094,0,0.122477,9,4,0,"Actbl2",0.026725,0,0,1,0,0,0.00890833333333333,1.11256589217719
"ACTC1",0.551692,0.56988,1.037101,0.719557666666667,8,10,7,"Actc1",0.054823,0,0.057199,1,0,2,0.0373406666666667,1.65765955382063
"ACTG1",1435.350734,1536.991071,1807.979395,1593.4404,23732,27012,21393,"Actg1",533.854181,697.997865,581.991909,8440,9587,17032,604.614651666667,2.63276391284798
"ACTG2",0.239946,0.184371,2.284464,0.902927,2,2,27,"Actg2",0.143131,0.14681,0.401161,1,2,5,0.230367333333333,1.54663322769189
"ACTL10",0.141201,0.158296,0.137933,0.14581,3,4,2,"Actl10",0.952299,0.600651,0.862865,17,11,31,0.805271666666667,0.634702256262446
"ACTL6A",67.288182,35.925033,85.845286,63.0195003333333,123,104,102,"Actl6a",7.557008,12.276269,9.663815,94,111,225,9.832364,5.91002114896927
"ACTL6B",154.861852,109.866441,166.128293,143.618862,576,645,448,"Actl6b",35.86115,41.196074,36.374725,535,582,1108,37.8106496666667,3.72626748694209
"ACTL7A",0,0,0.078863,0.0262876666666667,0,0,1,"Actl7a",0,0.053803,0,0,1,0,0.0179343333333333,1.00820616130117
"ACTL7B",0,0,0.088939,0.0296463333333333,0,0,1,"Actl7b",0,0,0,0,0,0,0,1.02964633333333
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.059117,0,0.031171,1,0,1,0.030096,0.97078330563365
"ACTN1",42.915893,53.04208,30.351943,42.1033053333333,709,901,468,"Actn1",33.864388,28.934032,31.956368,1209,985,2176,31.5849293333333,1.32279879733359
"ACTN2",10.431195,12.550374,2.658834,8.546801,163,226,63,"Actn2",14.886157,16.737765,16.669772,268,326,649,16.097898,0.558361092106176
"ACTN3",0.026669,0.072504,0,0.0330576666666667,1,3,0,"Actn3",0.366027,0.186996,0.388485,9,5,19,0.313836,0.786291186013069
"ACTR10",175.090819,207.781083,223.094765,201.988889,1347,1561,1119,"Actr10",84.074177,92.426345,91.04317,1205,1246,2205,89.1812306666667,2.25089952198922
"ACTR1A",135.467299,131.59114,164.703958,143.920799,3143,3440,2547,"Actr1a",61.70184,72.684492,56.340866,1804,1946,3202,63.5757326666667,2.24419906697871
"ACTR1B",28.348357,31.987461,34.845941,31.727253,679,815,581,"Actr1b",122.146702,131.986356,134.627942,2618,2671,4864,129.587,0.25061647024589
"ACTR2",90.130579,85.113097,98.337326,91.1936673333333,4098,3983,3193,"Actr2",82.532384,89.852759,78.117374,4076,4260,7172,83.500839,1.09103848463958
"ACTR3",83.778842,80.647357,87.559013,83.9950706666667,1903,1958,1481,"Actr3",100.782284,100.575295,99.81557,2076,2089,3710,100.391049666667,0.838289680855426
"ACTR3B",23.73554,20.329805,21.54651,21.8706183333333,309,312,235,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.562889082148721
"ACTR3C",0.030079,0.14202,0.021249,0.0644493333333333,2,4,1,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.0261981070866172
"ACTR5",2.282428,2.070326,3.460384,2.60437933333333,72,72,77,"Actr5",3.346304,4.096994,3.535604,57,52,114,3.659634,0.773532713799696
"ACTR8",23.771453,22.759294,31.53109,26.0206123333333,450,503,352,"Actr8",25.990056,22.990452,25.147238,455,467,887,24.7092486666667,1.05100746753315
"ACTRT1",0,0,0.167548,0.0558493333333333,0,0,2,"Actrt1",0,0,0,0,0,0,0,1.05584933333333
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.443018,1.511988,0.769716,1.241574,29,33,11,"Actrt3",0.35505,0.280845,0.226752,9,7,11,0.287549,1.74096209153982
"ACVR1",6.034686,8.207685,6.259893,6.834088,217,313,134,"Acvr1",8.108536,7.904635,7.087214,302,294,527,7.70012833333333,0.900456602460079
"ACVR1B",55.209179,56.089019,59.415097,56.9044316666667,1548,1896,1377,"Acvr1b",22.098817,24.174792,22.678394,1369,1472,2693,22.984001,2.4142940815699
"ACVR1C",0.137088,0.073565,0.237864,0.149505666666667,13,9,9,"Acvr1c",4.522133,4.713695,3.983638,581,544,966,4.40648866666667,0.21261593939036
"ACVR2A",25.003915,23.782342,23.796881,24.1943793333333,1564,1417,966,"Acvr2a",10.208157,11.71447,10.380043,641,648,1136,10.7675566666667,2.14100344251582
"ACVR2B",6.214092,4.560656,8.131002,6.30191666666667,990,790,922,"Acvr2b",2.233509,2.60413,3.419332,66,52,137,2.75232366666667,1.94597196705934
"ACVRL1",2.000151,0.803904,0.719904,1.174653,17,40,28,"Acvrl1",28.495335,18.946416,20.66065,237,213,454,22.7008003333333,0.0917544120626813
"ACY1",10.842162,5.437314,8.266339,8.18193833333333,50,52,41,"Acy1",9.571324,11.354607,9.093965,86,100,183,10.006632,0.834218708623431
"ACY3",0,0,0,0,0,0,0,"Acy3",1.109291,1.666564,0.839006,10,23,24,1.20495366666667,0.453524269066274
"ACYP2",20.955971,15.854271,16.292319,17.7008536666667,172,145,100,"Acyp2",15.543694,11.705775,12.407704,133,94,194,13.2190576666667,1.31519641491479
"ADA",0.922875,1.829261,0.70398,1.15203866666667,13,16,8,"Ada",0.649475,0.560006,0.317154,14,8,13,0.508878333333333,1.42625062546461
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0.258936,0.627989,0.295641666666667,0,1,3,"Adad2",0,0,0.042343,0,0,2,0.0141143333333333,1.27760906643334
"ADAL",9.378484,7.193559,10.742324,9.104789,227,237,166,"Adal",7.830871,6.978128,7.524622,200,170,354,7.44454033333333,1.19660616222213
"ADAM10",34.061006,24.686719,34.283331,31.010352,691,616,515,"Adam10",16.60468,18.415744,16.296354,1050,1158,2005,17.1055926666667,1.76798145132983
"ADAM11",23.644833,33.066844,44.802479,33.838052,1084,1499,1443,"Adam11",31.053563,30.269436,31.879236,994,1157,2081,31.0674116666667,1.08640049786785
"ADAM12",8.973317,5.716452,10.949544,8.54643766666667,581,454,513,"Adam12",1.197992,0.537611,0.889221,69,50,141,0.874941333333333,5.0915927325015
"ADAM15",18.903104,21.508581,19.628954,20.0135463333333,201,239,154,"Adam15",42.157036,42.000058,53.519479,670,676,1402,45.892191,0.448124642615512
"ADAM17",9.86407,13.149275,14.571838,12.5283943333333,391,394,303,"Adam17",9.399549,5.108095,9.676901,221,176,382,8.061515,1.49295060851671
"ADAM2",0,0,0,0,0,0,0,"Adam2",0,0,0.089934,0,0,3,0.029978,0.970894523960706
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam20",0,0,0,0,0,0,0,1.048658
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam39",0,0,0,0,0,0,0,1.048658
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam25",0,0,0,0,0,0,0,1.048658
"ADAM21",0.175871,0.28972,0.247976,0.237855666666667,6,11,6,"Adam21",0.20328,0.155304,0.265859,8,6,20,0.208147666666667,1.02458970937052
"ADAM22",14.849654,14.25824,14.463086,14.52366,1382,1676,1175,"Adam22",40.637208,42.956179,45.10655,3088,3283,6181,42.899979,0.353614292161734
"ADAM23",30.45531,32.68447,48.390528,37.1767693333333,1224,1432,1029,"Adam23",50.975901,56.737387,44.313727,1885,2181,3830,50.6756716666667,0.738776451317211
"ADAM28",0.264589,0.406801,0.059004,0.243464666666667,8,6,4,"Adam28",0.151852,0.079236,0.155724,2,3,8,0.128937333333333,1.10144702451745
"ADAM29",0.651684,0.674166,0.788744,0.704864666666667,24,20,14,"Adam29",0,0,0,0,0,0,0,1.70486466666667
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.541507,0.630154,0.831368,0.667676333333333,18,23,18,"Adam33",1.9498,1.41936,2.388925,45,38,86,1.91936166666667,0.571246910711645
"ADAM7",0.067906,0.02098,0.122618,0.0705013333333333,3,1,3,"Adam7",0,0.055535,0.057108,0,1,4,0.0375476666666667,1.03176111105578
"ADAM8",2.265081,4.232185,7.470717,4.65599433333333,41,65,39,"Adam8",2.33144,1.427531,2.085774,34,21,57,1.94824833333333,1.91842534748034
"ADAMDEC1",0,0,0.059317,0.0197723333333333,0,0,1,"Adamdec1",0,0,0,0,0,0,0,1.01977233333333
"ADAMTS1",14.234685,4.588657,3.552739,7.45869366666667,508,136,33,"Adamts1",1.475477,2.232718,1.469624,99,108,169,1.72593966666667,3.10303774148095
"ADAMTS10",40.162073,43.284464,61.364231,48.270256,489,643,476,"Adamts10",4.931463,5.730022,9.436422,182,161,391,6.69930233333333,6.39931436211948
"ADAMTS12",0.710176,1.783791,0.892537,1.12883466666667,84,197,58,"Adamts12",0.016006,0.040975,0.022189,2,5,4,0.02639,2.07409918906718
"ADAMTS13",7.587088,8.243445,8.27368,8.03473766666667,214,262,204,"Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,4.36454361135771
"ADAMTS14",0.211393,0.27945,0.297526,0.262789666666667,15,22,15,"Adamts14",0.040442,0.085075,0.10705,2,6,15,0.0775223333333333,1.17193827691738
"ADAMTS15",0.56087,0.968467,0.586154,0.705163666666667,42,81,31,"Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,0.869752782686729
"ADAMTS16",0.24045,0.264744,0.214627,0.239940333333333,12,15,10,"Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,0.865382969001979
"ADAMTS17",3.07163,1.239608,0.531282,1.61417333333333,149,45,17,"Adamts17",2.804391,3.88959,7.425449,38,48,87,4.70647666666667,0.458106373868756
"ADAMTS18",1.411995,0.853451,1.538275,1.267907,55,54,37,"Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,1.45103391472331
"ADAMTS19",0.147189,0.945675,0.829666,0.640843333333333,9,26,8,"Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,1.44876168052388
"ADAMTS2",0.175824,2.047144,0.477721,0.900229666666667,11,49,15,"Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,0.650816704788119
"ADAMTS20",0.016112,0.074527,0.040071,0.04357,1,4,1,"Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0.387022864526236
"ADAMTS3",3.556929,2.233924,2.107003,2.63261866666667,298,186,99,"Adamts3",6.061728,5.219906,4.794973,240,268,459,5.358869,0.571268045727419
"ADAMTS4",0.176331,0.196548,0.19162,0.188166333333333,24,29,18,"Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,0.226041497032447
"ADAMTS5",0.116874,0.274268,0.109096,0.166746,15,38,10,"Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,0.956570027779638
"ADAMTS6",0.860627,0.362985,0.694859,0.639490333333333,13,27,21,"Adamts6",0.818037,0.747153,0.578188,59,59,115,0.714459333333333,0.95627251195615
"ADAMTS7",2.369279,2.937719,5.177745,3.49491433333333,151,167,164,"Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,3.74211338389515
"ADAMTS8",0.211062,0.449382,0.148566,0.26967,8,16,4,"Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,0.797577665203782
"ADAMTS9",2.512999,1.057654,1.747753,1.772802,43,41,29,"Adamts9",0.335946,0.307006,0.749196,28,33,57,0.464049333333333,1.89392661631621
"ADAMTSL1",1.119975,1.214395,1.457011,1.26379366666667,21,44,54,"Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,1.02851621196513
"ADAMTSL2",1.004098,1.776381,1.365861,1.38211333333333,47,95,46,"Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,0.324268671900276
"ADAMTSL3",1.089258,0.855606,0.779536,0.908133333333333,33,31,23,"Adamtsl3",0.361326,0.63423,0.567644,31,26,48,0.521066666666667,1.25447054698457
"ADAMTSL4",0.631448,0.521852,1.128889,0.760729666666667,18,20,28,"Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,0.176803725933236
"ADAMTSL5",5.476837,2.295622,2.572993,3.448484,10,10,3,"Adamtsl5",2.893487,6.386214,5.010418,44,58,129,4.763373,0.771854259649688
"ADAP1",57.062331,75.582106,67.987821,66.8774193333333,602,900,577,"Adap1",92.281867,92.647166,82.734768,1588,1710,3053,89.221267,0.752343893966079
"ADAP2",1.320459,15.044578,8.125916,8.163651,24,52,21,"Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,2.95875696047931
"ADAR",90.499122,99.654405,78.045495,89.399674,3324,3711,2823,"Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,2.49629891056042
"ADARB1",54.505339,78.157127,58.321949,63.6614716666667,1010,1399,747,"Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,1.97357710216761
"ADARB2",2.242743,3.617584,1.425322,2.42854966666667,203,287,100,"Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,0.627939921082975
"ADAT1",50.081633,51.644642,49.027029,50.2511013333333,391,471,308,"Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,18.2448882481593
"ADAT2",0.865768,0.88184,1.068114,0.938574,56,60,47,"Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,0.585478100048856
"ADAT3",0.355735,0.817905,0.128549,0.434063,4,9,1,"Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,0.937429851100756
"ADCK1",7.036778,5.592912,6.381342,6.33701066666667,107,113,70,"Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,0.63948304534219
"ADCK2",17.806512,18.725946,17.522527,18.0183283333333,309,351,205,"Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,1.07105045137969
"ADCK5",4.463708,3.922499,4.011845,4.132684,77,71,39,"Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,0.162111910786573
"ADCY1",8.26322,11.820007,12.255044,10.7794236666667,1388,2194,1476,"Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,0.201523573366838
"ADCY10",0.159158,0.437994,0.487023,0.361391666666667,5,4,3,"Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,1.07481938202639
"ADCY2",52.673477,62.126591,38.152904,50.984324,1084,1239,619,"Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,1.63042142166693
"ADCY3",37.93581,32.768872,39.729462,36.8113813333333,493,498,442,"Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,2.08092798916687
"ADCY4",0.052475,0.211763,0.531398,0.265212,2,6,5,"Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,0.200879413320821
"ADCY5",24.033085,26.112757,35.668678,28.60484,943,1141,775,"Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,0.480804805819827
"ADCY6",37.722233,35.042786,42.586132,38.4503836666667,1164,1229,962,"Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,1.38223705890657
"ADCY7",19.699693,9.98426,9.347798,13.0105836666667,679,770,513,"Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,6.36157565562894
"ADCY8",16.629796,19.169303,14.310797,16.7032986666667,834,858,493,"Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,5.69318751055214
"ADCY9",9.559925,7.271277,10.831919,9.22104033333333,523,645,494,"Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,0.848802663695735
"ADCYAP1",30.770944,19.176885,8.504428,19.4840856666667,1000,630,186,"Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,1.09985663908684
"ADCYAP1R1",12.345314,17.278545,14.464588,14.696149,948,1221,693,"Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,0.584336846146269
"ADD1",178.214398,172.875606,239.707079,196.932361,3409,3808,2935,"Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,0.849481559987303
"ADD2",58.077895,48.929165,56.121603,54.376221,5598,5463,4263,"Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,1.41870445493351
"ADD3",209.81734,182.717742,285.808152,226.114411333333,1125,1260,1432,"Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,8.88183657268847
"ADGB",0.079156,0.085007,0.096214,0.0867923333333333,7,8,6,"Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,0.950558315548869
"ADGRA1",1.652268,2.280675,1.787079,1.906674,77,123,63,"Adgra1",16.117526,15.757137,15.399882,546,598,1091,15.7581816666667,0.173448054079853
"ADGRA2",0.432798,2.175161,1.219293,1.27575066666667,19,94,41,"Adgra2",4.229836,2.944187,3.342683,176,173,383,3.50556866666667,0.505097321788311
"ADGRA3",44.940705,26.692998,48.172702,39.9354683333333,427,350,324,"Adgra3",19.324673,31.138297,67.324469,187,209,384,39.2624796666667,1.01671503276098
"ADGRB1",13.615388,23.878413,22.757814,20.0838716666667,467,780,495,"Adgrb1",122.866532,112.035103,117.933367,3167,3286,7153,117.611667333333,0.177755461504599
"ADGRB2",21.653954,24.004818,27.136658,24.2651433333333,1013,1310,846,"Adgrb2",194.492658,250.351565,234.942248,3245,3697,7454,226.595490333333,0.111008980434236
"ADGRB3",16.821213,17.98073,16.318507,17.04015,516,623,413,"Adgrb3",20.245668,23.942509,19.852774,1162,1292,2048,21.3469836666667,0.807274497045843
"ADGRD1",2.313068,1.045361,1.304333,1.554254,30,37,19,"Adgrd1",1.023258,0.817564,0.736087,74,59,102,0.858969666666667,1.37401596475754
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",4.200189,2.238701,5.171521,72,68,144,3.870137,0.205333032725773
"ADGRE5",1.364574,1.447979,0.686546,1.16636633333333,8,21,9,"Adgre5",6.255284,6.764807,5.11938,132,118,242,6.04649033333333,0.307439055594154
