"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"MED23",9.475456,10.778439,13.219943,11.157946,408,481,375,"Med23",9.686106,8.38793,10.830852,572,701,141,9.63496266666667,1.14320532954073
"MED24",153.689397,133.839936,177.562502,155.030611666667,1056,1185,927,"Med24",38.531748,35.10052,48.054376,1064,1310,349,40.5622146666667,3.75414575277205
"MED25",16.129888,18.32872,17.426821,17.295143,340,413,272,"Med25",35.08737,29.041644,38.482745,721,901,245,34.2039196666667,0.519690510978044
"MED26",1.889957,2.437822,3.199069,2.50894933333333,68,99,59,"Med26",1.678161,1.3554,1.852743,107,131,37,1.628768,1.33482655499965
"MED27",16.854696,17.406148,14.092597,16.1178136666667,197,204,152,"Med27",16.964315,15.044052,16.393667,229,312,91,16.1340113333333,0.999054648304384
"MED28",26.699639,33.548198,22.151414,27.466417,1217,1345,1105,"Med28",41.668491,35.95771,49.637806,683,900,251,42.4213356666667,0.655585936336198
"MED29",21.571984,21.150022,21.416225,21.3794103333333,500,595,453,"Med29",6.284038,6.54672,8.335734,152,239,64,7.05549733333333,2.77815377589764
"MED30",4.20184,4.95042,5.292121,4.81479366666667,40,47,24,"Med30",10.342517,11.598799,14.018944,150,262,63,11.9867533333333,0.447748064309632
"MED31",9.139861,11.771865,9.187295,10.033007,48,66,35,"Med31",7.379771,5.689261,5.299101,147,174,32,6.122711,1.54898984389511
"MED4",36.626576,33.650903,36.216238,35.4979056666667,506,547,364,"Med4",9.501888,9.019732,11.645854,257,359,96,10.0558246666667,3.30123774273555
"MED6",17.11608,15.701906,21.125779,17.981255,212,246,209,"Med6",14.035445,11.796304,13.828295,163,220,60,13.2200146666667,1.3348266823166
"MED7",9.237905,9.359229,11.788166,10.1284333333333,223,254,213,"Med7",26.059696,20.53019,21.874358,279,371,71,22.8214146666667,0.467160892375773
"MED8",22.777655,22.030583,24.5463,23.1181793333333,462,492,357,"Med8",28.79106,22.540481,29.793795,341,460,107,27.0417786666667,0.860080226009439
"MED9",4.503045,5.435737,5.925148,5.28797666666667,127,171,120,"Med9",12.508744,10.72561,11.971273,494,639,149,11.735209,0.493747426262629
"MEDAG",1.756213,0.966178,0.494688,1.07235966666667,20,22,9,"Medag",6.407094,5.921375,5.794689,361,495,107,6.04105266666667,0.294325261402675
"MEF2A",12.001533,12.797572,15.231076,13.3433936666667,766,851,668,"Mef2a",16.629209,13.474306,11.375213,1354,1869,376,13.8262426666667,0.967432814175801
"MEF2C",8.416867,5.674661,9.659641,7.91705633333333,197,245,183,"Mef2c",4.596185,3.630076,3.740509,323,359,57,3.98892333333333,1.78737088897604
"MEF2D",9.373477,10.813762,9.638898,9.94204566666667,586,790,516,"Mef2d",28.254192,23.460575,34.833122,1717,2026,522,28.8492963333333,0.366576335484581
"MEFV",0.215696,0.072258,0.278087,0.188680333333333,6,3,3,"Mefv",0,0.010019,0,0,1,0,0.00333966666666667,1.1847237509132
"MEGF10",1.32443,0.506086,1.611494,1.14733666666667,31,52,65,"Megf10",7.189558,8.632904,6.20635,1200,2188,325,7.34293733333333,0.257383770352344
"MEGF11",8.453566,11.771697,4.672641,8.29930133333333,161,108,70,"Megf11",3.926881,3.798896,4.806349,482,754,194,4.17737533333333,1.79614200914929
"MEGF6",0.915152,0.612332,0.817665,0.781716333333333,23,41,21,"Megf6",1.432023,2.097955,2.380457,104,151,34,1.970145,0.599875202501337
"MEGF8",165.591841,156.155878,211.798904,177.848874333333,2753,3331,2156,"Megf8",18.502363,14.271919,17.308136,3503,4159,874,16.6941393333333,10.107802982901
"MEGF9",12.635401,11.609068,14.710913,12.9851273333333,1040,1041,856,"Megf9",15.675182,14.01014,10.967482,2654,3614,577,13.5509346666667,0.961115395931954
"MEI1",0.90587,2.995336,3.599792,2.50033266666667,11,21,10,"Mei1",0,0,0,0,0,0,0,3.50033266666667
"MEI4",0.078552,0.147616,0.242495,0.156221,5,10,11,"Mei4",0.023824,0.122392,0.212899,1,9,3,0.119705,1.0326121612389
"MEIG1",1.081398,1.311434,0.332506,0.908446,4,6,1,"Meig1",0.80721,2.15339,0.773283,6,16,2,1.24462766666667,0.850228315520184
"MEIKIN",0.396628,0.054785,0,0.150471,1,1,0,"Meikin",0,0,0,0,0,0,0,1.150471
"MEIOB",0.135819,0.277026,0.892211,0.435018666666667,3,7,8,"Meiob",0.030876,0,0.099456,1,0,1,0.043444,1.37527137696577
"MEIOC",1.404171,2.72068,3.209624,2.444825,51,37,35,"Meioc",0.029949,0.106746,0.036962,2,15,1,0.0578856666666667,3.25633015792192
"MEIOSIN",0,0,0,0,0,0,0,"Meiosin",0.45881,0.418129,0.404941,24,30,8,0.427293333333333,0.700626827468308
"MEIS1",4.433752,11.966207,15.568008,10.655989,60,116,123,"Meis1",5.702729,4.676383,4.404326,323,432,74,4.92781266666667,1.96632209137513
"MEIS2",20.468345,26.305537,41.22123,29.331704,469,659,556,"Meis2",76.144596,51.629862,75.660652,1032,1212,276,67.8117033333333,0.440792808936426
"MEIS3",113.255549,113.673577,128.584225,118.504450333333,1214,1412,942,"Meis3",17.1449,14.440441,18.463515,380,446,134,16.682952,6.75817308859592
"MELK",0.799839,0.8183,1.419151,1.01243,12,9,29,"Melk",0.047698,0.295244,0.050797,3,5,1,0.131246333333333,1.77894941243272
"MELTF",0.760919,0.780044,0.498796,0.679919666666667,13,16,10,"Meltf",0.032825,0.036008,0,3,5,0,0.0229443333333333,1.64223957445713
"MEMO1",34.467751,37.009629,42.344141,37.940507,342,382,280,"Memo1",11.937064,10.975464,14.336006,308,452,104,12.416178,2.90250375330441
"MEN1",9.994302,11.668062,10.427557,10.6966403333333,345,394,244,"Men1",43.476042,37.522379,73.651688,751,901,248,51.5500363333333,0.222581013248776
"MEOX1",0,0.066469,0.040948,0.0358056666666667,0,1,1,"Meox1",0.66729,0.614294,0.681109,31,43,10,0.654231,0.62615539587075
"MEOX2",0.502346,0.801769,1.316588,0.873567666666667,15,26,28,"Meox2",0.081817,0.013387,0,4,1,0,0.0317346666666667,1.81593943404054
"MEP1B",0.933079,0.308649,0.471464,0.571064,4,2,2,"Mep1b",0.12338,0.014184,0,1,1,0,0.0458546666666667,1.50218194752362
"MEPCE",5.865176,7.323001,7.177211,6.78846266666667,154,223,158,"Mepce",27.89306,27.602703,41.951738,563,712,180,32.4825003333333,0.232612934790682
"MEPE",0.040468,0,0,0.0134893333333333,1,0,0,"Mepe",0,0,0,0,0,0,0,1.01348933333333
"MERTK",0.682583,0.859563,0.666351,0.736165666666667,23,11,7,"Mertk",5.877067,5.157545,4.333812,505,614,98,5.122808,0.283557097767342
"MESD",9.094346,8.101391,10.369989,9.18857533333333,433,476,362,"Mesd",28.758103,24.668792,28.059861,730,954,247,27.162252,0.361781271374652
"MESP1",2.446526,6.088836,0.492239,3.00920033333333,13,26,4,"Mesp1",0,0,0,0,0,0,0,4.00920033333333
"MESP2",0.178042,0.481197,0.092966,0.250735,2,5,1,"Mesp2",0.026129,0.073054,0.250543,1,4,3,0.116575333333333,1.12015281249869
"MEST",18.189999,27.46659,26.607533,24.0880406666667,256,308,175,"Mest",15.457953,21.784686,22.231335,396,615,97,19.824658,1.20472761985655
"MET",2.441569,4.487542,6.229716,4.38627566666667,220,316,221,"Met",2.304806,1.184757,1.660424,95,172,27,1.71666233333333,1.98268132206837
"METAP1",20.967666,20.538846,27.637886,23.0481326666667,493,562,430,"Metap1",21.655495,15.635023,15.895687,674,908,226,17.728735,1.28402332921399
"METAP1D",8.563859,3.939156,6.76441,6.422475,48,59,49,"Metap1d",13.859956,15.18228,16.130736,506,779,156,15.0576573333333,0.462238970848633
"METAP2",150.812332,159.699715,129.217648,146.576565,827,888,690,"Metap2",171.47558,126.817814,278.547955,2151,2737,636,192.280449666667,0.763535915062863
"METRN",2.748078,3.820286,6.359622,4.30932866666667,43,68,62,"Metrn",74.5001,80.647939,101.303554,1389,2273,553,85.4838643333333,0.0613909739995314
"METRNL",10.825295,23.367837,21.152799,18.4486436666667,138,212,132,"Metrnl",6.2034,4.192221,7.088812,132,132,50,5.82814433333333,2.8483058818372
"METTL1",7.960054,10.559257,7.624952,8.71475433333333,36,62,42,"Mettl1",5.695763,5.274893,3.833699,158,199,38,4.934785,1.63691765301242
"METTL11B",0.037778,0.17499,0,0.0709226666666667,1,5,0,"Mettl11b",0.027805,0,0,1,0,0,0.00926833333333333,1.06108814801482
"METTL14",13.430633,15.001882,20.531372,16.3212956666667,271,299,219,"Mettl14",8.732293,6.973299,4.447743,377,546,86,6.71777833333333,2.24433702531406
"METTL15",5.009087,4.930162,6.822177,5.587142,200,222,187,"Mettl15",1.488696,1.544529,1.124072,53,86,9,1.38576566666667,2.76101802118872
"METTL16",3.240999,4.225252,7.204364,4.890205,200,222,165,"Mettl16",7.673114,6.300286,6.356526,648,833,151,6.776642,0.757422676780029
"METTL17",72.09283,74.800879,78.409037,75.1009153333333,268,294,234,"Mettl17",67.72719,28.248535,94.864793,335,324,102,63.613506,1.17778650385158
"METTL18",2.449655,4.148305,3.820952,3.47297066666667,41,68,47,"Mettl18",2.080123,1.652905,2.487221,58,70,23,2.07341633333333,1.45537414445098
"METTL21A",12.104567,9.726319,13.234599,11.688495,207,218,182,"Mettl21a",6.945381,10.338246,13.449045,234,324,96,10.244224,1.12844559126535
"METTL21C",0.085025,0,0.119282,0.0681023333333333,1,0,1,"Mettl21c",0.208609,0.101644,0,8,3,0,0.103417666666667,0.967994591349966
"METTL22",62.956789,73.736335,34.531023,57.0747156666667,232,295,170,"Mettl22",15.989568,13.932426,20.480358,217,289,73,16.800784,3.26248077987277
"METTL23",10.366464,10.196604,12.405554,10.9895406666667,67,93,62,"Mettl23",12.156664,7.972203,5.033109,134,155,24,8.38732533333333,1.27720519327195
"METTL24",0.192941,0.343947,0.138631,0.225173,2,4,1,"Mettl24",0.207262,0.32268,0,6,14,0,0.176647333333333,1.04124062095071
"METTL25",1.904794,0.899614,0.806362,1.20359,18,7,4,"Mettl25",3.194671,3.220806,3.298801,98,159,30,3.23809266666667,0.519948517721573
"METTL26",22.872336,31.12806,28.694579,27.5649916666667,128,200,122,"Mettl26",32.615818,19.896111,24.103729,289,316,84,25.5385526666667,1.07635830881408
"METTL27",0,0.22399,0.312739,0.178909666666667,0,2,2,"Mettl27",4.400994,4.684218,4.096679,127,172,42,4.39396366666667,0.218560920970238
"METTL2A",12.264328,10.94332,14.217589,12.475079,399,401,342,"Mettl2",8.473188,7.175704,7.135128,198,232,63,7.59467333333333,1.56784074011733
"METTL2B",12.124971,21.784437,21.362432,18.4239466666667,489,589,410,"Mettl2",8.473188,7.175704,7.135128,198,232,63,7.59467333333333,2.25999824697623
"METTL3",19.819933,18.155044,26.142579,21.3725186666667,440,432,375,"Mettl3",17.641929,17.460302,13.982282,276,316,73,16.3615043333333,1.28862788829378
"METTL4",7.031141,6.883322,4.463808,6.12609033333333,95,116,71,"Mettl4",2.916469,2.842801,2.431534,378,493,93,2.730268,1.91034272425824
"METTL5",125.978632,181.990686,78.808844,128.926054,201,282,163,"Mettl5",10.60938,6.739401,14.608195,136,175,43,10.6523253333333,11.1502254085136
"METTL6",22.956956,19.216473,24.011689,22.061706,318,348,234,"Mettl6",20.194431,20.722545,34.428684,341,461,90,25.11522,0.88307531010652
"METTL7A",0.249126,0.373775,1.40786,0.676920333333333,12,16,14,"Mettl7a2",0,0,0,0,0,0,0,1.67692033333333
"METTL7A",0.249126,0.373775,1.40786,0.676920333333333,12,16,14,"Methig1",0,0.060228,0,0,1,0,0.020076,1.64391705454626
"METTL7A",0.249126,0.373775,1.40786,0.676920333333333,12,16,14,"Mettl7a1",21.313124,28.50125,25.330816,688,1080,188,25.0483966666667,0.0643771036963375
"METTL7A",0.249126,0.373775,1.40786,0.676920333333333,12,16,14,"Mettl7a3",0.488197,0.370681,0.490062,16,18,5,0.449646666666667,1.15677866330646
"METTL8",7.98172,5.224646,9.235769,7.48071166666667,226,245,164,"Mettl8",6.524794,5.8915,5.893386,228,311,79,6.10322666666667,1.19392384118391
"METTL9",95.386779,85.946762,130.094796,103.809445666667,1679,1645,1437,"Mettl9",29.9612,26.718072,31.07921,665,871,234,29.2528273333333,3.46445125646769
"MEX3A",16.878592,13.699066,18.424935,16.3341976666667,1385,1291,1107,"Mex3a",0.40189,0.253218,0.259088,50,47,10,0.304732,13.2856384810572
"MEX3B",5.085401,4.908633,7.23612,5.74338466666667,212,224,214,"Mex3b",1.391392,1.277523,1.410465,89,129,28,1.35979333333333,2.85761662744478
"MEX3C",17.095212,13.526647,15.962789,15.528216,566,607,431,"Mex3c",6.432979,6.700982,6.363286,457,733,140,6.49908233333333,2.20403180886977
"MEX3D",6.972484,8.145782,9.671129,8.26313166666667,130,185,119,"Mex3d",2.673699,3.056493,3.864803,130,242,56,3.19833166666667,2.20638396442396
"MFAP1",15.569418,16.216343,17.79312,16.5262936666667,380,411,317,"Mfap1b",13.720806,11.837763,12.217535,988,1279,275,12.5920346666667,1.28945327881251
"MFAP1",15.569418,16.216343,17.79312,16.5262936666667,380,411,317,"Mfap1a",8.137494,7.382869,6.286501,747,1008,181,7.26895466666667,2.11952953827618
"MFAP2",3.480586,5.195541,5.800536,4.82555433333333,28,50,42,"Mfap2",1.836363,1.587722,2.11359,28,41,11,1.84589166666667,2.04700495158225
"MFAP3",21.896999,25.797892,26.109073,24.6013213333333,507,591,425,"Mfap3",3.784303,3.958554,4.404129,359,461,106,4.04899533333333,5.07057734126116
"MFAP3L",6.845825,9.845793,8.778288,8.48996866666667,474,537,331,"Mfap3l",10.755335,9.670788,9.029427,1306,1909,370,9.81851666666667,0.877196843066902
"MFAP4",0.650721,0.438533,1.965923,1.01839233333333,8,9,30,"Mfap4",0.869928,0.850012,2.010421,30,29,22,1.24345366666667,0.899680864072522
"MFAP5",1.681459,1.347157,0.763608,1.26407466666667,10,9,2,"Mfap5",17.536497,1.011188,23.17884,200,20,80,13.9088416666667,0.151861205403281
"MFF",68.985412,66.359523,73.659479,69.668138,800,923,675,"Mff",188.264857,167.845934,191.358383,2877,3648,912,182.489724666667,0.385134034771582
"MFGE8",9.134044,16.021868,8.819554,11.3251553333333,127,235,66,"Mfge8",9.649206,13.305316,15.286759,398,683,170,12.7470936666667,0.896564439887306
"MFHAS1",12.262984,14.931364,15.139747,14.111365,518,533,364,"Mfhas1",7.791841,6.499566,6.802488,838,965,259,7.03129833333333,1.88155941577732
"MFN1",32.526538,41.698136,67.623261,47.282645,710,778,626,"Mfn1",406.360161,381.764568,338.39222,2409,3002,649,375.505649666667,0.128238832651638
"MFN2",77.054918,111.499678,84.279675,90.944757,1806,2115,1446,"Mfn2",55.115513,43.239469,41.543495,3477,4244,1075,46.6328256666667,1.93028139131252
"MFNG",0,0.340855,0.248578,0.196477666666667,0,1,1,"Mfng",2.986607,1.519067,2.999166,57,71,22,2.50161333333333,0.341693257584123
"MFRP",0,1.553614,0,0.517871333333333,0,6,0,"Mfrp",0.29407,0.117587,0.429598,8,5,1,0.280418333333333,1.18544954708813
"MFSD1",28.081965,33.849264,29.424675,30.451968,407,384,310,"Mfsd1",15.402465,14.19529,15.17908,554,778,195,14.9256116666667,1.97492998437423
"MFSD10",39.724006,46.003465,60.067579,48.59835,563,728,544,"Mfsd10",36.89342,35.168613,33.821919,200,232,71,35.2946506666667,1.3665471106339
"MFSD11",18.526679,23.786983,21.510423,21.274695,293,388,230,"Mfsd11",26.101885,22.050661,22.741693,661,760,205,23.631413,0.90432063316871
"MFSD12",42.952057,52.815938,43.774062,46.514019,499,636,323,"Mfsd12",6.264977,5.393275,6.83465,546,717,186,6.16430066666667,6.63205261904605
"MFSD13A",4.932027,8.311303,8.380209,7.20784633333333,86,100,67,"Mfsd13a",7.410651,9.363184,8.90625,268,385,90,8.56002833333333,0.858558787395505
"MFSD14A",25.889065,23.687713,22.791188,24.1226553333333,910,849,573,"Mfsd14a",15.730217,18.884346,17.490781,917,1581,300,17.368448,1.36770702311558
"MFSD14B",3.668652,4.57339,4.974237,4.40542633333333,154,187,134,"Mfsd14b",20.091559,20.548365,20.509073,869,1380,254,20.382999,0.252790842544272
"MFSD2A",2.507081,2.210151,5.443595,3.38694233333333,45,55,59,"Mfsd2a",27.3994,24.861195,18.408368,783,1297,262,23.556321,0.178648191369274
"MFSD2B",0.298097,0.235369,4.453925,1.66246366666667,5,7,20,"Mfsd2b",1.048266,0.987603,2.806161,49,77,17,1.61401,1.01853614434018
"MFSD3",6.980775,9.521094,7.092788,7.86488566666667,97,158,66,"Mfsd3",10.198287,16.73108,27.564461,98,154,32,18.1646093333333,0.462565425283563
"MFSD4A",3.073172,3.610975,3.640512,3.441553,89,135,72,"Mfsd4a",39.51101,21.808532,32.848417,519,610,153,31.3893196666667,0.13713017271465
"MFSD4B",2.987659,2.752811,4.760923,3.50046433333333,174,235,146,"Mfsd4b1",0.435655,0.694542,0.573772,17,50,5,0.567989666666667,2.87021300523026
"MFSD4B",2.987659,2.752811,4.760923,3.50046433333333,174,235,146,"Mfsd4b5",0.064372,0.087171,0,3,7,0,0.0505143333333333,4.28405799952595
"MFSD5",9.042312,11.338035,8.187687,9.522678,134,195,125,"Mfsd5",12.106516,12.651103,16.272633,427,678,181,13.6767506666667,0.716962373960522
"MFSD6",37.90833,32.22327,30.494536,33.5420453333333,1088,1099,771,"Mfsd6",28.957757,26.190674,22.799449,2576,3364,651,25.9826266666667,1.28015873917884
"MFSD6L",0,0,0,0,0,0,0,"Mfsd6l",0.047117,0.015538,0,2,1,0,0.020885,0.979542259901948
"MFSD8",41.378212,55.456139,42.241524,46.358625,339,342,295,"Mfsd8",10.771613,10.090576,3.454479,276,404,70,8.105556,5.20106899567693
"MGA",5.479584,4.417137,6.326584,5.40776833333333,417,405,286,"Mga",12.567725,9.063056,8.835682,1517,1687,241,10.1554876666667,0.574405039456963
"MGAM",0.282235,0.2864,0.794412,0.454349,3,9,5,"Mgam",0.026541,0.004631,0,3,1,0,0.0103906666666667,1.43939274973509
"MGARP",0.145541,0.606415,0.378128,0.376694666666667,2,9,4,"Mgarp",0,0.058815,0.14453,0,2,1,0.0677816666666667,1.28930352490912
"MGAT1",43.738947,31.913507,33.780596,36.4776833333333,373,470,326,"Mgat1",40.322871,31.819642,40.142648,786,1011,288,37.428387,0.975260380648642
"MGAT2",8.869198,8.090189,8.543126,8.50083766666667,286,288,195,"Mgat2",8.659668,6.609345,8.0026,420,499,120,7.75720433333333,1.08491675025816
"MGAT3",24.060105,27.030349,33.05455,28.0483346666667,1394,1853,1340,"Mgat3",28.715055,23.381608,25.117362,2987,3674,824,25.7380083333333,1.08640607424948
"MGAT4A",7.150805,8.414808,9.333186,8.29959966666667,531,668,473,"Mgat4a",12.763217,7.114809,9.895492,848,984,228,9.924506,0.851260429228257
"MGAT4B",151.331273,177.442279,205.767326,178.180292666667,1141,1464,1019,"Mgat4b",14.509208,12.008358,16.320343,459,516,148,14.279303,11.726993873128
"MGAT4C",3.888214,3.290391,7.170798,4.78313433333333,326,254,342,"Mgat4c",9.487317,6.813604,4.76205,298,383,67,7.02099033333333,0.721000037775884
"MGAT4D",0.291735,0.267496,0,0.186410333333333,1,1,0,"Mgat4d",0,0,0,0,0,0,0,1.18641033333333
"MGAT5",28.667993,29.408345,26.204177,28.093505,2173,2755,1599,"Mgat5",7.803572,6.479516,6.299015,1483,1836,382,6.860701,3.70113365207505
"MGAT5B",21.647007,20.649897,26.244546,22.84715,905,1002,864,"Mgat5b",13.310905,10.337887,14.553127,687,662,202,12.733973,1.736362085465
"MGLL",44.615782,34.051249,81.40076,53.3559303333333,240,436,293,"Mgll",16.774514,16.823134,18.030614,877,1253,288,17.2094206666667,2.9850444628826
"MGME1",3.696338,5.038732,7.109923,5.28166433333333,64,72,58,"Mgme1",2.365989,2.134176,2.916746,123,163,49,2.47230366666667,1.80907689429237
"MGMT",3.030973,3.768256,4.218523,3.672584,49,61,44,"Mgmt",0.4194,0.279176,0.30569,26,26,6,0.334755333333333,3.50070449865219
"MGP",0.528795,0.557878,3.523827,1.53683333333333,5,5,9,"Mgp",26.65325,13.645796,36.355006,231,178,100,25.5513506666667,0.095544417501824
"MGRN1",46.845803,45.938179,66.305215,53.0297323333333,1045,1368,928,"Mgrn1",100.390313,81.555331,90.131288,3011,3610,1037,90.6923106666667,0.589250417406866
"MGST1",7.618811,7.579716,4.039587,6.41270466666667,9,17,9,"Mgst1",28.469064,31.942333,31.230521,230,398,91,30.547306,0.234971083320606
"MGST2",4.75329,8.649089,2.610506,5.33762833333333,27,52,13,"Mgst2",3.853715,1.402609,2.093519,13,14,7,2.44994766666667,1.83702158573806
"MGST3",170.977386,192.149013,133.907445,165.677948,860,977,591,"Mgst3",42.124193,46.098951,52.001833,835,1364,326,46.741659,3.49124750775837
"MIA",0.924164,0.126607,0,0.350257,1,1,0,"Mia",8.949818,8.309878,11.379815,26,34,6,9.54650366666667,0.128028875035395
"MIA2",7.212965,6.986783,8.995025,7.731591,198,221,161,"Mia2",105.824975,101.681649,98.897379,931,1175,270,102.134667666667,0.0846620365154099
"MIA3",95.1836,90.788905,106.14112,97.3712083333333,1169,1330,770,"Mia3",39.465646,32.968945,30.594739,2286,2880,568,34.34311,2.78332066231108
"MIB1",7.68761,7.661937,9.451253,8.26693333333333,978,1041,861,"Mib1",19.34152,17.678872,14.73781,2582,3668,565,17.252734,0.507701111150436
"MIB2",38.337815,44.969342,46.242089,43.183082,397,563,348,"Mib2",35.942494,29.309957,30.695295,1159,1437,357,31.982582,1.33958833180495
"MICAL1",49.85212,51.249421,67.254239,56.1185933333333,1581,1753,1518,"Mical1",6.159594,4.18263,7.847983,209,244,73,6.06340233333333,8.08655526583577
"MICAL2",18.69076,21.157509,12.784467,17.5442453333333,177,314,100,"Mical2",20.186725,15.068562,12.110058,1084,1229,241,15.7884483333333,1.10458363781684
"MICAL3",47.926518,47.776714,51.861707,49.188313,1562,1931,1293,"Mical3",35.385636,23.867493,21.554695,2195,2723,531,26.9359413333333,1.79654991400326
"MICALL1",31.208779,40.710552,30.974343,34.2978913333333,885,1224,721,"Micall1",21.622385,30.717787,13.596206,1901,3691,523,21.9787926666667,1.53610730752347
"MICALL2",13.923464,13.294977,16.498379,14.5722733333333,260,289,189,"Micall2",0.928804,1.272898,1.0474,57,128,24,1.083034,7.47576531796088
"MICOS10",97.741404,102.180202,100.701893,100.207833,519,581,396,"Micos10",168.71576,161.500297,234.058267,992,1332,395,188.091441333333,0.535232225670062
"MICOS13",30.663177,36.453032,31.577344,32.897851,125,162,97,"Micos13",124.093162,122.502952,135.116514,426,637,160,127.237542666667,0.264336404886611
