"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"SBSN",0.196517,0.185012,0.285138,0.222222333333333,3,2,1,"Sbsn",1.415258,2.203827,2.4179,24,20,22,2.01232833333333,0.405740078134466
"SBSPON",2.458443,1.7235,2.385153,2.189032,87,71,65,"Sbspon",0.419455,0.205105,0.283456,16,14,19,0.302672,2.44806981342963
"SC5D",123.48549,118.587888,98.949187,113.674188333333,2009,1880,977,"Sc5d",24.273698,21.925099,25.205957,1083,1592,1544,23.8015846666667,4.62366376481804
"SCAF1",21.644042,23.524393,23.070787,22.7464073333333,600,816,575,"Scaf1",54.407234,48.322864,48.420973,1601,1697,1927,50.3836903333333,0.462139001291791
"SCAF11",8.359675,13.031019,12.184445,11.191713,334,415,295,"Scaf11",19.121344,8.520508,7.535188,1093,983,923,11.72568,0.958040199030622
"SCAF4",6.711534,7.353228,9.840426,7.968396,317,399,307,"Scaf4",9.1868,2.257781,3.24435,338,172,203,4.89631033333333,1.52101831365615
"SCAF8",19.081016,10.9217,18.811501,16.2714056666667,665,667,522,"Scaf8",12.634961,6.747209,6.558779,906,831,795,8.646983,1.79034270783588
"SCAI",2.572609,2.802247,3.053018,2.80929133333333,385,393,281,"Scai",12.171553,5.548929,5.343136,1317,1057,722,7.68787266666667,0.438460769337549
"SCAMP1",59.828584,52.089281,57.308141,56.4086686666667,1959,1859,1433,"Scamp1",65.949781,43.168272,37.560689,3312,3607,3118,48.892914,1.1506377171449
"SCAMP2",8.908768,8.586435,9.558903,9.01803533333333,110,100,83,"Scamp2",27.294351,47.694714,47.217781,246,360,357,40.7356153333333,0.240035644696297
"SCAMP3",47.029068,47.716764,55.287035,50.0109556666667,470,545,357,"Scamp3",20.715813,20.628778,20.293538,358,696,695,20.546043,2.36753243584758
"SCAMP4",19.1081,18.425907,21.81333,19.7824456666667,335,428,288,"Scamp4",59.643793,76.543316,47.969372,412,763,700,61.3854936666667,0.33312945759009
"SCAMP5",139.897305,148.337345,141.991669,143.408773,3580,4270,2843,"Scamp5",124.691429,112.629081,101.069027,5073,8229,7429,112.796512333333,1.26900877750099
"SCAND1",15.533902,16.208216,18.11362,16.6185793333333,123,170,98,"Scand1",5.483443,9.191256,12.836294,28,106,163,9.170331,1.73235063178704
"SCAP",41.470532,32.979821,44.442892,39.6310816666667,1006,1153,867,"Scap",43.335747,36.4148,29.34357,989,1483,1394,36.3647056666667,1.08741875365324
"SCAPER",43.123369,42.783087,37.603141,41.1698656666667,791,831,674,"Scaper",7.716321,8.592515,6.01561,570,576,575,7.441482,4.99555240023809
"SCARA3",1.899519,0.814942,1.258284,1.32424833333333,82,38,38,"Scara3",7.634022,6.278743,6.120994,394,598,597,6.67791966666667,0.302718501135659
"SCARA5",0,0,0,0,0,0,0,"Scara5",0.402913,0.248188,0.126828,22,25,13,0.259309666666667,0.794085860268946
"SCARB1",9.938482,11.214719,9.260593,10.1379313333333,222,263,187,"Scarb1",11.86899,13.822418,10.512439,235,451,385,12.067949,0.852309060383794
"SCARB2",160.949215,159.220538,189.144272,169.771341666667,6530,6363,4940,"Scarb2",34.836677,24.615561,24.527919,2457,3059,3072,27.9933856666667,5.89001035029173
"SCARF1",0.886815,0.647166,0.701576,0.745185666666667,22,27,16,"Scarf1",0.555013,0.514958,0.502794,23,39,37,0.524255,1.14494337670971
"SCARF2",1.855456,3.324427,2.990288,2.72339033333333,47,83,55,"Scarf2",1.898031,2.803341,2.041738,39,55,68,2.24770333333333,1.14646873534221
"SCARNA14",0,0,0,0,0,0,0,"Gm24289",0,0,0,0,0,0,0,1
"SCARNA17",3.398401,1.228736,1.739086,2.12207433333333,13,4,5,"Gm25913",0,0,0,0,0,0,0,3.12207433333333
"SCARNA4",0,6.25716,0,2.08572,0,0,0,"Gm25820",0,0,0,0,0,0,0,3.08572
"SCARNA4",0,6.25716,0,2.08572,0,0,0,"Gm25820",0,0,0,0,0,0,0,3.08572
"SCARNA4",0,6.25716,0,2.08572,0,0,0,"Gm26413",6.029188,0,0,0,0,0,2.00972933333333,1.0252483390533
"SCARNA4",0,6.25716,0,2.08572,0,0,0,"Gm26413",6.029188,0,0,0,0,0,2.00972933333333,1.0252483390533
"SCCPDH",37.278565,33.565439,34.503036,35.11568,1003,976,660,"Sccpdh",46.368718,66.633143,72.730046,928,1954,2130,61.9106356666667,0.574079082452126
"SCD",127.758037,90.685601,89.346168,102.596602,9034,6976,4483,"Scd4",0.189859,0.093464,0.069058,9,8,6,0.117460333333333,92.7071851320002
"SCD",127.758037,90.685601,89.346168,102.596602,9034,6976,4483,"Scd2",333.698117,189.80192,201.712246,27960,28186,30335,241.737427666667,0.426784624834459
"SCEL",0.299611,0.303049,0.140119,0.247593,12,13,4,"Scel",0.537668,0.653587,0.486103,19,40,30,0.559119333333333,0.800190834227357
"SCFD1",70.256144,85.415605,87.836674,81.1694743333333,583,660,501,"Scfd1",13.197125,16.080244,15.481384,389,787,770,14.9195843333333,5.16153390772159
"SCFD2",9.073305,5.779142,6.689402,7.18061633333333,267,246,185,"Scfd2",10.203273,7.143508,9.013235,209,307,256,8.786672,0.835893583981698
"SCG2",689.644515,657.462242,229.40319,525.503315666667,20899,21583,4972,"Scg2",119.615617,97.784164,88.038128,4103,5864,5350,101.812636333333,5.12099810338164
"SCG3",188.400324,157.378212,182.273836,176.017457333333,6582,5994,4479,"Scg3",155.056517,117.702669,112.547607,3492,4666,4533,128.435597666667,1.36761030600873
"SCG5",452.924676,486.892973,467.789423,469.202357333333,2732,3202,1859,"Scg5",100.868074,142.659775,150.476659,1549,3874,4101,131.334836,3.55312608188318
"SCGB1A1",0,0,0,0,0,0,0,"Scgb1a1",0,0,0,0,0,0,0,1
"SCGB1C1",0,0.107775,0,0.035925,0,0,0,"Scgb1c1",0.29996,0,0,1,0,0,0.0999866666666667,0.941761415289882
"SCGB1C2",1.125372,0.235174,0,0.453515333333333,3,1,0,"Scgb1c1",0.29996,0,0,1,0,0,0.0999866666666667,1.32139359264961
"SCGB2A1",0.259558,0,0,0.0865193333333333,1,0,0,"Scgb2a2",0,0,0,0,0,0,0,1.08651933333333
"SCGB2A2",0,0,0,0,0,0,0,"Scgb2a2",0,0,0,0,0,0,0,1
"SCGB3A1",0,0.283921,0,0.0946403333333333,0,1,0,"Scgb3a1",0,0.28051,0.414925,0,2,3,0.231811666666667,0.88864260905685
"SCGB3A2",6.073687,3.284789,6.450131,5.26953566666667,23,15,22,"Scgb3a2",0,0,0,0,0,0,0,6.26953566666667
"SCGN",1.633017,6.762541,2.340018,3.57852533333333,28,100,28,"Scgn",0.566774,0.581946,1.921654,9,19,24,1.023458,2.26272318641323
"SCHIP1",372.981393,422.13437,369.58106,388.232274333333,183,210,164,"Schip1",74.036251,78.326841,66.692898,1657,3099,2689,73.0186633333333,5.25856935000943
"SCHIP1",372.981393,422.13437,369.58106,388.232274333333,183,210,164,"Iqschfp",1.080152,1.096331,1.154189,35,66,71,1.110224,184.450690700766
"SCIMP",0.10811,0.248364,0.241225,0.199233,3,5,5,"Scimp",0,0.193078,0,0,2,0,0.0643593333333333,1.12671816974092
"SCIN",0.723112,0.084178,0.177359,0.328216333333333,8,7,7,"Scin",0.066397,0.089092,0,3,6,0,0.0518296666666667,1.26276751400496
"SCLT1",5.699416,5.837257,6.151314,5.89599566666667,172,189,127,"Sclt1",3.867028,1.827108,1.964655,106,108,118,2.55293033333333,1.94093185615517
"SCLY",12.546629,11.633904,11.861374,12.013969,117,183,121,"Scly",12.54297,16.599401,18.357775,154,323,337,15.833382,0.773104834191965
"SCMH1",27.409021,28.390845,37.994463,31.2647763333333,594,701,499,"Scmh1",35.359544,15.837339,18.048003,465,352,445,23.0816286666667,1.33980873054461
"SCML2",2.786906,2.304375,3.677302,2.922861,93,102,92,"Scml2",1.323993,0.411718,0.412774,19,16,17,0.716161666666667,2.28583418228858
"SCML4",1.684913,1.583625,4.997938,2.755492,92,104,97,"Scml4",1.69696,0.728641,0.52246,64,81,60,0.982687,1.89414264581348
"SCN10A",0.043846,0.023029,0.249667,0.105514,4,2,14,"Scn10a",0.020364,0.050479,0.010565,2,9,2,0.027136,1.07630732444389
"SCN11A",1.581009,1.501706,1.406501,1.49640533333333,98,103,83,"Scn11a",0.022226,0.025299,0.018702,2,4,3,0.0220756666666667,2.44248583030545
"SCN1A",16.157113,6.551862,8.655654,10.4548763333333,447,496,424,"Scn1a",32.05023,15.4123,12.520877,2891,2521,2402,19.994469,0.545614005923814
"SCN1B",4.737554,3.781916,4.339711,4.28639366666667,133,123,84,"Scn1b",210.040904,198.760505,194.083602,3373,6280,6204,200.961670333333,0.0261752324485215
"SCN2A",20.648691,18.636358,19.266626,19.517225,2390,2328,1590,"Scn2a",63.176962,12.616862,13.167693,5144,2209,2106,29.653839,0.669319917808663
"SCN2B",5.546357,9.381279,11.021195,8.64961033333333,368,658,473,"Scn2b",55.466713,36.918262,31.46775,3861,4543,3932,41.2842416666667,0.228208191822446
"SCN3A",26.010084,21.019022,22.067568,23.0322246666667,2791,2235,1635,"Scn3a",7.435295,3.842384,1.548513,687,359,316,4.27539733333333,4.55552883473169
"SCN3B",102.633832,101.717978,106.911766,103.754525333333,6968,7609,5166,"Scn3b",60.600195,38.455105,28.508094,1923,2432,2019,42.5211313333333,2.40698074990299
"SCN4A",0.219067,0.042159,0.052129,0.104451666666667,3,5,4,"Scn4a",0.009761,0.005403,0.005325,1,1,1,0.00682966666666667,1.09695979690706
"SCN4B",5.865606,7.301861,8.100902,7.08945633333333,228,314,245,"Scn4b",29.18487,21.449612,15.741786,2144,2881,2159,22.1254226666667,0.349807934321287
"SCN5A",2.324868,3.199144,2.270605,2.59820566666667,172,282,182,"Scn5a",0.976463,0.261435,0.215566,127,62,53,0.484488,2.42386982358003
"SCN7A",12.983231,12.331556,15.260987,13.525258,1147,1166,952,"Scn7a",0.56574,0.272087,0.354161,64,53,68,0.397329333333333,10.3950140124447
"SCN8A",31.583493,14.194199,13.305414,19.6943686666667,2027,2373,1485,"Scn8a",82.710867,10.040727,20.204609,5272,1303,1869,37.6520676666667,0.535401335968202
"SCN9A",31.320581,27.884624,34.53536,31.246855,3536,3149,2855,"Scn9a",0.576957,0.439466,0.311654,83,69,78,0.442692333333333,22.3518585736806
"SCNM1",24.108083,21.05538,29.477485,24.880316,198,190,156,"Scnm1",23.146551,37.979621,39.121257,156,354,363,33.4158096666667,0.751989165754432
"SCNN1A",0.931597,1.16772,0,0.699772333333333,4,5,0,"Scnn1a",1.303846,0.820972,0.9075,64,70,75,1.01077266666667,0.84533292177236
"SCNN1B",0,0,0.062703,0.020901,0,0,1,"Scnn1b",0.055819,0.046057,0.045353,2,3,3,0.0490763333333333,0.973142723328998
"SCNN1G",0.043424,0.019888,0.030606,0.031306,2,1,1,"Scnn1g",0.02262,0.050979,0.012589,1,4,1,0.0287293333333333,1.00250470807352
"SCO1",9.648281,10.181417,10.876683,10.2354603333333,461,509,387,"Sco1",5.020625,4.698235,5.590256,112,172,192,5.10303866666667,1.84096168269402
"SCO2",4.229761,4.255827,1.266447,3.25067833333333,42,48,9,"Sco2",6.18823,12.913609,13.02385,88,346,357,10.708563,0.363040138515148
"SCOC",118.84225,138.61097,128.914513,128.789244333333,2436,2896,1998,"Scoc",238.572664,298.609364,268.845214,2004,3396,2886,268.675747333333,0.481278889988231
"SCP2",51.428827,52.643474,53.618782,52.5636943333333,569,641,423,"Scp2",64.195531,71.490769,76.471513,960,1621,1577,70.719271,0.746852186120706
"SCP2D1",0,0,0,0,0,0,0,"Scp2d1",0,0,0,0,0,0,0,1
"SCPEP1",14.875215,15.867117,13.257879,14.666737,84,121,66,"Scpep1",5.571225,6.164654,6.407725,166,325,343,6.047868,2.22290443010567
"SCRG1",1.180467,0.814324,0.570589,0.855126666666667,35,28,11,"Scrg1",24.818916,28.427889,26.257605,180,361,339,26.50147,0.0674555457096172
"SCRIB",14.862641,27.853529,28.30533,23.6738333333333,431,706,474,"Scrib",20.103401,12.075758,7.610549,464,697,739,13.263236,1.72989028109283
"SCRN1",86.024381,97.386198,95.68841,93.0329963333333,5440,6862,4491,"Scrn1",81.443782,66.669081,64.068901,3505,3956,3758,70.7272546666667,1.31098000014537
"SCRN2",14.862092,16.390828,17.723044,16.3253213333333,172,207,165,"Scrn2",1.483864,2.912499,2.570226,30,106,93,2.32219633333333,5.21502030433883
"SCRN3",26.609915,32.017415,32.918393,30.515241,368,439,355,"Scrn3",14.753122,11.977248,12.519406,474,679,546,13.0832586666667,2.23778045592478
"SCRT1",3.921896,6.485529,6.684738,5.69738766666667,174,339,204,"Scrt1",26.96164,14.58216,18.35535,1509,1633,2102,19.9663833333333,0.319434571055412
"SCRT2",5.741373,5.455342,10.110529,7.10241466666667,199,222,240,"Scrt2",5.948277,1.769948,1.889698,239,144,161,3.202641,1.927934045917
"SCT",0.282399,0.517871,0.397729,0.399333,1,2,1,"Sct",0,0.258713,0.380769,0,2,3,0.213160666666667,1.15346057488401
"SCTR",0.046416,0,0.364365,0.136927,1,0,3,"Sctr",0.119453,0.154613,0.171343,3,8,8,0.148469666666667,0.98994952413487
"SCUBE1",25.03293,17.874762,25.256383,22.7213583333333,1276,1308,1156,"Scube1",8.652856,3.119717,2.186594,513,271,247,4.65305566666667,4.19620108699914
"SCUBE2",8.691017,5.565797,4.301728,6.18618066666667,55,52,32,"Scube2",0.742407,0.220641,0.215202,34,15,17,0.39275,5.1597060970502
"SCUBE3",3.595677,2.571631,4.871607,3.67963833333333,376,295,360,"Scube3",1.471539,0.672395,0.727437,55,73,49,0.957123666666667,2.3910795281034
"SCX",1.59271,1.25398,0.615998,1.15422933333333,12,12,3,"Scx",0.805957,1.477127,1.539262,10,31,34,1.27411533333333,0.947282357124661
"SCYL1",26.578784,34.023801,30.140794,30.247793,585,731,491,"Scyl1",39.797795,47.067536,47.990486,661,1341,1240,44.951939,0.68001032557081
"SCYL3",3.672298,3.177983,3.196116,3.348799,206,200,130,"Scyl3",11.109877,8.054678,5.097262,310,421,356,8.08727233333333,0.47855933447136
"SDAD1",27.670458,48.970873,43.511107,40.0508126666667,560,756,465,"Sdad1",6.000604,2.626569,3.094102,326,352,322,3.90709166666667,8.36560950053579
"SDC1",5.617022,5.624609,6.20734,5.81632366666667,182,247,150,"Sdc1",0.39887,0.497886,0.864564,16,33,60,0.587106666666667,4.29481131282922
"SDC2",15.182593,13.880605,15.418624,14.827274,239,273,177,"Sdc2",12.680971,12.861338,11.272992,663,1163,982,12.271767,1.19255212964483
"SDC3",95.397531,93.534247,106.453762,98.4618466666667,6190,6899,4724,"Sdc3",42.724787,28.007236,27.376358,3062,3761,3807,32.7027936666667,2.95114546439034
"SDC4",0.952784,0.984502,0.71176,0.883015333333333,32,36,17,"Sdc4",26.751685,34.888103,31.878062,874,1832,1668,31.1726166666667,0.0585285105293995
"SDCBP",51.805448,50.372836,61.921814,54.7000326666667,1016,1196,896,"Sdcbp",79.163894,84.491337,78.861938,2247,3784,3392,80.8390563333333,0.680604532386083
"SDCBP2",1.996457,3.172343,3.406332,2.85837733333333,28,49,36,"Sdcbp2",0.86049,0.569725,0.649848,16,19,22,0.693354333333333,2.27854103384151
"SDCCAG8",40.989027,45.146113,53.696402,46.610514,258,258,214,"Sdccag8",18.278654,9.454923,10.683442,265,303,332,12.805673,3.4486195638561
"SDE2",5.529651,5.988965,6.564514,6.02771,282,328,239,"Sde2",7.174918,3.637348,3.684562,274,302,279,4.832276,1.20496869489715
"SDF2",37.29825,35.182013,43.203222,38.5611616666667,233,264,203,"Sdf2",34.17033,44.689182,43.334089,400,932,954,40.7312003333333,0.947999610619076
"SDF2L1",3.698677,3.066074,3.566169,3.44364,27,27,18,"Sdf2l1",6.295762,7.713032,6.857679,84,195,178,6.955491,0.558562633029187
"SDF4",37.770527,46.422617,44.844735,43.0126263333333,557,656,434,"Sdf4",70.572403,76.979175,74.762363,2913,4255,4383,74.104647,0.58601735167377
"SDHA",105.970279,114.936198,99.732084,106.879520333333,1045,1365,863,"Sdha",1043.300528,728.795055,659.444201,5459,7054,6472,810.513261333333,0.132936238350665
"SDHAF1",8.528961,9.804718,10.074975,9.46955133333333,91,122,74,"Sdhaf1",2.989802,3.579646,4.440765,101,221,281,3.670071,2.24183986353384
"SDHAF2",21.480243,32.001921,20.807718,24.763294,146,231,143,"Sdhaf2",21.467724,25.214704,26.732654,421,830,882,24.471694,1.01144800184864
"SDHAF3",6.360338,8.747828,6.481361,7.196509,49,68,38,"Sdhaf3",2.532861,2.573148,2.232214,166,285,246,2.44607433333333,2.37850615139565
"SDHAF4",12.117029,9.935639,10.099176,10.7172813333333,139,131,83,"Sdhaf4",13.172642,19.041679,23.130706,92,228,285,18.4483423333333,0.602482264683844
"SDHB",84.54868,93.939781,90.93492,89.8077936666667,331,401,240,"Sdhb",72.31247,93.857897,104.133764,1021,2432,2752,90.101377,0.996777399606887
"SDHC",83.537875,115.36928,123.77842,107.561858333333,516,649,427,"Sdhc",211.361082,253.237836,245.912741,854,2041,2102,236.837219666667,0.456454454376337
"SDHD",14.187232,17.901853,17.375181,16.4880886666667,170,225,146,"Sdhd",51.170133,74.345059,80.163732,807,2084,2275,68.5596413333333,0.251411426675748
"SDK1",9.541652,5.68657,11.243364,8.823862,738,599,562,"Sdk1",1.017002,0.265084,0.364883,136,67,89,0.548989666666667,6.34210944811553
"SDK2",7.445881,10.986131,11.898977,10.1103296666667,670,725,512,"Sdk2",3.107199,0.728366,1.087485,353,114,201,1.64101666666667,4.20683814945002
"SDR16C5",1.313904,0.857953,0.124108,0.765321666666667,32,25,2,"Sdr16c5",0,0,0,0,0,0,0,1.76532166666667
"SDR39U1",37.019047,41.557208,45.087879,41.221378,270,330,225,"Sdr39u1",66.412653,87.920785,85.391209,551,1388,1436,79.9082156666667,0.521842901269108
"SDR42E1",0.025008,0.02888,0.008816,0.0209013333333333,4,5,1,"Sdr42e1",1.813718,2.813787,2.957056,66,163,145,2.528187,0.289355789059178
"SDR42E2",0,0.027624,0.044448,0.024024,0,1,1,"Gm5737",0.183404,0,0.065561,3,0,2,0.0829883333333333,0.945554045673007
"SDR9C7",0,0,0.191419,0.0638063333333333,0,0,3,"Sdr9c7",0.053172,0,0,2,0,0,0.017724,1.04527979425987
"SDS",0.866014,0.681288,0.377877,0.641726333333333,5,6,4,"Sds",1.393538,0.491632,1.59425,5,7,14,1.15980666666667,0.760126523670329
"SDSL",6.503698,5.793444,6.235717,6.17761966666667,76,93,49,"Sdsl",4.288286,4.430073,4.363218,28,74,97,4.36052566666667,1.33897683044393
"SEBOX",0,0,0,0,0,0,0,"Sebox",0.76876,1.520823,1.736103,13,47,56,1.34189533333333,0.427004565817487
"SEC11A",48.505893,51.500417,50.832089,50.2794663333333,537,599,439,"Sec11a",29.30222,31.706391,27.488612,204,377,365,29.4990743333333,1.68134500650364
"SEC11C",158.9835,175.970338,178.116821,171.023553,923,1154,720,"Sec11c",91.214419,106.766484,129.450173,536,1085,1369,109.143692,1.56181030321736
"SEC13",35.450364,34.014368,36.652509,35.3724136666667,501,546,367,"Sec13",29.855698,33.141642,30.752127,442,929,950,31.2498223333333,1.12783299364326
"SEC14L1",58.684158,62.515128,66.750988,62.6500913333333,1103,1061,920,"Sec14l1",48.673161,34.163249,29.016122,2548,2883,2411,37.2841773333333,1.66256912821043
"SEC14L2",1.448667,1.995665,3.364465,2.269599,33,50,27,"Sec14l2",17.066463,14.804888,13.084695,543,942,813,14.9853486666667,0.204537233949605
"SEC14L3",0.063642,0.079898,0,0.0478466666666667,2,2,0,"Sec14l3",0.590768,0.604466,0.655266,19,18,16,0.616833333333333,0.64808576435419
"SEC14L4",0.217643,0.059446,0.218908,0.165332333333333,7,2,5,"Sec14l4",0.245963,0.45492,0.295492,5,14,8,0.332125,0.874792030277439
"SEC14L5",0.251811,0.233254,0.376222,0.287095666666667,22,22,23,"Sec14l5",2.956211,1.204876,1.204778,261,187,195,1.78862166666667,0.461552630839728
"SEC16A",16.967142,15.126232,19.950745,17.3480396666667,1206,1383,966,"Sec16a",18.374647,6.260876,7.569151,990,505,564,10.7348913333333,1.5635457666786
"SEC16B",0.250901,0.469793,0.70644,0.475711333333333,5,19,3,"Sec16b",0.337788,0.185084,0.231568,20,19,23,0.25148,1.17917292592237
"SEC22A",7.594901,9.922905,8.166256,8.561354,212,251,142,"Sec22a",7.513569,8.926495,9.890301,177,321,373,8.77678833333333,0.977964713361051
"SEC22B",12.733926,13.366217,15.921162,14.0071016666667,1131,1254,992,"Sec22b",23.750577,25.236821,24.401266,726,1238,1211,24.462888,0.589371546018922
"SEC22C",18.061718,18.655825,19.714854,18.810799,655,738,495,"Sec22c",19.447092,8.175167,5.613912,583,325,353,11.0787236666667,1.64014009647984
"SEC23A",116.502609,181.64641,141.62517,146.591396333333,1178,1425,918,"Sec23a",50.172612,34.587276,21.725812,1537,2162,1766,35.4952333333333,4.04412803681211
"SEC23B",30.746299,25.53893,25.09553,27.1269196666667,560,603,405,"Sec23b",35.514615,26.811141,21.171051,565,798,728,27.832269,0.975536114298416
"SEC23IP",34.580179,32.611556,49.75219,38.9813083333333,574,559,438,"Sec23ip",11.603383,7.620738,7.528328,652,652,555,8.917483,4.03139670956162
"SEC24A",4.95995,4.804581,6.700167,5.48823266666667,401,410,378,"Sec24a",3.361496,1.004329,1.174795,277,141,157,1.84687333333333,2.27907318204065
"SEC24B",9.287229,10.328057,10.18274,9.93267533333333,586,670,436,"Sec24b",27.08927,11.857067,11.807297,719,517,504,16.917878,0.610154580432646
"SEC24C",26.469249,29.564722,33.48273,29.8389003333333,1067,1335,925,"Sec24c",40.629562,18.818599,21.106891,1019,1108,1142,26.851684,1.10725442430459
"SEC24D",12.066336,11.33527,9.89869,11.1000986666667,282,348,179,"Sec24d",22.368316,10.366911,5.467291,241,298,300,12.7341726666667,0.881021300688468
"SEC31A",73.79572,93.557863,104.060239,90.471274,1299,1643,1224,"Sec31a",34.824707,21.119973,20.959002,1226,1275,1220,25.6345606666667,3.43430759548728
"SEC31B",8.635879,8.974064,11.423235,9.677726,291,330,313,"Sec31b",0.056806,0.131726,0.129796,3,6,5,0.106109333333333,9.65340918679528
"SEC61A1",76.957096,78.547421,90.751402,82.0853063333333,1811,2526,1591,"Sec61a1",21.808055,15.869112,14.516589,768,1233,1152,17.3979186666667,4.51601661245884
"SEC61A2",99.582638,98.402619,109.24074,102.408665666667,847,1004,599,"Sec61a2",41.455849,26.431245,22.472252,594,757,670,30.119782,3.3229238452463
"SEC61G",109.386059,119.330742,109.091752,112.602851,282,334,204,"Sec61g",2.031941,2.427307,2.562845,53,91,91,2.34069766666667,34.0057264485572
"SEC62",86.969777,96.035048,92.09331,91.6993783333333,1639,1883,1315,"Sec62",88.949389,64.588071,48.137477,2608,3494,2782,67.224979,1.35873077122286
"SEC63",64.303546,74.367004,66.114056,68.2615353333333,1488,1608,1056,"Sec63",26.043519,15.905005,15.576003,1435,1285,1167,19.1748423333333,3.43306451614236
"SECISBP2",19.034999,15.709864,22.32657,19.023811,461,448,376,"Secisbp2",4.593146,3.36271,3.011595,171,222,229,3.655817,4.30081573223346
"SECISBP2L",12.529977,10.900308,12.882769,12.1043513333333,993,1087,878,"Secisbp2l",23.84973,12.335,11.524279,2384,2204,2054,15.903003,0.775267645242288
"SECTM1",0.524029,0.7059,0.641666,0.623865,7,7,4,"Sectm1b",0,0,0,0,0,0,0,1.623865
"SECTM1",0.524029,0.7059,0.641666,0.623865,7,7,4,"Sectm1a",0,0,0,0,0,0,0,1.623865
"SEH1L",13.605252,14.074944,12.795018,13.491738,424,458,322,"Seh1l",11.504891,10.811732,10.457636,463,824,722,10.924753,1.21526525538936
"SEL1L",13.662635,15.734906,19.010197,16.1359126666667,1302,1520,1100,"Sel1l",46.771846,19.819253,18.746836,3163,2002,1979,28.4459783333333,0.58194407646047
"SEL1L2",0,0,0,0,0,0,0,"Sel1l2",0,0,0.018517,0,0,1,0.00617233333333333,0.993865530656279
"SEL1L3",20.340235,27.498308,38.654789,28.8311106666667,785,763,807,"Sel1l3",11.595562,5.902695,6.386845,776,707,747,7.96170066666667,3.32873321440253
"SELE",0,0,0,0,0,0,0,"Sele",0,0,0,0,0,0,0,1
"SELENBP1",0.201959,0.537861,0.590363,0.443394333333333,2,4,5,"Selenbp2",0.437804,0,0,2,0,0,0.145934666666667,1.25957820748361
"SELENBP1",0.201959,0.537861,0.590363,0.443394333333333,2,4,5,"Selenbp1",7.226103,8.714694,8.304118,116,272,283,8.08163833333333,0.158935456396175
"SELENOF",56.117532,59.718893,56.038016,57.2914803333333,694,746,494,"Selenof",103.814624,132.433319,146.836726,1289,2845,3046,127.694889666667,0.452943240281836
"SELENOH",44.463671,48.744581,57.419558,50.20927,232,262,179,"Selenoh",13.707341,23.855134,28.452848,92,241,291,22.0051076666667,2.22599566765775
"SELENOI",15.224833,14.448068,14.844425,14.8391086666667,1691,1721,1177,"Selenoi",14.228505,6.05242,7.08933,1125,780,746,9.12341833333333,1.56460082406289
"SELENOK",32.041671,35.395357,32.848373,33.428467,273,328,199,"Selenok",97.683221,103.718885,103.563345,897,1717,1547,101.655150333333,0.33537983129153
"SELENOM",11.586279,22.291402,16.45149,16.7763903333333,58,130,66,"Selenom",66.397839,116.708516,128.973498,481,1623,1834,104.026617666667,0.169256048878504
"SELENON",15.932094,17.025066,21.866063,18.2744076666667,833,863,683,"Selenon",5.767012,5.553013,4.662998,289,441,412,5.32767433333333,3.04604925148118
"SELENOO",6.800384,7.388356,9.261561,7.816767,138,178,134,"Selenoo",8.416716,9.545933,10.746466,263,551,638,9.569705,0.834154501000737
"SELENOP",0.222994,0.317848,2.24932,0.930054,6,8,21,"Selenop",135.754079,165.592649,188.398212,3582,7818,7943,163.248313333333,0.0117508299527135
"SELENOS",22.891638,16.917002,19.850542,19.886394,283,258,171,"Selenos",24.407128,31.882099,32.713007,309,726,780,29.6674113333333,0.681061527266827
"SELENOT",73.783588,86.140988,77.321724,79.0821,1606,1783,1143,"Selenot",60.740679,41.260384,38.403423,2736,3184,2803,46.8014953333333,1.67530533180113
"SELENOV",0.531637,0.555108,1.561791,0.882845333333333,10,8,9,"Selenov",0.252559,1.041059,2.102507,4,27,17,1.13204166666667,0.883118450624402
"SELENOW",558.902883,657.256178,672.083412,629.414157666667,1539,1896,1338,"Selenow",425.979326,570.944477,568.428308,3308,8161,8238,521.784037,1.20587874351387
"SELL",0,0,0,0,0,0,0,"Sell",0.031807,0.098696,0.107141,2,5,5,0.0792146666666667,0.926599712630542
"SELP",0.041524,0.038037,0,0.0265203333333333,1,1,0,"Selp",0,0.10274,0,0,2,0,0.0342466666666667,0.99252950617841
"SELPLG",0.606212,0.466651,0.434302,0.502388333333333,15,16,9,"Selplg",15.417617,17.063892,12.809085,274,495,469,15.0968646666667,0.0933342215670405
"SEMA3A",9.239908,11.058983,4.237814,8.17890166666667,709,566,294,"Sema3a",8.987307,3.321476,2.122593,384,268,201,4.81045866666667,1.57972067150637
"SEMA3B",1.216518,1.069871,2.944736,1.74370833333333,29,35,47,"Sema3b",1.780254,1.579864,3.73016,55,100,104,2.363426,0.815748089398528
"SEMA3C",18.578052,31.104027,57.852195,35.844758,1096,1842,2341,"Sema3c",6.663715,5.334895,6.011375,435,683,562,6.00332833333333,5.26103536009188
