"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"UCP3",44,0.872603,45,0.957893,44,0.917392,0.915962666667,3.396,1.85143,2.1193,2.45557666666667,0.554455262170521
"UEVLD",742,2.1919,935,2.96462,1087,3.37586,2.84412666667,7.66998,6.49382,5.4184,6.5274,0.510684521437681
"UFC1",1203,34.5606,1216,37.4964,1166,35.217,35.758,157.25953,145.98657,100.04384,134.42998,0.271417008257699
"UFL1",806,4.1805,1190,6.62491,1309,7.1379,5.98110333333,7.93504,9.47821,8.2587,8.55731666666667,0.730445958506136
"UFM1",1866,23.6721,2346,31.9443,2348,31.3156,28.9773333333,43.10432,46.36863,43.43463,44.3025266666667,0.661714379727017
"UFSP1",38,6.67192,37,6.97284,17,3.13801,5.59425666667,2.10386,2.76333,4.1512,3.00613,1.64604160790339
"UFSP2",748,4.94176,924,6.55228,945,6.56372,6.01925333333,33.03229,19.61962,25.84666,26.16619,0.258381956885747
"UGCG",990,4.48574,755,3.67186,1483,7.06444,5.07401333333,10.50274,8.75975,12.89056,10.7176833333333,0.518362986995154
"UGDH",359,2.1219,392,2.48689,597,3.70973,2.77284,11.46356,12.93237,12.3662,12.2540433333333,0.284655776740331
"UGGT1",1624,2.71551,1872,3.35979,2058,3.61784,3.23104666667,9.3597,10.25194,6.35789,8.65651,0.438154847524623
"UGGT2",985,0.683114,1164,0.866464,1400,1.02076,0.856779333333,9.04495,10.39011,16.32076,11.9186066666667,0.143729070885328
"UGP2",2468,8.51702,2524,9.34916,2661,9.65441,9.17353,138.15912,128.57761,95.67416,120.80363,0.0835240296204637
"UGT1A1",0,0,1,0.0143666,0,0,0.00478886666667,0,0,0,0,1.00478886666667
"UGT1A10",3,0.00382966,6,0.00822112,5,0.00671039,0.00625372333333,0,0,0.24033,0.08011,0.93162152311647
"UGT1A3",0,0,4,0.0169726,1,0.00415609,0.00704289666667,0,0,0,0,1.00704289666667
"UGT1A4",1,0.00320419,6,0.0206353,2,0.00673732,0.01019227,0.0497,0,0,0.0165666666666667,0.993729484867364
"UGT1A5",1,0.00289678,5,0.0155463,2,0.00609093,0.00817800333333,0,0,0,0,1.00817800333333
"UGT1A6",1,0.00213846,5,0.0114765,4,0.00899287,0.00753594333333,0,0.44213,0.08739,0.176506666666667,0.856379289535118
"UGT1A7",1,0.00191216,5,0.0102621,4,0.00804124,0.0067385,0,0,0,0,1.0067385
"UGT1A8",4,0.00448907,3,0.00361375,5,0.00589936,0.00466739333333,0,0,0,0,1.00466739333333
"UGT1A9",1,0.00172282,5,0.00924592,4,0.00724499,0.00607124333333,0,0,0,0,1.00607124333333
"UGT2A1",9,0.0242514,5,0.0144612,3,0.00849873,0.01573711,0,0,0.13109,0.0436966666666667,0.973211031940953
"UGT3A2",14,0.0673066,14,0.0722434,8,0.040435,0.059995,0.0497,0,0.15294,0.0675466666666667,0.992926148427547
"UGT8",1633,3.59046,1320,3.11514,1227,2.83626,3.18062,23.25844,13.01527,12.3225,16.1987366666667,0.243077156248492
"UHMK1",9315,50.2555,11276,65.2974,8967,50.8611,55.4713333333,12.52378,11.74414,11.77629,12.0147366666667,4.33903003799795
"UHRF1",193,0.570748,169,0.536431,248,0.77104,0.626073,1.07678,2.04486,1.63863,1.58675666666667,0.628614597172521
"UHRF1BP1",1470,2.81822,1722,3.54349,1819,3.66631,3.34267333333,3.32973,2.51463,2.0756,2.63998666666667,1.19304649467489
"UHRF1BP1L",1898,2.89791,2156,3.53328,2152,3.45437,3.29518666667,29.68599,26.88717,11.66705,22.7467366666667,0.180874817747028
"UHRF2",985,1.83249,1166,2.32834,1215,2.37641,2.17908,17.12908,15.1983,12.58468,14.9706866666667,0.199057189359005
"UIMC1",530,0.78714,538,0.857628,678,1.05863,0.901132666667,18.80223,18.37613,20.99632,19.39156,0.0932313499637595
"ULBP1",10,0.178757,8,0.153495,7,0.131552,0.154601333333,0.6792,0.829,2.59996,1.36938666666667,0.487299666861607
"ULBP2",59,1.4272,50,1.29821,40,1.01726,1.24755666667,0.24849,0.6632,1.70418,0.871956666666667,1.20064567021851
"ULBP3",35,0.757773,40,0.929547,38,0.864953,0.850757666667,0.56324,0.69083,0.37142,0.54183,1.20036428572994
"ULK1",1303,7.979,1222,8.03185,1027,6.61169,7.54084666667,157.39206,108.35006,40.79097,102.177696666667,0.082778031906088
"ULK2",1243,2.23618,1379,2.66281,1463,2.76706,2.55535,31.78985,31.77826,15.0317,26.1999366666667,0.13071170141205
"ULK4",256,0.0625031,263,0.068922,471,0.120898,0.0841077,3.42913,2.23829,5.44025,3.70255666666667,0.230535807826523
"UMODL1",6,0.0130219,7,0.0163065,4,0.00912683,0.01281841,0.6792,0.80136,0.89578,0.792113333333333,0.565153102296358
"UMPS",245,2.27171,284,2.82648,311,3.03169,2.70996,7.66998,7.62678,8.58642,7.96106,0.414009056964243
"UNC119",831,24.35,829,26.0732,501,15.4339,21.9523666667,75.27518,42.72104,48.85303,55.6164166666667,0.405401260235768
"UNC119B",861,11.4098,917,13.0433,775,10.7973,11.7501333333,11.11568,19.28802,11.81999,14.0745633333333,0.84580448875136
"UNC13A",4684,9.40153,3110,6.70012,1950,4.11485,6.73883333333,46.2684,34.45869,45.16065,41.96258,0.180129622879492
"UNC13B",1593,1.14362,1665,1.28298,1430,1.07929,1.16863,28.26133,18.73536,15.44682,20.8145033333333,0.09941230230469
"UNC13C",180,0.0479932,308,0.0881452,172,0.0482141,0.0614508333333,34.0428,10.00324,172.20912,72.0850533333333,0.0145235008380186
"UNC13D",540,5.39287,422,4.52355,483,5.07121,4.99587666667,32.13773,28.79387,31.11213,30.6812433333333,0.189256355995393
"UNC45A",1499,10.9507,1320,10.3503,1064,8.17181,9.82427,39.84085,38.57605,49.42109,42.6126633333333,0.248190987953881
"UNC45B",52,0.218747,47,0.212216,33,0.145946,0.192303,0.21536,0.05527,0,0.09021,1.09364526100476
"UNC50",993,17.4576,1143,21.5686,1449,26.7819,21.9360333333,38.54871,59.9642,43.69681,47.40324,0.473853265469419
"UNC5A",117,0.29042,112,0.298401,135,0.3523,0.313707,25.62736,18.56956,75.13666,39.77786,0.0322161829973422
"UNC5B",263,0.508842,327,0.679071,445,0.905159,0.697690666667,10.22112,10.80461,11.44856,10.8247633333333,0.143570794510644
"UNC5C",272,0.12288,364,0.176504,282,0.133937,0.144440333333,3.67762,2.79096,5.4621,3.97689333333333,0.229950745712787
"UNC5CL",47,0.666087,75,1.14087,78,1.16216,0.989705666667,2.25295,1.76853,1.52939,1.85029,0.698071307364163
"UNC5D",516,0.160664,552,0.18448,526,0.172184,0.172442666667,1.65658,1.05006,4.47892,2.39518666666667,0.345324950223748
"UNC79",520,0.24247,509,0.25475,402,0.19707,0.23143,7.76938,6.02405,7.23182,7.00841666666667,0.153766974329091
"UNC80",342,0.262846,617,0.508981,409,0.330474,0.367433666667,11.14881,7.62678,8.80491,9.1935,0.134147610405356
"UNC93A",2,0.00779107,5,0.0209063,0,0,0.00956579,0,0,0,0,1.00956579
"UNC93B1",420,5.28514,393,5.30811,744,9.84279,6.81201333333,21.40307,20.55915,8.52088,16.8277,0.438195242983111
"UNG",442,5.7543,407,5.68729,445,6.09072,5.84410333333,41.39804,36.44828,15.27203,31.03945,0.213614882069761
"UNK",702,2.99163,756,3.45806,991,4.43999,3.62989333333,14.52824,18.04453,18.83332,17.1353633333333,0.25529641994104
"UNKL",1575,5.33787,1317,4.79086,1216,4.3327,4.82047666667,75.05983,45.8436,43.47832,54.7939166666667,0.104320990789079
"UPB1",28,0.142678,25,0.136735,19,0.101787,0.127066666667,3.26347,1.9067,1.92266,2.36427666666667,0.335010101230378
"UPF1",1526,7.3443,1470,7.5937,1434,7.25576,7.39792,31.70702,26.66611,22.54755,26.97356,0.300209197542251
"UPF2",1199,1.7009,1362,2.07385,1410,2.10289,1.95921333333,10.86719,20.78022,16.10227,15.91656,0.174929970001584
"UPF3A",1616,11.6577,1711,13.2483,1962,14.8802,13.2620666667,68.71511,55.40471,67.16199,63.7606033333333,0.220227513837245
"UPF3B",535,1.95991,589,2.31599,626,2.41098,2.22896,11.48013,12.7942,10.15951,11.4779466666667,0.258773345187135
"UPK1A",22,0.321138,41,0.642382,26,0.399007,0.454175666667,0.23192,0.4974,0,0.243106666666667,1.16979154376696
"UPK1B",11,0.060761,23,0.136364,7,0.0406508,0.0792586,3.49539,2.26593,1.26721,2.34284333333333,0.322856470489693
"UPK3A",2,0.0319786,3,0.0514862,8,0.13448,0.0726482666667,0.92769,0,0,0.30923,0.819297042281876
"UPP1",614,5.33419,512,4.77431,803,7.33422,5.81424,45.4898,35.37059,78.06435,52.9749133333333,0.126248280528349
"UPP2",108,0.0727203,145,0.104795,125,0.0884871,0.0886674666667,3.82671,1.79616,3.80162,3.14149666666667,0.262868125774185
"UPRT",279,0.328227,417,0.526558,346,0.427941,0.427575333333,6.84169,11.08094,11.88553,9.93605333333333,0.13053843921753
"UQCR10",1026,58.8641,1000,61.5806,818,49.3395,56.5947333333,203.29601,203.76774,138.34409,181.802613333333,0.315065152970643
"UQCR11",1269,26.6939,1325,29.9163,1124,24.8574,27.1558666667,456.52146,412.01207,266.09171,378.208413333333,0.0742490558666754
"UQCRB",3131,56.3029,3476,67.0916,3098,58.5689,60.6544666667,489.30526,432.04619,356.82813,426.05986,0.144369612884479
"UQCRC1",2283,33.3059,2508,39.272,1975,30.2915,34.2898,244.67748,225.04536,255.16751,241.630116666667,0.14544690694141
"UQCRC2",3947,22.7023,4674,28.8557,3945,23.8555,25.1378333333,283.77286,181.79929,180.16194,215.244696666667,0.120871557713115
"UQCRFS1",1862,41.5334,2111,50.5413,1782,41.7892,44.6213,55.5784,74.44403,67.05275,65.6917266666667,0.684062360958516
"UQCRH",1497,19.9958,1493,21.4051,1390,19.5195,20.3068,376.37592,347.35022,357.41804,360.381393333333,0.0589593166473485
"UQCRQ",930,73.2507,964,81.4979,774,64.0926,72.9470666667,485.04784,513.26038,460.82653,486.37825,0.151724182740407
"URB1",1284,2.7357,1518,3.47149,1419,3.17851,3.12856666667,6.46068,6.99122,4.98144,6.14444666666667,0.577870737832274
"URB2",230,1.18339,228,1.25914,230,1.24413,1.22888666667,2.07073,1.46456,1.94451,1.8266,0.788539824053633
"URGCP",1100,3.80397,1101,4.08669,927,3.37025,3.75363666667,48.1072,32.02696,38.84646,39.6602066666667,0.116911276561883
"URI1",1873,3.51957,2106,4.24767,2025,4.00051,3.92258333333,42.42512,50.56889,41.90524,44.9664166666667,0.107090865251189
"URM1",758,6.39781,816,7.39252,724,6.42449,6.73827333333,55.51213,75.93623,47.38919,59.6125166666667,0.127667910175814
"UROC1",3,0.0143165,4,0.0204887,6,0.0301026,0.0216359333333,0.16566,0.05527,0.39327,0.204733333333333,0.848018316639893
"UROD",917,34.6301,1165,47.2228,938,37.2414,39.6981,103.42055,98.26391,80.44582,94.0434266666667,0.428205310218192
"UROS",863,3.93859,839,4.10991,817,3.92004,3.98951333333,140.94218,185.25345,114.59488,146.93017,0.0337288420159998
"USB1",723,5.72226,581,4.93567,745,6.19903,5.61898666667,33.5127,37.82995,60.1705,43.8377166666667,0.147620957504973
"USE1",256,9.9739,294,12.2946,201,8.23302,10.1671733333,79.30068,83.20378,98.03379,86.8460833333333,0.127122040158876
"USF1",941,24.4376,865,24.1116,926,25.2824,24.6105333333,56.87053,61.3735,68.69138,62.3118033333333,0.404514355695444
"USF2",1610,25.8992,1598,27.5917,1494,25.2668,26.2525666667,287.50018,358.56933,358.02979,334.699766666667,0.0811813691064029
"USH1C",8,0.027663,15,0.0556726,7,0.0254476,0.0362610666667,15.09148,39.21161,9.91918,21.4074233333333,0.0462463287836025
"USH1G",4,0.0974068,5,0.130689,2,0.0512032,0.0930996666667,0.28162,0.0829,0,0.121506666666667,0.974670681107587
"USH2A",55,0.0120022,62,0.0145221,63,0.0144536,0.0136593,0.08283,0.02763,0.02185,0.0441033333333333,0.970841934546708
"USHBP1",1619,8.41378,1725,9.62219,1388,7.58354,8.53983666667,5.03602,5.96879,4.61001,5.20494,1.53745832621589
"USO1",2492,4.85373,2977,6.22367,3055,6.25571,5.77770333333,24.8322,17.60239,20.25347,20.89602,0.30954042485027
"USP1",678,7.63773,766,9.26198,868,10.28,9.05990333333,8.38232,10.19668,6.03016,8.20305333333333,1.09310496950976
"USP10",1231,2.69003,1308,3.06794,1433,3.29218,3.01671666667,36.16323,43.66057,48.50346,42.7757533333333,0.0917566543306393
"USP11",2389,26.6869,2539,30.4428,2159,25.3555,27.4950666667,358.6836,235.8776,334.14949,309.57023,0.0917507987378571
"USP12",3588,5.93265,3917,6.95169,4880,8.4831,7.12248,15.3234,20.22755,10.46539,15.33878,0.497128916602096
"USP13",649,0.831461,711,0.977704,1075,1.44792,1.085695,2.58427,2.26593,3.25541,2.70187,0.563416597557451
"USP14",4093,12.7126,4195,13.985,4084,13.3357,13.3444333333,28.94052,24.48308,22.32907,25.25089,0.546436076388267
"USP15",1803,2.00506,2242,2.67613,2406,2.81297,2.49805333333,15.53876,14.2864,11.12084,13.6486666666667,0.238796705046876
"USP16",1479,8.65304,1732,10.8765,2187,13.452,10.9938466667,19.79618,18.68009,14.94431,17.80686,0.637737860902883
"USP18",161,1.033,187,1.28783,269,1.81453,1.37845333333,2.63397,3.61996,2.29408,2.84933666666667,0.617886544953633
"USP19",1443,19.5525,1503,21.8593,1238,17.6358,19.6825333333,32.27026,25.72658,27.07017,28.35567,0.704549864925583
"USP2",146,0.962602,139,0.983669,142,0.984284,0.976851666667,35.73252,33.68496,35.15408,34.8571866666667,0.0551312540229128
"USP20",1500,5.55883,1347,5.35796,993,3.86883,4.92854,60.63098,35.59165,57.87642,51.36635,0.113212778816931
"USP21",466,12.9757,453,13.5389,389,11.3876,12.6340666667,42.95523,41.89204,47.2144,44.0205566666667,0.302840917042563
"USP22",5507,21.7835,5445,23.118,4907,20.4064,21.7693,118.74395,106.63679,111.5361,112.305613333333,0.200954739400378
"USP24",1986,2.32845,2586,3.25429,3000,3.69782,3.09352,18.28869,14.83907,15.709,16.27892,0.236908325288849
"USP25",1634,1.90248,2018,2.52192,2061,2.52281,2.31573666667,22.28106,14.14823,10.81496,15.7480833333333,0.197977081954851
"USP28",442,0.993822,528,1.27427,513,1.21267,1.160254,10.40335,11.08094,10.05027,10.51152,0.18766018736014
"USP29",2,0.0273202,1,0.014662,6,0.0861675,0.0427165666667,0,0,0,0,1.0427165666667
"USP3",589,1.14166,653,1.35855,915,1.86458,1.45493,12.14276,11.90994,9.98472,11.3458066666667,0.198847273919188
"USP30",330,0.887822,372,1.07422,359,1.01542,0.992487333333,12.27529,11.74414,13.28383,12.43442,0.148312121649688
"USP31",1269,2.52311,1081,2.30696,855,1.78722,2.20576333333,6.39441,4.28316,5.85537,5.51098,0.492362644844555
"USP32",4199,2.99237,4674,3.57518,4532,3.39545,3.321,42.27603,34.32052,47.1707,41.25575,0.10225827254279
"USP33",3493,9.55475,3652,10.7224,3572,10.2724,10.1831833333,36.1301,35.03899,45.2262,38.79843,0.280995590361228
"USP34",4587,2.82537,5452,3.60448,5661,3.66587,3.36524,71.61413,65.62902,65.65445,67.6325333333333,0.0636030725953095
"USP35",1198,7.92133,1120,7.94877,973,6.76382,7.54464,12.25872,8.64921,17.0636,12.6571766666667,0.625652007625783
"USP37",605,0.894937,660,1.0479,847,1.31722,1.08668566667,4.24086,3.78576,2.35963,3.46208333333333,0.467648295826688
"USP38",494,2.21524,583,2.8061,635,2.99368,2.67167333333,3.76045,3.81339,2.42517,3.33300333333333,0.847373761539532
"USP39",1127,4.24067,1289,5.206,1434,5.67281,5.03982666667,32.51875,38.07865,27.74747,32.7816233333333,0.178790302854106
"USP4",1808,4.96871,1880,5.54554,2025,5.85071,5.45498666667,67.17449,46.0923,71.68461,61.6504666666667,0.10303174118421
"USP40",1271,2.433,1406,2.88883,1280,2.57599,2.63260666667,32.89976,25.80948,28.44662,29.0519533333333,0.120877555823992
"USP41",58,0.252173,65,0.303336,106,0.484522,0.346677,0,0,0.34957,0.116523333333333,1.20613422021334
"USP42",392,1.2082,391,1.29351,469,1.51972,1.34047666667,4.00893,3.70286,3.67053,3.79410666666667,0.488198705077484
"USP43",63,0.129498,54,0.11914,48,0.103729,0.117455666667,1.9879,10.39011,15.14094,9.17298333333333,0.109845423908785
"USP44",248,1.24081,343,1.84199,264,1.38866,1.49048666667,0.59637,0.7461,0.87394,0.738803333333333,1.43229922494781
"USP45",692,1.35301,863,1.81112,887,1.8233,1.66247666667,12.49064,9.69928,5.65874,9.28288666666667,0.258923078020569
"USP46",1766,4.51433,1939,5.32012,1704,4.57942,4.80462333333,23.4241,31.6401,19.83835,24.9675166666667,0.223534017820854
"USP47",3343,4.84804,4286,6.67148,3909,5.95982,5.82644666667,59.48794,55.01784,35.6566,50.0541266666667,0.133709988053267
"USP48",1892,3.13867,2236,3.98141,2095,3.65382,3.5913,31.65732,25.50551,24.47021,27.2110133333333,0.162748496331929
"USP49",279,0.462149,299,0.531606,361,0.628671,0.540808666667,2.46831,5.11216,3.73608,3.77218333333333,0.322872898847907
"USP5",5889,70.9275,5306,68.5931,4312,54.5996,64.7067333333,66.41246,47.36343,60.43268,58.0695233333333,1.11236268087881
"USP50",128,0.484571,151,0.613571,158,0.628843,0.575661666667,3.09781,1.4093,1.90081,2.13597333333333,0.502447406015464
"USP51",57,2.17088,67,2.73891,83,3.32337,2.74438666667,1.88851,1.60273,1.55124,1.68082666666667,1.3967283723441
"USP53",3967,8.35672,6055,13.6908,10994,24.3482,15.46524,9.11121,9.72691,7.51585,8.78465666666667,1.68276113929394
"USP54",2102,2.85959,3295,4.81135,2524,3.60993,3.76029,63.72879,48.74509,33.71209,48.7286566666667,0.0957252883766483
"USP6",576,1.71727,627,2.00643,610,1.91198,1.87856,10.51931,10.44538,22.5257,14.4967966666667,0.185751937120768
"USP6NL",994,1.10039,1198,1.4235,1118,1.30118,1.27502333333,3.28004,3.45416,2.33778,3.02399333333333,0.565364588078343
"USP7",3419,8.2479,3661,9.47947,3299,8.3669,8.69809,42.01097,40.78671,43.84975,42.21581,0.224410695992971
"USP8",2210,4.28783,2587,5.38744,2441,4.97911,4.88479333333,12.73913,15.06013,16.69218,14.83048,0.371738149022013
"USP9X",6467,7.4753,6449,8.00126,6752,8.20533,7.89396333333,22.7449,27.96487,12.89056,21.20011,0.40062699389012
"USP9Y",1917,1.03623,2381,1.38144,2334,1.32639,1.24802,0,0,0,0,2.24802
"USPL1",785,3.1835,877,3.81747,1068,4.55349,3.85148666667,5.91401,4.75292,2.99323,4.55338666666667,0.873608656820223
"UST",2528,1.33846,2342,1.33093,1838,1.02308,1.23082333333,27.33364,30.03737,24.22988,27.2002966666667,0.0791063781951939
"UTF1",0,0,2,0.279453,0,0,0.093151,0.23192,0,0,0.0773066666666667,1.01470735661774
"UTP14A",439,3.24406,434,3.44235,523,4.06317,3.58319333333,5.93057,6.79778,5.00328,5.91054333333333,0.663217508704815
"UTP14C",1041,20.411,1119,23.5496,1140,23.4994,22.4866666667,6.6429,6.02405,3.80162,5.48952333333333,3.61916668764578
"UTP15",395,3.84692,429,4.4845,429,4.3925,4.24130666667,2.23639,2.76333,3.91086,2.97019333333333,1.32016408940706
"UTP18",719,3.35933,752,3.77122,962,4.72538,3.95197666667,26.55504,22.18952,26.30548,25.01668,0.190338531537075
"UTP20",748,1.22683,925,1.62842,993,1.71227,1.52250666667,3.4457,2.70806,2.09745,2.75040333333333,0.672596102997811
"UTP23",2547,5.3636,3032,6.85325,3003,6.64845,6.28843333333,25.26291,23.54355,16.58294,21.7964666666667,0.319717675546064
"UTP3",398,34.4209,469,43.5364,495,45.0073,40.9882,13.65025,11.66124,5.89907,10.40352,3.68203852845437
"UTP6",814,3.48499,879,4.0393,901,4.05546,3.85991666667,41.92814,33.74022,38.54058,38.0696466666667,0.124391108732917
"UTRN",4981,1.5338,7707,2.54729,7066,2.28751,2.12286666667,46.51688,39.84718,13.54601,33.3033566666667,0.0910367663729118
"UTS2",228,3.81892,298,5.35751,415,7.3079,5.49477666667,7.68655,6.68725,3.77977,6.05119,0.921089442586287
"UTY",844,0.634736,1207,0.974313,1311,1.03655,0.881866333333,0,0,0,0,1.881866333333
"UVRAG",1037,0.550609,1160,0.661093,1311,0.731821,0.647841,13.40177,14.31403,26.6332,18.1163333333333,0.0862006835341506
"UVSSA",612,2.61779,498,2.28641,780,3.50765,2.80395,6.34472,8.01365,5.52765,6.62867333333333,0.498638470122809
"UXS1",1483,2.5642,1581,2.93415,1424,2.58856,2.69563666667,25.47826,26.38977,18.5056,23.4578766666667,0.151102105756659
"UXT",425,10.0538,431,10.9435,475,11.8133,10.9368666667,69.85815,87.26587,50.49166,69.2052266666667,0.17002817644014
"VAC14",1365,2.0969,1240,2.0446,1040,1.67965,1.94038333333,37.00809,31.41903,51.23451,39.88721,0.0719145017067684
"VAMP1",10558,210.773,9932,212.819,7991,167.715,197.102333333,31.07752,25.56078,81.31976,45.98602,4.2161973568521
"VAMP2",6065,240.916,5612,239.273,4413,184.292,221.493666667,463.18093,440.80594,501.15869,468.381853333333,0.474014206316143
"VAMP3",1997,34.4159,2387,44.1544,2618,47.4339,42.0014,87.71613,56.31661,58.8596,67.63078,0.626561434971306
"VAMP4",1320,5.50168,1644,7.35467,1451,6.35809,6.40481333333,14.37915,17.21553,16.10227,15.8989833333333,0.438180995108976
"VAMP5",151,2.9389,172,3.59316,288,5.89303,4.14169666667,56.29073,74.77563,39.76409,56.9434833333333,0.0887364095301485
"VAMP7",1708,4.77991,1840,5.52701,2005,5.89908,5.402,0,0,0,0,6.402
"VAMP8",317,2.7054,199,1.82291,667,5.98462,3.50431,18.93476,12.37971,6.88225,12.73224,0.328009851269713
"VANGL1",284,0.881958,283,0.943314,305,0.995789,0.940353666667,0.82829,1.4922,0.61176,0.977416666666667,0.981256858696279
"VANGL2",234,1.45443,244,1.62782,294,1.92115,1.6678,7.71968,7.29518,5.28731,6.76739,0.343461574608717
"VAPA",4108,15.5946,4301,17.5248,4461,17.8039,16.9744333333,160.44017,141.12312,157.70178,153.088356666667,0.116650172161829
"VAPB",3680,10.3726,3670,11.1031,3522,10.4368,10.6375,29.23871,27.6609,29.23316,28.7109233333333,0.391690957209116
"VARS2",685,9.7649,784,11.9959,480,7.19377,9.65152333333,34.83796,38.13391,48.26312,40.4116633333333,0.257210710122728
"VASH1",2204,17.8688,2167,18.8575,1777,15.1464,17.2909,23.3744,27.46747,22.85343,24.5651,0.715463659441974
"VASH2",75,0.315584,79,0.356797,50,0.221188,0.297856333333,11.66235,11.02568,10.90235,11.1967933333333,0.106409635538057
"VASN",146,2.18168,175,2.80684,168,2.63929,2.54260333333,7.05705,8.56631,13.41492,9.67942666666667,0.331722239770362
"VASP",1028,8.80131,884,8.12357,933,8.39796,8.44094666667,24.7328,27.93724,30.65331,27.77445,0.328101724504552
"VAT1",13067,217.057,12580,224.295,7903,138.016,193.122666667,85.62883,84.19858,46.62449,72.1506333333333,2.65373870083148
"VAT1L",21938,20.0087,18289,17.9041,15360,14.7283,17.5470333333,149.63925,106.63679,16.4737,90.91658,0.201781151271076
"VAV1",301,0.621132,237,0.524936,686,1.48826,0.878109333333,3.57822,2.1554,2.09745,2.61035666666667,0.52020049727303
"VAV2",1714,1.29788,1529,1.24271,1373,1.09303,1.21120666667,19.84588,37.55362,28.00965,28.4697166666667,0.075033183782561
"VAV3",251,0.111287,212,0.10089,468,0.218151,0.143442666667,3.23034,2.54226,14.90061,6.89107,0.144903373898217
"VAX2",58,0.156371,60,0.173628,45,0.12755,0.152516333333,1.04365,0.52503,3.62684,1.73184,0.421882809144386
"VBP1",1482,6.04422,1661,7.27113,1615,6.92472,6.74669,43.13745,30.61766,33.55915,35.77142,0.21067149432902
"VCAM1",215,1.94573,259,2.51584,567,5.39466,3.28541,1.22587,2.29356,1.59493,1.70478666666667,1.58438003736586
"VCAN",505,0.797057,795,1.34681,1201,1.99287,1.37891233333,16.91372,17.76819,18.70223,17.7947133333333,0.126573483252383
"VCL",5055,6.99926,5191,7.71476,6156,8.96123,7.89175,14.95895,21.52632,22.08874,19.52467,0.433222556075201
"VCP",7521,79.3233,7194,81.4397,6658,73.8257,78.1962333333,136.15465,104.34323,142.3642,127.620693333333,0.615734772382661
"VCPIP1",772,3.48091,880,4.25891,1031,4.88733,4.20905,3.03155,2.84623,3.58314,3.15364,1.25409279571653
"VDAC1",4974,26.2484,5120,29.0006,4409,24.4611,26.5700333333,171.19141,143.91408,146.27506,153.793516666667,0.178108450062993
"VDAC2",4099,33.6272,4344,38.251,3938,33.9646,35.2809333333,91.50971,83.14851,77.51814,84.0587866666667,0.426539511731808
"VDAC3",4692,57.2648,5043,66.0631,4095,52.5438,58.6239,107.41292,80.99312,98.64554,95.68386,0.616689279886012
"VDR",77,0.132515,58,0.107138,116,0.209879,0.149844,0.08283,0.05527,0.17479,0.104296666666667,1.04124555901343
"VEGFA",1357,14.5404,761,8.75229,650,7.32231,10.205,45.12535,58.08514,35.54735,46.2526133333333,0.237129741818865
"VEGFB",393,16.1318,471,20.7515,408,17.6071,18.1634666667,149.97056,241.04502,199.17005,196.728543333333,0.0969180591918587
"VEGFC",166,0.265119,133,0.227995,135,0.226676,0.23993,3.04811,5.69245,5.59319,4.77791666666667,0.214598110622341
"VEPH1",106,0.0676144,90,0.0616192,204,0.136805,0.0886795333333,0.94425,2.0725,0.6336,1.21678333333333,0.491107776282436
"VEZF1",1140,11.9163,1375,15.4269,1384,15.2093,14.1841666667,15.57189,16.24836,9.46036,13.7602033333333,1.02872340738079
"VEZT",3286,6.74937,3304,7.28411,3051,6.58834,6.87394,27.76435,24.40018,25.34415,25.8362266666667,0.293407120822252
"VGF",2032,115.971,467,28.6078,1068,64.0821,69.5536333333,49.96258,39.51558,82.52142,57.3331933333333,1.20949375992731
"VGLL1",3,0.0213108,1,0.00762464,1,0.00746822,0.0121345533333,0,0,0,0,1.0121345533333
"VGLL2",1,0.0218156,2,0.0468314,1,0.0229353,0.0305274333333,0.06626,0.05527,0,0.04051,0.990406082914436
"VGLL3",790,1.2026,1449,2.36756,1965,3.1448,2.23832,0.23192,0.44213,0.19664,0.29023,2.50987808375251
"VGLL4",2746,2.22835,3246,2.8273,2802,2.3905,2.48205,54.56788,37.44308,61.35032,51.1204266666667,0.0668077800335224
"VHLL",0,0,0,0,1,0.271695,0.090565,0.53011,0,0.41512,0.315076666666667,0.829278647886182
"VIL1",281,1.43644,301,1.65154,362,1.94549,1.67782333333,0,0,0.26218,0.0873933333333333,2.46260782666499
"VILL",187,1.70772,187,1.83298,232,2.22742,1.92270666667,24.07017,43.21844,36.98935,34.75932,0.081732724969882
"VIM",49917,932.37,52635,1055.25,67654,1328.53,1105.38333333,310.01316,388.74486,235.00143,311.25315,3.54322553136774
"VIP",24,0.467474,42,0.878084,7,0.143345,0.496301,1.34183,1.63036,19.00811,7.32676666666667,0.179697721804782
"VIPAS39",722,4.03263,742,4.44832,764,4.48625,4.3224,13.2858,11.82704,9.35112,11.4879866666667,0.426201608158881
"VIPR1",88,0.318457,156,0.605945,123,0.467963,0.464121666667,33.13168,16.1102,42.01448,30.4187866666667,0.0466001975887993
"VIPR2",15,0.0224562,6,0.00964134,27,0.042496,0.0248645133333,2.17013,2.51463,7.20997,3.96491,0.206421569239583
"VIT",1940,2.86967,2954,4.69008,2804,4.3606,3.97345,1.06021,0.77373,0.87394,0.902626666666667,2.61399153451019
