"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"OR51E1",7,0.101325,7,0.108757,8,0.121744,0.110608666667,0,0.19343,0,0.0644766666666667,1.04333772777265
"OR51E2",60,0.592736,48,0.508969,53,0.550458,0.550721,0.26505,0.0829,0.30588,0.217943333333333,1.27322918690798
"OR52H1",5,0.215944,8,0.370854,2,0.0908114,0.2258698,0,0,0.24033,0.08011,1.13494903296886
"OR52I1",2,0.118,1,0.0633275,0,0,0.0604425,0,0.1658,0,0.0552666666666667,1.00490476340893
"OR52I2",0,0,0,0,2,0.031672,0.0105573333333,0,0,0,0,1.0105573333333
"OR52K2",1,0.163729,0,0,0,0,0.0545763333333,0,0,0,0,1.0545763333333
"OR52W1",0,0,1,0.168324,0,0,0.056108,0,0,0,0,1.056108
"OR56A4",0,0,1,0.024995,0,0,0.00833166666667,0,0,0,0,1.00833166666667
"OR56B1",3,0.252455,5,0.451621,5,0.442355,0.382143666667,0,0,0,0,1.382143666667
"OR56B4",0,0,1,0.162772,4,0.637729,0.266833666667,0.0994,0,0,0.0331333333333333,1.22620539459282
"OR5AK2",1,0.175401,0,0,1,0.184404,0.119935,0,0,0,0,1.119935
"OR5AU1",0,0,2,0.0350786,0,0,0.0116928666667,0,0,0,0,1.0116928666667
"OR5C1",0,0,1,0.194717,0,0,0.0649056666667,0,0,0,0,1.0649056666667
"OR5V1",1,0.00223346,1,0.00239728,1,0.0023481,0.00232628,0,0,0,0,1.00232628
"OR6A2",3,0.065891,5,0.117873,3,0.0692731,0.0843457,0,0,0,0,1.0843457
"OR6B2",46,5.38616,56,7.03802,30,3.69302,5.3724,0,0.13817,0,0.0460566666666667,6.09183058916502
"OR6B3",48,4.29808,41,3.94056,19,1.78865,3.34243,0,0,0,0,4.34243
"OR6F1",2,0.0670501,1,0.035984,1,0.0352458,0.0460933,0,0,0,0,1.0460933
"OR6K3",0,0,0,0,1,0.0417993,0.0139331,0,0,0,0,1.0139331
"OR7D4",3,0.0562698,2,0.0402647,3,0.059158,0.0518975,0,0,0,0,1.0518975
"OR8D4",1,0.0247344,0,0,1,0.026004,0.0169128,0,0.13817,0,0.0460566666666667,0.972139304116731
"OR8S1",3,0.212013,3,0.227564,3,0.222896,0.220824333333,0.34788,0.46977,0.17479,0.330813333333333,0.917352045365491
"OR9A2",0,0,0,0,1,0.176942,0.0589806666667,0,0,0,0,1.0589806666667
"OR9H1P",0,0,4,0.080168,0,0,0.0267226666667,0,0,0,0,1.0267226666667
"ORAI1",150,1.62481,156,1.81374,143,1.62849,1.68901333333,7.40493,17.21553,9.54775,11.3894033333333,0.217041391016409
"ORAI2",942,6.93788,797,6.30049,780,6.03961,6.42599333333,34.27473,30.3137,17.45687,27.3484333333333,0.26195427613272
"ORAI3",209,4.93807,239,6.06107,220,5.46477,5.48797,6.24532,13.31924,9.94102,9.83519333333333,0.598786731385811
"ORC1",41,0.226702,29,0.172112,42,0.244152,0.214322,0.33132,0.19343,0.21848,0.247743333333333,0.973214576715831
"ORC2",535,1.70854,627,2.14921,663,2.22599,2.02791333333,8.7302,6.38329,8.06206,7.72518333333333,0.347031485488939
"ORC3",1558,3.51714,1839,4.456,1617,3.8377,3.93694666667,18.48748,12.43497,10.57463,13.83236,0.332849706093299
"ORC4",1168,2.23718,1507,3.09821,1220,2.45672,2.59737,23.10935,24.86994,20.64674,22.8753433333333,0.150673016499728
"ORC5",524,1.12037,646,1.48253,608,1.3667,1.3232,10.35365,6.71488,8.01836,8.36229666666667,0.248144240960818
"ORC6",84,1.67673,81,1.73544,138,2.89601,2.10272666667,9.70758,6.16222,9.11078,8.32686,0.332665727444177
"ORM1",2,0.102163,5,0.274142,2,0.107407,0.161237333333,1.62345,9.97561,4.04195,5.21367,0.186884294359533
"ORM2",5,0.25782,7,0.387423,3,0.162632,0.269291666667,0,0.52503,1.57309,0.699373333333333,0.746917491153798
"ORMDL1",1173,14.5355,1379,18.3416,1772,23.0853,18.6541333333,46.99729,45.512,40.52879,44.3460266666667,0.433425699626899
"ORMDL2",512,23.2993,578,28.2319,542,25.9304,25.8205333333,15.00865,13.1258,10.50908,12.8811766666667,1.93215128496311
"ORMDL3",725,19.3045,747,21.3492,662,18.5318,19.7285,90.73111,108.81982,90.3213,96.6240766666667,0.21232979309783
"OS9",3993,25.2717,4266,28.9798,4333,28.8311,27.6942,151.70998,116.83347,101.52953,123.35766,0.230739304679744
"OSBP",1819,7.68005,1757,7.9624,1849,8.20742,7.94995666667,15.43936,17.38133,9.5696,14.1300966666667,0.591533343365068
"OSBP2",577,0.47094,520,0.455547,445,0.381846,0.436111,28.50981,16.22073,37.38262,27.3710533333333,0.0506188819684288
"OSBPL10",759,0.315939,1005,0.449022,942,0.41224,0.392400333333,8.49828,10.14141,19.42323,12.68764,0.101726837740692
"OSBPL11",470,1.23212,590,1.66015,763,2.1029,1.66505666667,11.447,7.59915,5.37471,8.14028666666667,0.291572547323826
"OSBPL1A",2439,1.80673,2659,2.11417,2481,1.93217,1.95102333333,82.96173,104.53666,96.83213,94.77684,0.0308114501724008
"OSBPL2",1091,2.96455,1067,3.11199,1077,3.07672,3.05108666667,34.49008,37.16675,33.64654,35.1011233333333,0.112214975397441
"OSBPL3",5290,4.99288,3892,3.94284,4808,4.77088,4.56886666667,1.82224,5.05689,8.71751,5.19888,0.89836658665275
"OSBPL5",943,2.06876,923,2.1734,1214,2.79998,2.34738,31.11065,49.40829,39.17419,39.89771,0.0818476144507846
"OSBPL6",956,0.801353,1060,0.953701,685,0.603663,0.786239,6.54351,11.74414,9.76624,9.35129666666667,0.172561859399901
"OSBPL7",557,6.72802,437,5.66571,389,4.93992,5.77788333333,19.56426,24.70414,36.88011,27.0495033333333,0.24164004805302
"OSBPL8",3118,2.61864,4963,4.47389,2681,2.3672,3.15324333333,20.27659,14.39693,13.41492,16.02948,0.2438855052139
"OSBPL9",5017,3.96144,5533,4.68933,5653,4.69274,4.44783666667,34.45695,36.58645,27.15757,32.7336566666667,0.161495586455446
"OSCAR",86,1.87216,86,2.00948,116,2.65486,2.17883333333,2.26952,0.88426,2.44702,1.86693333333333,1.10879220537508
"OSCP1",225,1.13523,259,1.40262,221,1.17228,1.23671,28.34415,30.9769,23.98955,27.7702,0.0777439850956893
"OSGEP",592,11.9026,786,16.9623,906,19.1508,16.0052333333,86.07611,67.06595,92.61538,81.9191466666667,0.20508210729255
"OSGEPL1",372,3.9225,433,4.9006,455,5.04394,4.62234666667,6.27845,7.57152,7.12258,6.99085,0.703598073630465
"OSGIN1",229,1.14231,211,1.12972,179,0.93873,1.07025333333,7.00735,10.25194,8.30239,8.52056,0.217450794210635
"OSGIN2",1367,9.17103,1528,11.0031,1732,12.2162,10.7967766667,5.83118,7.76495,6.75116,6.78243,1.51582175062288
"OSM",116,5.03731,57,2.65678,124,5.66109,4.45172666667,1.29214,0.22107,0.96133,0.824846666666667,2.9874984930259
"OSMR",3802,6.65944,4962,9.32874,6958,12.8129,9.60036,9.07808,8.62158,3.93271,7.21079,1.2910280253179
"OSR1",9,0.22024,4,0.105064,12,0.308726,0.211343333333,0.16566,0.13817,1.74787,0.6839,0.719367737593087
"OSR2",250,5.67057,481,11.7104,569,13.5687,10.3165566667,0.5798,0.38687,0.50251,0.489726666666667,7.59639799697036
"OST4",842,124.342,993,157.397,893,138.642,140.127,178.91109,187.90624,116.29905,161.038793333333,0.870945759943329
"OSTC",984,9.97354,808,8.79034,1120,11.9347,10.23286,23.49036,21.83028,14.63843,19.9863566666667,0.535245835111605
"OSTF1",1270,3.77634,1540,4.91506,1468,4.58915,4.42685,36.51111,25.45024,42.03633,34.6658933333333,0.152157972023319
"OSTM1",1099,1.54279,1424,2.14566,1424,2.10164,1.93003,23.82168,18.26559,17.36948,19.8189166666667,0.14073883127124
"OSTN",12,0.031584,18,0.0508509,25,0.0691774,0.0505374333333,0.0994,0.0829,0.48066,0.220986666666667,0.860400413872906
"OTC",34,0.0862574,28,0.0762458,21,0.0560112,0.0728381333333,3.49539,0.30397,0,1.26645333333333,0.473355492281612
"OTOA",34,0.0606315,29,0.0555083,33,0.0618688,0.0593362,0.28162,0.13817,0.41512,0.278303333333333,0.828704871822285
"OTOF",933,1.60592,639,1.18055,202,0.365537,1.050669,32.99916,14.7838,1.02687,16.2699433333333,0.118742080412153
"OTOG",2,0.00350176,2,0.0037586,3,0.00552224,0.00426086666667,0.16566,0.19343,0.17479,0.17796,0.852542417965525
"OTOGL",52,0.0322892,65,0.043322,99,0.0646291,0.0467467666667,0.6295,0.27633,2.7529,1.21957666666667,0.4715974818021
"OTOL1",1,0.0244848,1,0.0262807,0,0,0.0169218333333,0,0.19343,0,0.0644766666666667,0.955325621666954
"OTOP1",51,0.233929,80,0.393862,53,0.255581,0.294457333333,0.44728,0.0829,0.13109,0.220423333333333,1.06066255698132
"OTOP2",1,0.0181261,4,0.0778223,0,0,0.0319828,0,0,0,0,1.0319828
"OTOP3",1,0.0123106,1,0.0132135,1,0.0129424,0.0128221666667,0,0,0,0,1.0128221666667
"OTOR",0,0,0,0,2,0.0169238,0.00564126666667,0,0,0,0,1.00564126666667
"OTOS",10,0.315512,11,0.37252,5,0.165853,0.284628333333,2.25295,4.89109,8.04021,5.06141666666667,0.211935328649738
"OTP",3,0.047745,0,0,1,0.0167319,0.0214923,0,0,0.06555,0.02185,0.999649948622596
"OTUB1",1609,17.6133,1649,19.3752,1234,14.2016,17.0633666667,134.99504,115.67287,127.09216,125.920023333333,0.142320858382288
"OTUB2",92,0.711448,93,0.771931,55,0.447153,0.643510666667,1.02708,0.829,0.96133,0.939136666666667,0.847547619989136
"OTUD1",791,47.1145,521,33.3086,524,32.8132,37.7454333333,4.37338,5.52665,5.72428,5.20810333333333,6.24110638192234
"OTUD3",720,4.11716,445,2.73128,485,2.91571,3.25471666667,8.0013,14.42457,7.71249,10.04612,0.385177480117
"OTUD4",2634,6.59705,3061,8.22882,3188,8.39441,7.74009333333,11.16538,9.61638,6.68561,9.15579,0.860602014548351
"OTUD5",1488,7.1496,1378,7.10671,1361,6.87503,7.04378,83.93912,72.261,62.39904,72.8663866666667,0.108896351412162
"OTUD6B",308,3.18386,444,4.92637,423,4.59708,4.23577,6.04653,4.64239,4.1512,4.94670666666667,0.880448674112058
"OTUD7A",736,0.325192,656,0.311105,596,0.276852,0.304383,7.75281,10.61118,12.3662,10.2433966666667,0.116013251037127
"OTUD7B",1947,4.66487,2288,5.88397,2408,6.06552,5.53812,9.72415,9.39531,4.0638,7.72775333333333,0.749118329803088
"OVCA2",384,47.7809,413,55.1587,387,50.6259,51.1885,0,0,0,0,52.1885
"OVCH2",7,0.0720027,7,0.0772839,7,0.0756984,0.074995,0,0.0829,0,0.0276333333333333,1.04608809886795
"OVGP1",45,0.585933,87,1.21589,82,1.1225,0.974774333333,12.15933,6.24512,7.90912,8.77119,0.202101722853921
"OVOL1",4,0.0688334,5,0.0923527,3,0.0542748,0.0718203,0.86142,0.3316,0.13109,0.44137,0.743612188404088
"OVOL2",495,0.846062,541,0.99251,743,1.33513,1.05790066667,0.94425,0.1658,4.65371,1.92125333333333,0.704458132127078
"OVOL3",1,0.0682152,6,0.439312,1,0.0717165,0.193081233333,0,1.60273,0,0.534243333333333,0.777634947085534
"OXA1L",1100,29.4692,1108,31.8608,1287,36.2488,32.5262666667,56.09194,47.00419,49.59588,50.8973366666667,0.646011314261406
"OXCT1",2552,3.17632,3241,4.32976,2664,3.48591,3.66399666667,91.34405,59.2181,108.08405,86.2154,0.0534767560163687
"OXCT2",78,7.4625,46,4.72376,80,8.0467,6.74432,0.19879,0.0829,1.3983,0.559996666666667,4.96431829982543
"OXGR1",0,0,0,0,5,0.101901,0.033967,0,1.29876,0.6336,0.64412,0.628887794078291
"OXLD1",174,18.9985,184,21.564,188,21.5808,20.7144333333,48.30599,39.73664,31.00288,39.6818366666667,0.533762364546635
"OXNAD1",1045,2.14424,942,2.07467,1487,3.20779,2.47556666667,5.68208,4.67002,5.85537,5.40249,0.54284609061006
"OXR1",5201,2.3107,6619,3.15638,5239,2.44705,2.63804333333,18.28869,20.28282,54.86134,31.1442833333333,0.113178548596147
"OXSM",192,2.88709,192,3.09885,194,3.0669,3.01761333333,12.10963,7.01885,6.77301,8.63383,0.417031786250121
"OXSR1",1509,2.91629,1445,2.99743,1462,2.97048,2.9614,8.16696,9.25715,7.5814,8.33517,0.424352207833387
"OXTR",46,0.418093,33,0.321936,51,0.48733,0.409119666667,11.3973,2.37646,1.3109,5.02822,0.23375385547757
"P2RX1",24,0.210851,31,0.292326,39,0.36022,0.287799,1.20931,0.77373,0.69915,0.894063333333333,0.679913378468513
"P2RX2",3,0.145059,2,0.103799,0,0,0.0829526666667,0.0994,0,1.70418,0.601193333333333,0.676340979019835
"P2RX3",2724,13.978,2198,12.1061,1242,6.70034,10.9281466667,0.66263,0.9948,0.85209,0.836506666666667,6.49501952985015
"P2RX4",318,2.2909,262,2.02591,467,3.53699,2.61793333333,15.73755,9.11898,17.54427,14.1336,0.239066271959745
"P2RX5",340,2.47058,456,3.55652,294,2.24598,2.75769333333,36.32889,27.8267,9.67884,24.6114766666667,0.146719120581619
"P2RX6",448,4.11424,463,4.56387,306,2.95441,3.87750666667,10.41991,3.73049,16.3863,10.1789,0.436313650419093
"P2RX7",537,1.69909,766,2.60142,705,2.34514,2.21521666667,15.25714,15.2812,18.72408,16.4208066666667,0.184561870652182
"P2RY1",356,9.8578,446,13.2558,428,12.4598,11.8578,5.78148,4.86346,1.42015,4.02169666666667,2.56044935675791
"P2RY10",4,0.0379863,8,0.0815451,9,0.0898562,0.0697958666667,0,0,0,0,1.0697958666667
"P2RY12",764,2.81387,1042,4.11925,842,3.26032,3.39781333333,12.55691,6.18985,2.49072,7.07916,0.544340418227885
"P2RY13",131,7.06781,195,11.2925,389,22.0649,13.47507,3.26347,1.9067,1.37645,2.18220666666667,4.54875233328655
"P2RY14",554,1.45701,538,1.51871,881,2.43594,1.80388666667,3.99237,13.98244,4.26044,7.41175,0.333329766893928
"P2RY2",119,1.15144,61,0.633524,45,0.457766,0.747576666667,0.56324,0.63557,0.85209,0.683633333333333,1.03797937001346
"P2RY6",84,0.43018,61,0.335306,105,0.565325,0.443603666667,1.3584,0.35923,0.80839,0.842006666666667,0.783712509184006
"P4HA1",1035,2.01446,947,1.97837,878,1.79659,1.92980666667,14.09753,27.68854,12.10402,17.9633633333333,0.154498261472429
"P4HA2",1812,3.05915,1993,3.61152,1694,3.00673,3.2258,9.11121,7.10175,15.62161,10.6115233333333,0.363931577166016
"P4HA3",1556,3.58428,1403,3.46889,1327,3.21367,3.42228,0.92769,0.7461,2.62181,1.43186666666667,1.81847140742365
"P4HB",3728,37.2926,3307,35.5076,4824,50.7332,41.1778,271.34848,239.80153,217.23868,242.79623,0.173004315940406
"P4HTM",1185,11.9906,1214,13.1851,1009,10.7338,11.9698333333,165.12831,128.68814,169.80579,154.540746666667,0.0833854382935112
"PA2G4",1636,30.4894,1700,34.006,1853,36.3061,33.6005,59.35541,48.99379,44.39596,50.9150533333333,0.666482990546865
"PABPC1L",2228,7.94768,2086,7.98693,1690,6.33797,7.42419333333,39.12852,29.37417,16.45185,28.31818,0.28733684469261
"PABPC4",1862,20.3624,1831,21.4921,2157,24.7992,22.2179,129.52831,131.8107,93.66411,118.334373333333,0.194561712199603
"PABPC4L",17,0.544234,28,0.962133,37,1.24531,0.917225666667,0.06626,0.3316,0,0.13262,1.69273513329007
"PABPC5",80,3.50274,108,5.07554,102,4.69522,4.4245,1.72285,1.18823,0.69915,1.20341,2.46186592599652
"PABPN1",2568,91.6127,2765,105.876,2756,103.366,100.2849,211.19791,263.75957,322.43874,265.79874,0.379630353576632
"PABPN1L",1,0.0524937,0,0,0,0,0.0174979,0.29819,0.5803,0.61176,0.49675,0.679804843828295
"PACRG",507,0.150541,501,0.159671,320,0.0998929,0.136701633333,61.88998,61.92616,96.4607,73.4256133333333,0.0152729898004603
"PACRGL",828,2.55449,1293,4.28167,1046,3.39269,3.40961666667,18.0402,21.99608,19.8165,19.9509266666667,0.210473586053155
"PACS1",1201,1.20256,1233,1.32515,1353,1.42429,1.31733333333,62.86737,51.34262,40.63803,51.6160066666667,0.0440423642944017
"PACS2",4592,8.22071,4100,7.87829,3406,6.41048,7.50316,117.05424,116.41897,91.93808,108.47043,0.0776754051299516
"PACSIN1",523,1.32093,594,1.6103,322,0.855014,1.26208133333,241.43057,177.26743,300.24077,239.646256666667,0.00940002709646692
"PACSIN2",2866,2.78565,3325,3.46883,2996,3.06147,3.10531666667,48.60418,36.97332,41.33718,42.3048933333333,0.0948002950860519
"PACSIN3",373,7.3036,519,10.9078,341,7.01974,8.41038,41.23238,36.47592,25.60633,34.43821,0.265543321742266
"PADI1",3,0.0128204,6,0.0275215,4,0.0179712,0.0194377,0.14909,1.29876,0.52436,0.657403333333333,0.615081241540482
"PADI2",975,3.23265,1505,5.35588,1507,5.25298,4.61383666667,67.87025,63.50126,92.02548,74.4656633333333,0.0743892840625222
"PADI3",3,0.0149162,3,0.0160103,1,0.00522729,0.0120512633333,0,0.05527,0,0.0184233333333333,0.993743201091851
"PADI4",9,0.0281722,4,0.0134394,8,0.0263273,0.0226463,0.23192,2.1554,5.81168,2.733,0.2739475756764
"PADI6",1,0.0059212,1,0.00635551,4,0.0249005,0.0123924033333,0,0,0,0,1.0123924033333
"PAF1",792,25.0383,899,30.5056,829,27.5532,27.6990333333,47.62679,43.3566,40.87836,43.9539166666667,0.638410075502505
"PAFAH1B1",16973,32.0885,16965,34.4259,15727,31.259,32.5911333333,86.50682,70.71354,79.59374,78.9380333333333,0.42021465793671
"PAFAH1B2",4305,23.0621,4371,25.1332,3826,21.5481,23.2478,36.7596,43.32897,59.05624,46.3816033333333,0.511755582212252
"PAFAH1B3",404,10.8349,541,15.5733,314,8.85341,11.75387,37.02466,32.99413,34.36754,34.7954433333333,0.356298702078747
"PAFAH2",552,2.51451,504,2.46425,511,2.44722,2.47532666667,8.41545,8.31761,2.18484,6.30596666666667,0.475683345576447
"PAG1",2053,2.4862,2721,3.53685,2265,2.88373,2.96892666667,6.67603,6.82542,5.4184,6.30661666666667,0.543196235376154
"PAH",7,0.0100631,9,0.0138873,17,0.0256935,0.0165479666667,1.60689,2.29356,8.45533,4.11859333333333,0.198599087770214
"PAICS",1552,9.40161,1826,11.8728,1798,11.4509,10.9084366667,41.06672,40.86961,55.23276,45.72303,0.25487295380244
"PAIP1",1459,8.09367,1826,10.8726,1663,9.69886,9.55504333333,43.18715,62.39593,56.89324,54.1587733333333,0.191357470361862
"PAIP2",3306,20.5287,3663,24.4139,3443,22.4768,22.4731333333,203.01439,200.50702,159.03453,187.518646666667,0.124513589230271
"PAIP2B",541,2.13028,599,2.53167,504,2.08645,2.24946666667,75.45741,151.70666,36.31205,87.8253733333333,0.0365826401255392
"PAK1",2303,2.63084,2076,2.54547,2477,2.97485,2.71705333333,59.35541,42.3618,95.1498,65.6223366666667,0.0557928994884649
"PAK1IP1",391,4.61193,362,4.58306,416,5.15867,4.78455333333,11.447,13.09817,11.77629,12.1071533333333,0.441327966967402
"PAK2",2765,5.20571,3215,6.4969,3679,7.28203,6.32821333333,16.53271,15.1983,8.58642,13.4391433333333,0.507524107501068
"PAK3",1184,0.730698,1297,0.859145,1714,1.11208,0.900641,3.61135,2.01723,1.83527,2.48795,0.54491635487894
"PAK4",393,1.20351,438,1.4397,343,1.10431,1.24917333333,25.04755,26.08581,21.28035,24.1379033333333,0.0894733862051078
"PAK6",41,0.119258,25,0.0780523,70,0.214063,0.137124433333,47.428,37.00095,40.68173,41.70356,0.0266283287232493
"PALB2",232,1.06236,243,1.19435,304,1.46351,1.24007333333,9.65789,3.95156,10.66202,8.09049,0.246419426601866
"PALD1",975,1.89924,1283,2.68252,1966,4.02622,2.86932666667,21.80065,17.82346,10.90235,16.8421533333333,0.216864332145447
"PALLD",168,0.0680321,219,0.0951895,189,0.0804645,0.0812287,37.85295,45.56726,26.41472,36.6116433333333,0.0287471805051858
"PALM",1953,8.66067,1671,7.95365,1147,5.3475,7.32060666667,510.65863,495.90668,530.19522,512.25351,0.0162114949134396
"PALM3",709,14.2141,776,16.6984,506,10.665,13.8591666667,0.53011,0.88426,4.63186,2.01541,4.92774338040267
"PALMD",746,2.69106,1056,4.08874,1290,4.8923,3.8907,7.22271,7.54388,3.3865,6.05103,0.693614975400757
"PAM",3760,2.3703,4712,3.18831,4903,3.24949,2.93603333333,241.44714,206.00604,102.03205,183.161743333333,0.0213726980538285
"PAM16",825,5.99055,802,6.25069,916,6.99273,6.41132333333,95.56834,60.84846,85.92977,80.78219,0.0906227056689238
"PAMR1",77,0.136597,102,0.194219,176,0.328248,0.219688,14.87613,17.13263,34.36754,22.1254333333333,0.0527422765411243
"PAN2",1755,17.1946,1553,16.3315,1462,15.0591,16.1950666667,66.51185,63.88812,40.81282,57.07093,0.2961045512221
"PAN3",1228,1.36792,1600,1.91303,2076,2.43123,1.90406,8.18353,7.82022,6.16125,7.38833333333333,0.346202265050666
"PANK1",579,1.53082,549,1.55797,359,0.997883,1.36222433333,2.02103,3.78576,4.12935,3.31204666666667,0.547819751486147
"PANK2",1715,7.2997,1900,8.6803,2065,9.24058,8.40686,16.96342,13.89954,14.13592,14.9996266666667,0.587942468657602
"PANK3",2525,14.2876,3087,18.7489,2637,15.6872,16.2412333333,6.37785,6.13459,10.2032,7.57188,2.01137128999706
"PANK4",388,3.75011,381,3.95255,281,2.85533,3.51933,51.4535,29.236,32.44488,37.71146,0.11674398227295
"PANX1",878,2.8871,769,2.71415,1007,3.48125,3.0275,5.3839,4.72529,4.21674,4.77531,0.697365163082155
"PANX2",483,8.82171,466,9.13549,332,6.37502,8.11074,21.15458,20.19992,67.53342,36.2959733333333,0.244282135193862
"PANX3",2,0.0391307,2,0.0420009,2,0.0411392,0.0407569333333,0,0.27633,0,0.09211,0.952978118809735
"PAOX",135,1.89676,134,2.02081,139,2.05321,1.99026,4.67157,9.78218,7.75618,7.40331,0.355843114201428
"PAPLN",2558,12.031,2689,13.5748,4025,19.9024,15.1694,22.08227,28.2412,27.72562,26.0163633333333,0.598503943721021
"PAPOLA",3810,10.1342,4044,11.5456,4120,11.5212,11.067,47.97468,54.74151,34.87005,45.86208,0.257500307284696
"PAPOLB",7,0.284858,0,0,3,0.128348,0.137735333333,0.0497,0.0829,0,0.0442,1.08957607099502
"PAPOLG",495,1.88672,523,2.13966,659,2.64074,2.22237333333,7.86877,6.07932,5.35286,6.43365,0.433484672177194
"PAPPA",2716,1.90915,863,0.65112,1242,0.917846,1.159372,0.14909,0.85663,0.37142,0.459046666666667,1.47998830286443
"PAPPA2",117,0.053447,116,0.0568769,143,0.0686771,0.059667,0.23192,2.12776,1.9882,1.44929333333333,0.432641932094699
"PAPSS1",2178,2.9278,2879,4.154,2452,3.46532,3.51570666667,47.79245,46.23046,29.86677,41.29656,0.106762977099556
"PAPSS2",284,0.563206,231,0.491702,569,1.18631,0.747072666667,8.051,15.30883,14.87876,12.7461966666667,0.127094985546329
"PAQR3",1511,5.04608,1757,6.29798,2647,9.29354,6.8792,25.08068,20.78022,16.53924,20.8000466666667,0.36143041895629
"PAQR4",365,15.1282,245,10.8993,288,12.5494,12.8589666667,33.92684,37.27728,43.98084,38.3949866666667,0.351795186122667
"PAQR5",129,0.207003,152,0.2618,245,0.413324,0.294042333333,3.42913,2.84623,3.25541,3.17692333333333,0.309807537764958
"PAQR6",826,30.0753,967,37.7918,732,28.0207,31.9626,565.11055,874.70356,530.67588,656.829996666667,0.0501080828892372
"PAQR7",395,6.87038,370,6.90758,367,6.71101,6.82965666667,7.66998,7.84785,8.52088,8.01290333333333,0.868716369975121
"PAQR8",3117,11.7466,4321,17.4783,2692,10.6657,13.2968666667,53.50767,59.49443,38.69352,50.5652066666667,0.277258011572015
"PAQR9",543,6.53722,687,8.87749,445,5.63237,7.01569333333,2.7665,0.9119,0.69915,1.45918333333333,3.25949400546116
"PARD3",2209,0.546796,2855,0.758536,2221,0.577985,0.627772333333,20.29316,21.30525,10.50908,17.3691633333333,0.0886143970628857
"PARD3B",1414,0.229857,2160,0.376879,1960,0.334967,0.313901,7.9516,13.6232,10.70572,10.7601733333333,0.111724628775313
"PARD6A",147,14.0102,188,19.2321,72,7.21438,13.48556,31.97207,36.55882,49.66142,39.3974366666667,0.358576216593281
