"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg__TPM","FoldChange"
"MIR378B",47.066503,21.577977,33.144074,2,1,1,2.11006866666667,0,0,0,0,0,0,2.80802033333333,0.816715351922578
"MIR378C",0,0,0,0,0,0,51.5818036666667,0,0,0,0,0,0,56.6432486666667,0.912193619945524
"MIR378D1",23.533252,0,0,1,0,0,0.0549406666666667,0,0,0,0,0,0,0,1.05494066666667
"MIR378D2",0,0,0,0,0,0,0.267936666666667,0,11.278076,0,0,1,0,0.0624623333333333,1.19339446386648
"MIR378E",0,0,0,0,0,0,29.8389003333333,0,0,0,0,0,0,12.7811363333333,2.2377617917284
"MIR378F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR378G",0,0,0,0,0,0,3.48319966666667,0,0,0,0,0,0,1.04029733333333,2.1973266314779
"MIR378H",17.649939,0,0,1,0,0,20.5668093333333,10.882033,0,0,1,0,0,8.954577,2.16652192587725
"MIR378I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR378J",17.649939,16.183483,99.432221,1,1,4,0.17582,21.764066,0,11.38198,2,0,1,2.28684733333333,0.357734899359488
"MIR379",0,0,0,0,0,0,81.0717696666667,0,0,0,0,0,0,23.4240376666667,3.36028673009607
"MIR380",0,0,0,0,0,0,3.23579333333333,0,0,0,0,0,0,2.276786,1.29266706258307
"MIR381",0,0,0,0,0,0,11.8138836666667,0,0,0,0,0,0,8.89046333333333,1.29557971500493
"MIR381HG",0,0,0,0,0,0,0.322027666666667,0,0,0,0,0,0,9.76259,0.122835457512241
"MIR382",0,0,0,0,0,0,0.130306666666667,0,0,0,0,0,0,0,1.13030666666667
"MIR383",0,21.577977,0,0,1,0,2.96226733333333,0,0,0,0,0,0,2.60585266666667,1.09884338036366
"MIR384",0,0,0,0,0,0,24.7240683333333,0,0,0,0,0,0,3.88462666666667,5.26633253445504
"MIR3907",0,0,0,0,0,0,12.1861426666667,0,0,0,0,0,0,3.46381433333333,2.95400786905489
"MIR3908",0,0,19.886444,0,0,1,1.81230233333333,0,9.02246,0,0,1,0,0.0647953333333333,2.64116703491688
"MIR3909",0,0,0,0,0,0,19.9917046666667,0,0,9.105584,0,0,1,6.09474833333333,2.95876663701249
"MIR3910.1",0,0,0,0,0,0,12.1736293333333,0,0,0,0,0,0,7.55576333333333,1.53973746351874
"MIR3910.2",0,0,0,0,0,0,0.504010333333333,0,0,0,0,0,0,0.248262,1.20488353673614
"MIR3911",0,0,0,0,0,0,7.08945633333333,0,0,0,0,0,0,0.588275,5.09323406421012
"MIR3912",0,0,0,0,0,0,0.372444,0,0,0,0,0,0,0.00249466666666667,1.3690287296624
"MIR3913.1",0,0,0,0,0,0,1.526457,0,0,0,0,0,0,6.64548433333333,0.330450876602411
"MIR3913.2",0,0,0,0,0,0,22.0640186666667,0,0,0,0,0,0,20.9220433333333,1.05209255889012
"MIR3914.1",0,0,0,0,0,0,5.881744,0,0,0,0,0,0,0.0185973333333333,6.75609858262604
"MIR3914.2",0,0,0,0,0,0,0.554054666666667,0,0,0,0,0,0,0.0398903333333333,1.49444092021242
"MIR3915",0,0,0,0,0,0,6.38474866666667,0,0,0,0,0,0,7.550013,0.863711981100692
"MIR3916",0,0,0,0,0,0,4.205137,10.116666,0,0,1,0,0,0.961620666666667,2.65348805120664
"MIR3917",0,0,0,0,0,0,0,0,0,0,0,0,0,19.1839116666667,0.049544410246874
"MIR3918",0,0,0,0,0,0,0.078912,0,0,0,0,0,0,0.108877,0.97297716518604
"MIR3919",0,0,0,0,0,0,0.0157856666666667,0,0,0,0,0,0,0,1.01578566666667
"MIR3920",0,0,0,0,0,0,0.189889666666667,0,0,0,0,0,0,0,1.18988966666667
"MIR3921",0,0,0,0,0,0,6.16282433333333,0,0,0,0,0,0,6.040783,1.01733348880847
"MIR3922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR3923",0,0,0,0,0,0,173.014082333333,0,0,0,0,0,0,153.200474333333,1.12849252303316
"MIR3924",0,0,0,0,0,0,28.8575286666667,0,0,0,0,0,0,9.409209,2.86837632587324
"MIR3925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR3926.1",0,0,0,0,0,0,11.1540496666667,0,0,0,0,0,0,2.73636733333333,3.25290545130199
"MIR3926.2",0,0,0,0,0,0,12.4106766666667,0,0,0,0,0,0,0.076893,12.4531189882994
"MIR3927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR3928",0,0,0,0,0,0,18.826197,0,0,0,0,0,0,5.618083,2.99576131033715
"MIR3929",17.090743,0,0,1,0,0,0.511164333333333,0,0,0,0,0,0,44.7810663333333,0.0330085001151022
"MIR3934",0,0,0,0,0,0,5.03939266666667,0,0,0,0,0,0,3.25128733333333,1.42060326511295
"MIR3935",0,0,0,0,0,0,12.9536326666667,0,0,0,0,0,0,5.311236,2.21091917124739
"MIR3936",50.942151,62.287859,23.01734,3,4,1,0.181718666666667,10.327784,10.642261,10.962377,1,1,1,0.039686,1.13661111784391
"MIR3936HG",9.745374,10.188806,12.876223,111,149,93,0,4.099291,3.343765,2.436821,84,80,52,0,1
"MIR3937",0,0,0,0,0,0,0.203540666666667,0,0,0,0,0,0,0.070889,1.12387060345812
"MIR3938",0,0,0,0,0,0,57.4263286666667,0,0,0,0,0,0,25.1425473333333,2.23491337403718
"MIR3939",0,0,0,0,0,0,0.392482666666667,0,0,0,0,0,0,0.007453,1.38218126966386
"MIR3940",0,16.183483,24.858055,0,1,1,0.221289666666667,0,0,0,0,0,0,0.709839666666667,0.714271455081851
"MIR3941",17.649939,0,0,1,0,0,37.7562,0,0,0,0,0,0,15.7045576666667,2.32009735147532
"MIR3942",17.649939,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"MIR3943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR3944",0,0,0,0,0,0,0.304863,0,0,0,0,0,0,0,1.304863
"MIR3945",0,0,0,0,0,0,0.0414923333333333,0,0,0,0,0,0,0,1.04149233333333
"MIR3960",0,0,0,0,0,0,2.91283533333333,0,0,0,0,0,0,5.10384133333333,0.641044732268051
"MIR3972",0,0,0,0,0,0,0.149564,0,0,0,0,0,0,0.111362333333333,1.03437372810008
"MIR3973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR3974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR3975",0,0,0,0,0,0,12.4999246666667,0,0,0,0,0,0,0.00831466666666667,13.3886028964503
"MIR3976",0,0,0,0,0,0,20.64005,0,0,0,0,0,0,6.61027033333333,2.84353236510083
"MIR3976HG",0.07309,0.39575,0.175718,6,4,1,5.48082933333333,0.046935,0.22187,0.047707,5,11,5,3.185352,1.54845502441212
"MIR3977",0,0,0,0,0,0,34.6313563333333,0,0,0,0,0,0,13.7965133333333,2.40809138819641
"MIR3978",0,0,0,0,0,0,0.0392083333333333,0,0,0,0,0,0,0.0423303333333333,0.997004788309272
"MIR409",0,0,0,0,0,0,5.21596533333333,0,0,0,0,0,0,0.721682,3.6104026953487
"MIR410",0,0,0,0,0,0,0.109066666666667,0,0,0,0,0,0,0.045161,1.06114432768412
"MIR411",0,0,0,0,0,0,0.0900503333333333,0,0,0,0,0,0,0.0537966666666667,1.03440290505126
"MIR412",0,0,0,0,0,0,3.80077033333333,0,0,0,0,0,0,3.412195,1.08806848594256
"MIR421",0,0,0,0,0,0,1.72441266666667,0,0,0,0,0,0,9.19977633333333,0.267105138155154
"MIR422A",0,0,0,0,0,0,0.305634666666667,0,0,0,0,0,0,0.316789333333333,0.991528890472989
"MIR423",0,0,0,0,0,0,0.322056,0,0,0,0,0,0,0.0442693333333333,1.26601055666354
"MIR424",0,0,0,0,0,0,0.260935333333333,0,0,0,0,0,0,0.056223,1.19381544743234
"MIR425",0,0,0,0,0,0,6.73546133333333,0,0,0,0,0,0,4.952105,1.29961775427909
"MIR4251",0,0,0,0,0,0,1.376086,0,0,0,0,0,0,0.166649666666667,2.03667482011881
"MIR4252",0,0,0,0,0,0,45.082764,0,0,0,0,0,0,3.77056133333333,9.65982004633417
"MIR4253",0,0,0,0,0,0,29.3063386666667,0,0,0,0,0,0,21.0804063333333,1.37254442736025
"MIR4254",0,0,0,0,0,0,0.103099666666667,0,0,0,0,0,0,0,1.10309966666667
"MIR4255",0,0,0,0,0,0,0.308838,0,0,0,0,0,0,3.00022766666667,0.327190877385895
"MIR4256",0,0,0,0,0,0,0.0489243333333333,0,0,0,0,0,0,0.022219,1.02612486495881
"MIR4257",17.649939,0,0,1,0,0,78.4581236666667,21.764066,11.278076,0,2,1,0,25.8515816666667,2.9591598980296
"MIR4258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4259",0,0,0,0,0,0,4.586051,0,0,0,0,0,0,12.6522426666667,0.409167280159685
"MIR4260",0,0,0,0,0,0,2.489496,0,0,0,0,0,0,9.855547,0.321448196023655
"MIR4261",0,0,0,0,0,0,7.26408866666667,0,0,0,0,0,0,9.60834733333333,0.779017542223511
"MIR4262",0,0,0,0,0,0,79.096545,0,0,0,0,0,0,1.06792966666667,38.7327220509917
"MIR4263",0,0,0,0,0,0,2.47289266666667,0,0,0,0,0,0,0.252849333333333,2.77199546207738
"MIR4264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4265",0,0,0,0,0,0,5.53149433333333,0,0,0,0,0,0,3.44586433333333,1.46911687888512
"MIR4266",0,0,0,0,0,0,0.784355333333333,0,0,0,0,0,0,0.0436613333333333,1.7097072358083
"MIR4267",0,0,0,0,0,0,14.715378,0,0,0,0,0,0,3.38943833333333,3.58027082432339
"MIR4268",0,0,0,0,0,0,0.199899,0,0,0,0,0,0,0.0942286666666667,1.09657061321125
"MIR4269",0,0,0,0,0,0,0.509912,0,0,0,0,0,0,0.186988333333333,1.27205294070568
"MIR4270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4271",0,0,0,0,0,0,1.68643033333333,0,0,0,0,0,0,48.4723073333333,0.0543016988318893
"MIR4272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4273",0,0,0,0,0,0,42.9666646666667,0,0,0,0,0,0,43.744802,0.98260943621265
"MIR4274",0,0,0,0,0,0,0.179730666666667,0,0,0,0,0,0,0.137324,1.03728635522214
"MIR4275",0,0,0,0,0,0,7.684683,0,0,0,0,0,0,0.795698333333333,4.83638194611381
"MIR4276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4277",0,0,0,0,0,0,0.0451193333333333,0,0,0,0,0,0,0,1.04511933333333
"MIR4278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4279",0,0,0,0,0,0,22.0801153333333,0,0,0,0,0,0,7.387707,2.75165970071837
"MIR4280",0,0,0,0,0,0,31.7692736666667,0,0,0,0,0,0,0.004648,32.6176667516052
"MIR4281",0,0,0,0,0,0,57.157489,0,0,0,0,0,0,0.0116623333333333,57.4870557929902
"MIR4282",0,0,0,0,0,0,0.0655536666666667,0,0,0,0,0,0,0.0357353333333333,1.02878952988634
"MIR4283.1",0,0,0,0,0,0,30.4379716666667,0,0,0,0,0,0,2.51907833333333,8.93358109391332
"MIR4284",0,16.183483,0,0,1,0,8.227477,10.882033,0,0,1,0,0,6.24774766666667,1.27315097384507
"MIR4285",0,0,0,0,0,0,11.5770353333333,0,0,0,0,0,0,0,12.5770353333333
"MIR4286",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451856666666667,0.956767808717877
"MIR4287",0,0,0,0,0,0,92.8861333333333,0,0,0,0,0,0,48.8101,1.88488144640009
"MIR4288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4289",0,0,0,0,0,0,38.0130323333333,0,0,0,0,0,0,51.0967183333333,0.748857770343884
"MIR429",0,0,0,0,0,0,15.960419,0,0,0,0,0,0,5.00806966666667,2.82293980279523
"MIR4290",0,0,0,0,0,0,1.28773866666667,0,0,0,0,0,0,0.453437666666667,1.57401911284809
"MIR4290HG",0.085391,0.026117,0.080135,3,1,2,7.31887466666667,0.017764,0.01835,0,1,1,0,0.915681,4.34251562064178
"MIR4291",0,0,0,0,0,0,7.29162033333333,0,0,0,0,0,0,5.71263533333333,1.2352257975581
"MIR4292",47.066503,86.311908,99.432221,2,4,3,0.0112603333333333,0,15.037434,0,0,1,0,0.0143906666666667,0.99691407518208
"MIR4293",0,0,0,0,0,0,3.08553866666667,0,0,0,0,0,0,1.031281,2.01131141711396
"MIR4294",0,0,0,0,0,0,586.028844666667,0,0,0,0,0,0,732.079942666667,0.80077057153041
"MIR4295",0,0,0,0,0,0,0.072171,0,0,0,0,0,0,0.388864333333333,0.771976768549268
"MIR4296",0,0,0,0,0,0,11.8282286666667,0,0,0,0,0,0,37.9966086666667,0.328957545419377
"MIR4297",23.533252,0,0,1,0,0,5.77379233333333,0,0,0,0,0,0,3.72502166666667,1.43360026920511
"MIR4298",0,0,0,0,0,0,10.8484316666667,0,0,0,0,0,0,0.575240333333333,7.52166600609727
"MIR4299",0,0,0,0,0,0,0.048671,0,0,0,0,0,0,0.125787333333333,0.931500087938456
"MIR4300",0,0,0,0,0,0,22.258274,0,0,0,0,0,0,13.1830446666667,1.63986467973708
"MIR4300HG",0.657476,1.148861,0.940282,3,6,3,1.14250833333333,0.497868,0,0,5,0,0,0.220477333333333,1.75546753292155
"MIR4301",0,0,0,0,0,0,15.6352196666667,0,0,0,0,0,0,8.180252,1.81206568911906
"MIR4302",0,0,0,0,0,0,1.032098,0,0,0,0,0,0,0.359715,1.49450289215019
"MIR4303",0,0,0,0,0,0,10.341385,0,0,0,0,0,0,39.296983,0.281445015374972
"MIR4304",0,0,0,0,0,0,0.0802713333333333,0,0,0,0,0,0,0.010299,1.06925903453664
"MIR4305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4306",0,0,0,0,0,0,1.27956866666667,0,0,0,0,0,0,6.44706233333333,0.306103073216298
"MIR4307",0,0,0,0,0,0,11.644573,0,0,0,0,0,0,0.166844666666667,10.8365520803397
"MIR4307HG",0.298174,0.067309,0.103612,4,1,1,45.7575486666667,0.044804,0.09281,0.094015,1,2,2,0.0616133333333333,44.0438596601399
"MIR4308",0,0,0,0,0,0,9.659468,0,0,0,0,0,0,4.51574466666667,1.93255283632298
"MIR4309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR431",0,0,0,0,0,0,4.45309766666667,0,0,0,0,0,0,9.33111533333333,0.527832425708408
"MIR4310",0,0,0,0,0,0,0.0861433333333333,0,0,0,0,0,0,0.0234433333333333,1.06126377294949
"MIR4311",0,0,0,0,0,0,0.068046,0,0,0,0,0,0,0.05459,1.01275946102277
"MIR4312",0,0,33.144074,0,0,1,2.74031033333333,0,0,0,0,0,0,1.23405366666667,1.67422582059727
"MIR4313",17.649939,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"MIR4314",0,0,0,0,0,0,1.35524433333333,0,0,0,0,0,0,0.399048,1.68346213520432
"MIR4315.1",17.656607,0,0,1,0,0,88.841901,0,0,0,0,0,0,112.892436333333,0.788831145354168
"MIR4316",0,21.577977,0,0,1,0,0.114165333333333,0,0,0,0,0,0,0.00928466666666667,1.10391584270576
"MIR4317",0,0,0,0,0,0,31.759915,0,0,0,0,0,0,84.5741893333333,0.382824719173111
"MIR4318",0,0,0,0,0,0,36.8490386666667,0,0,0,0,0,0,1.24217866666667,16.8804739913679
"MIR4319",0,0,0,0,0,0,13.0519106666667,0,0,0,0,0,0,1.885859,4.86922980875596
"MIR432",0,0,0,0,0,0,0.304313333333333,0,0,0,0,0,0,0.106576666666667,1.17869224304386
"MIR4320",0,0,0,0,0,0,0.153601666666667,0,0,0,0,0,0,0.0949303333333333,1.05358453551535
"MIR4321",0,0,0,0,0,0,45.659673,0,0,0,0,0,0,29.339987,1.53789363851738
"MIR4322",23.533252,0,0,1,0,0,128.150542666667,0,0,0,0,0,0,107.937293333333,1.18554939924461
"MIR4323",0,0,0,0,0,0,16.2183946666667,0,0,0,0,0,0,4.873926,2.93132645298335
"MIR4324",0,0,0,0,0,0,19.7531796666667,14.509377,15.037434,0,1,1,0,6.07072133333333,2.93508663236811
"MIR4325",0,0,0,0,0,0,5.44451433333333,0,0,0,0,0,0,1.26349133333333,2.84715661969989
"MIR4326",0,0,0,0,0,0,1.11069366666667,0,0,0,0,0,0,0.213432666666667,1.73944028758085
"MIR4327",0,0,0,0,0,0,0.0998666666666667,0,0,0,0,0,0,0.0176383333333333,1.08080310129827
"MIR4328",0,0,0,0,0,0,2.15069033333333,0,0,0,0,0,0,0.677918666666667,1.87773722047711
"MIR4329",0,0,0,0,0,0,0.397873,0,0,0,0,0,0,4.44183266666667,0.256875410477524
"MIR433",0,0,0,0,0,0,0.170631,0,0,0,0,0,0,0.0925976666666667,1.0714200073037
"MIR4330",0,0,0,0,0,0,63.1762636666667,0,0,0,0,0,0,49.723757,1.26521116459624
"MIR4418",0,0,0,0,0,0,2.386914,0,0,0,0,0,0,1.48740366666667,1.36162619899116
"MIR4420",0,0,0,0,0,0,4.35459,0,0,0,0,0,0,1.16875466666667,2.46896990346534
"MIR4421",0,0,0,0,0,0,5.25054233333333,0,0,0,0,0,0,1.56477133333333,2.4370758718711
"MIR4422",0,0,0,0,0,0,3.661855,0,0,0,0,0,0,15.262044,0.286670912955346
"MIR4422HG",0,0,0,0,0,0,37.6301,0,0,0,0,0,0,10.2350183333333,3.43836555080536
"MIR4423",0,0,0,0,0,0,0.437488666666667,0,0,0,0,0,0,0.577951,0.910984350380124
"MIR4424",0,0,0,0,0,0,68.6137843333333,0,0,0,0,0,0,0.021961,68.1178482675301
"MIR4425",0,0,0,0,0,0,263.070239,0,0,0,0,0,0,25.5546803333333,9.94439532636814
"MIR4426",0,0,0,0,0,0,223.683642,0,0,0,0,0,0,35.9179463333333,6.08602764550672
"MIR4427",0,0,0,0,0,0,3.65133066666667,0,0,0,0,0,0,0.325367666666667,3.50946441779803
"MIR4428",0,0,0,0,0,0,105.045812333333,0,0,15.175973,0,0,1,22.5931113333333,4.49477861715964
"MIR4429",0,0,0,0,0,0,0.0127046666666667,0,0,0,0,0,0,0,1.01270466666667
"MIR4430",0,0,0,0,0,0,6.200631,0,0,0,0,0,0,2.278968,2.196005267511
"MIR4431",0,0,0,0,0,0,2.06312133333333,0,0,0,0,0,0,0.243942,2.4624309922274
"MIR4432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4432HG",0.068891,0.0162,0.138378,1,1,3,5.254906,0.009012,0,0.030158,1,0,1,4.325747,1.17446547873941
"MIR4433A",0,0,0,0,0,0,3.97883533333333,0,0,0,0,0,0,2.026162,1.64526397903791
"MIR4433B",0,0,0,0,0,0,0.0288716666666667,0,0,0,0,0,0,0,1.02887166666667
"MIR4434",0,0,0,0,0,0,15.02412,0,0,0,0,0,0,7.691637,1.84362508466472
"MIR4435.1",0,0,0,0,0,0,240.345934,0,0,0,0,0,0,277.040221666667,0.868025253876188
"MIR4435.2",0,0,0,0,0,0,135.651336333333,0,0,0,0,0,0,73.4112966666667,1.83643267158047
"MIR4435.2HG",20.895679,25.464588,6.43396,300,363,76,16.53051,31.908255,35.855788,25.288811,407,388,260,6.99064266666667,2.19387985814074
"MIR4436A",0,0,0,0,0,0,50.7101333333333,0,0,0,0,0,0,25.350901,1.96236680230909
"MIR4436B1",0,0,0,0,0,0,0.575396333333333,0,0,0,0,0,0,0.0910943333333333,1.44386812872581
"MIR4437",0,0,0,0,0,0,1.97157133333333,0,0,0,0,0,0,0.65996,1.79014634890801
"MIR4438",0,0,0,0,0,0,18.1694103333333,0,0,0,0,0,0,5.75401666666667,2.83822372366074
"MIR4439",0,0,0,0,0,0,0.00556466666666667,0,0,0,0,0,0,0.00349033333333333,1.00206711840107
"MIR4440",17.649939,16.183483,0,1,1,0,0.095748,0,0,0,0,0,0,0.103759333333333,0.992741775229987
"MIR4441",52.949816,32.366966,0,3,2,0,0.112025,0,0,0,0,0,0,0,1.112025
"MIR4442",0,0,0,0,0,0,0.0601256666666667,0,0,0,0,0,0,0.00828933333333333,1.05141017723749
"MIR4443",0,0,0,0,0,0,0.125189333333333,0,0,0,0,0,0,0.0161743333333333,1.10727982042451
"MIR4444.1",0,0,0,0,0,0,16.4684243333333,0,0,0,0,0,0,2.37312066666667,5.17871314416857
"MIR4445",0,0,0,0,0,0,39.9642686666667,0,0,0,0,0,0,11.8705166666667,3.18279908472983
"MIR4446",0,0,0,0,0,0,1.26379366666667,0,0,0,0,0,0,2.24403,0.697833764381546
"MIR4447",0,0,0,0,0,0,0.301889666666667,0,0,0,0,0,0,0.0535036666666667,1.23577136735167
"MIR4448",0,0,0,0,0,0,57.557473,0,0,0,0,0,0,34.7370953333333,1.63856274422452
"MIR4449",0,0,0,0,0,0,0.799709,0,0,0,0,0,0,4.16028633333333,0.348761460846585
"MIR4450",0,0,0,0,0,0,11.887295,0,0,0,0,0,0,37.118185,0.338087844423862
"MIR4451",0,0,0,0,0,0,0,0,0,0,0,0,0,22.285786,0.0429446530170809
"MIR4452",0,0,0,0,0,0,15.4741536666667,0,0,0,0,0,0,50.172743,0.321932198683715
"MIR4453",0,0,0,0,0,0,6.99081033333333,10.610778,0,0,1,0,0,0.928272666666667,4.14402510156759
"MIR4453HG",3.382945,3.057478,3.404134,131,128,94,2.05823,0.271255,0.280225,0.12482,15,16,7,0.4,2.18445
"MIR4454",0,0,0,0,0,0,1.68880666666667,0,0,0,0,0,0,5.11557233333333,0.439665581586068
"MIR4455",0,0,0,0,0,0,0.458024333333333,0,0,0,0,0,0,0.708337666666667,0.853475493623138
"MIR4456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4457",0,0,0,0,0,0,0.226729,0,0,0,0,0,0,0.396751,0.878273221211225
"MIR4458",0,0,0,0,0,0,2.802924,0,0,0,0,0,0,8.372027,0.405773905687638
"MIR4458HG",3.438465,4.82959,4.499575,96,105,71,656.267408,0.897577,0.995559,0.836633,16,21,16,709.932267333333,0.924514807107255
"MIR4460",0,0,0,0,0,0,12.467888,0,0,0,0,0,0,4.72197333333333,2.35371387027319
"MIR4462",0,0,0,0,0,0,0.327558333333333,0,0,0,0,0,0,0.276379666666667,1.04009674237472
"MIR4463",0,0,0,0,0,0,0.84727,0,0,15.175973,0,0,1,0.353689333333333,1.36461886380627
"MIR4464",0,0,0,0,0,0,294.562245333333,0,0,0,0,0,0,415.067373666667,0.710371117851994
"MIR4465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4466",0,0,0,0,0,0,17.9902616666667,0,0,0,0,0,0,9.81816433333333,1.75540517610304
"MIR4467",0,0,0,0,0,0,3.070174,0,0,0,0,0,0,0.521979,2.67426423097822
"MIR4468",0,0,0,0,0,0,6.03971666666667,0,0,0,0,0,0,1.591368,2.71660245347888
"MIR4469",0,0,24.858055,0,0,1,7.83800333333333,0,11.278076,0,0,1,0,0,8.83800333333333
"MIR4470",0,0,0,0,0,0,1.64976966666667,0,0,0,0,0,0,0,2.64976966666667
"MIR4471",0,0,0,0,0,0,0.0133616666666667,0,0,0,0,0,0,0.12445,0.901206515778084
"MIR4472.1",0,0,0,0,0,0,6.43502033333333,0,0,0,0,0,0,0.936417666666667,3.83957472673337
"MIR4472.2",0,43.155954,33.144074,0,2,1,5.12555133333333,0,0,0,0,0,0,1.56899366666667,2.38441667366249
"MIR4473",0,0,0,0,0,0,0.733056,0,0,0,0,0,0,0.14448,1.51427373130155
"MIR4474",0,0,0,0,0,0,46.1087816666667,0,0,0,0,0,0,32.5577843333333,1.40381084754374
"MIR4475",0,0,0,0,0,0,0.274249666666667,0,0,0,0,0,0,0.0649246666666667,1.19656319977563
"MIR4476",0,0,0,0,0,0,2.089776,0,0,0,0,0,0,0.419514333333333,2.17664304434639
"MIR4477A",0,0,0,0,0,0,2.57466733333333,0,0,0,0,0,0,2.40520366666667,1.04976608839158
"MIR4477B",176.499388,275.119207,223.722497,10,17,9,37.2866006666667,0,0,0,0,0,0,12.3953676666667,2.8581970737496
"MIR4478",0,0,0,0,0,0,0.247068333333333,0,0,0,0,0,0,0,1.24706833333333
"MIR4479",0,0,0,0,0,0,5.42597366666667,0,0,0,0,0,0,0.378481333333333,4.66163270497678
"MIR448",0,0,0,0,0,0,0.926335,0,0,0,0,0,0,0.337005333333333,1.44078333270174
"MIR4480",0,0,0,0,0,0,0.978532333333333,0,0,0,0,0,0,0.654706333333333,1.19569998221235
"MIR4481",0,0,0,0,0,0,21.8007003333333,0,0,0,0,0,0,0.109096333333333,20.5579079544939
"MIR4482",23.533252,21.577977,33.144074,1,1,1,44.5758763333333,14.509377,0,0,1,0,0,6.731716,5.89466508254226
"MIR4483",0,0,0,0,0,0,16.7761653333333,0,0,0,0,0,0,0,17.7761653333333
"MIR4484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4485",0,0,0,0,0,0,0.293827666666667,0,0,0,0,0,0,0,1.29382766666667
"MIR4486",0,0,0,0,0,0,212.892187333333,0,0,0,0,0,0,59.2324166666667,3.5511141536465
"MIR4487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4488",0,0,0,0,0,0,0.0773593333333333,0,0,0,0,0,0,0,1.07735933333333
"MIR4489",0,43.155954,33.144074,0,2,1,0,14.509377,0,0,1,0,0,0,1
"MIR4490",0,0,0,0,0,0,1.90328566666667,0,0,0,0,0,0,1.28095833333333,1.27283590596058
"MIR4491",0,0,0,0,0,0,0.290225,0,0,0,0,0,0,0.481892666666667,0.870660223255035
"MIR4492",0,0,0,0,0,0,5.67928,0,0,0,0,0,0,0.295243333333333,5.15677620421388
"MIR4493",0,0,0,0,0,0,14.1582713333333,0,0,0,0,0,0,15.1001236666667,0.941500304417952
"MIR4494",0,0,0,0,0,0,6.84366733333333,0,0,0,0,0,0,2.880919,2.02108504025292
"MIR4495",0,0,0,0,0,0,0.308117333333333,0,0,0,0,0,0,0,1.30811733333333
"MIR4496",0,0,0,0,0,0,0.0537513333333333,14.509377,0,0,1,0,0,0.0415623333333333,1.01170261213363
"MIR4497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4498",0,0,0,0,0,0,0,0,0,0,0,0,0,0.109436666666667,0.901358347028973
"MIR4499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR449A",0,0,0,0,0,0,32.5706953333333,0,0,0,0,0,0,6.790179,4.30936122691575
"MIR449B",0,0,0,0,0,0,11.1032276666667,0,0,0,0,0,0,1.725918,4.44005566809664
"MIR449C",0,0,0,0,0,0,4.19258933333333,0,0,0,0,0,0,1.20641566666667,2.35340485103517
"MIR4500",0,0,0,0,0,0,0.173161666666667,0,0,0,0,0,0,0,1.17316166666667
"MIR4500HG",4.955044,4.309638,3.888769,84,92,66,0.0652003333333333,0.017289,0.102611,0.164383,1,4,7,0,1.06520033333333
"MIR4501",0,0,0,0,0,0,5.61141,0,0,0,0,0,0,2.265604,2.02455962204848
"MIR4502",52.949816,32.366966,49.71611,3,2,2,3.40277166666667,43.528132,22.556151,11.38198,4,2,1,0.216691333333333,3.61864307408562
"MIR4503",0,0,0,0,0,0,0.133528666666667,0,0,0,0,0,0,0.0291823333333333,1.10138760640729
