"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg__TPM","FoldChange"
"MIR4504",0,0,0,0,0,0,0.0465013333333333,0,0,0,0,0,0,0.016702,1.02930980103642
"MIR4505",0,0,0,0,0,0,1.37224,0,0,0,0,0,0,0.722967666666667,1.37683373048401
"MIR4506",0,0,0,0,0,0,0,65.292198,56.390378,0,6,5,0,0.015864,0.98438373640566
"MIR4507",0,0,0,0,0,0,8.91832166666667,0,0,0,0,0,0,17.8542463333333,0.526052407044857
"MIR4508",0,0,0,0,0,0,3.59959133333333,0,0,0,0,0,0,1.284922,2.01301897103417
"MIR4509.1",0,0,0,0,0,0,3.684243,0,0,0,0,0,0,0.335882666666667,3.50647786432341
"MIR450A1",0,0,0,0,0,0,33.029677,0,0,0,0,0,0,95.028529,0.354370491294311
"MIR450A2",0,0,0,0,0,0,0.127994666666667,0,0,0,0,0,0,0.379635666666667,0.817603294782898
"MIR450B",0,0,0,0,0,0,0.58701,0,0,0,0,0,0,0.101514666666667,1.44075249111526
"MIR4510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4511",0,0,0,0,0,0,44.6583456666667,0,0,0,0,0,0,13.1979993333333,3.21582954011502
"MIR4512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4513",0,16.183483,24.858055,0,1,1,54.141903,0,0,0,0,0,0,7.71227333333333,6.32922096108096
"MIR4514",0,0,0,0,0,0,1.68833066666667,0,0,0,0,0,0,0.687436,1.59314526101533
"MIR4515",0,0,0,0,0,0,0.0171213333333333,0,0,0,0,0,0,0,1.01712133333333
"MIR4516",70.599755,16.183483,0,4,1,0,60.8020653333333,32.646099,0,0,3,0,0,2.16726033333333,19.5127835507891
"MIR4517",0,0,19.969922,0,0,1,9.18968766666667,8.645011,0,0,1,0,0,14.003743,0.67914304228396
"MIR4518",0,0,0,0,0,0,0.153378333333333,0,0,0,0,0,0,0.099351,1.04914475298002
"MIR4519",0,0,0,0,0,0,0.56289,0,0,0,0,0,0,0.0150353333333333,1.53973950332107
"MIR451A",0,0,0,0,0,0,24.5587986666667,0,0,0,0,0,0,7.76338566666667,2.91654386088299
"MIR451B",0,0,0,0,0,0,0.293190666666667,0,0,0,0,0,0,2.05261966666667,0.423633078430231
"MIR452",0,0,0,0,0,0,14.2861886666667,0,0,0,0,0,0,0.444094,10.5853141600662
"MIR4520.1",0,21.577977,0,0,1,0,33.1090726666667,0,0,0,0,0,0,8.981249,3.41731507416223
"MIR4520.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4522",0,0,0,0,0,0,0.00534633333333333,0,11.278076,0,0,1,0,0.0259076666666667,0.979957910442233
"MIR4523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4524A",0,0,0,0,0,0,14.2970463333333,0,0,0,0,0,0,9.732328,1.42532415458541
"MIR4524B",0,0,0,0,0,0,4.62904666666667,0,0,0,0,0,0,1.048001,2.74855660063968
"MIR4525",0,0,0,0,0,0,0.486561,0,0,0,0,0,0,0.635825666666667,0.908752705310692
"MIR4526",0,0,0,0,0,0,0.138273,0,0,0,0,0,0,0.0246133333333333,1.11092932618484
"MIR4527",0,0,0,0,0,0,4.96533,0,0,0,0,0,0,0.353539333333333,4.40720845940199
"MIR4527HG",0,0,0,0,0,0,10.1408623333333,0,0,0,0,0,0,1.22234766666667,5.01310506021935
"MIR4528",0,0,0,0,0,0,3.46399066666667,0,0,0,0,0,0,1.55789233333333,1.74518317620093
"MIR4529",0,0,0,0,0,0,0.213644333333333,0,0,0,0,0,0,0.179152333333333,1.02925152164394
"MIR4530",0,0,0,0,0,0,7.16141366666667,0,0,0,0,0,0,4.06304066666667,1.61195894008883
"MIR4531",0,0,0,0,0,0,6.025247,0,0,0,0,0,0,2.64648666666667,1.92657964835559
"MIR4533",0,0,0,0,0,0,8.800176,0,0,0,0,0,0,1.690144,3.6429930888458
"MIR4534",23.533252,0,0,1,0,0,1.87433433333333,0,15.037434,0,0,1,0,0.576967,1.82269783282297
"MIR4535",0,0,0,0,0,0,2.945523,0,0,0,0,0,0,3.041639,0.976218558856939
"MIR4536.1",0,0,0,0,0,0,147.060371,0,0,0,0,0,0,48.3114666666667,3.00255459852475
"MIR4536.2",0,0,0,0,0,0,0.508968333333333,0,0,0,0,0,0,0.317783,1.14508104394527
"MIR4537",0,0,0,0,0,0,0.251247,0,0,0,0,0,0,0.976255333333333,0.633140353321416
"MIR4538",0,0,0,0,0,0,0.199013,0,0,0,0,0,0,0.0534183333333333,1.13821163165631
"MIR4539",0,0,0,0,0,0,0.0368293333333333,0,0,0,0,0,0,0,1.03682933333333
"MIR454",0,0,0,0,0,0,209.565290333333,0,0,0,0,0,0,571.653126,0.367701285076602
"MIR4540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR455",0,0,0,0,0,0,0.696153666666667,0,0,0,0,0,0,0.099299,1.54294115310454
"MIR4632",0,0,0,0,0,0,196.436515,0,0,0,0,0,0,155.914649666667,1.25824144156976
"MIR4633",0,0,0,0,0,0,1.62514133333333,0,0,0,0,0,0,4.867969,0.447367962123408
"MIR4634",0,0,0,0,0,0,0.0936853333333333,0,0,0,0,0,0,0.114904333333333,0.980967873775717
"MIR4635",0,0,0,0,0,0,107.608488333333,10.882033,0,0,1,0,0,0.544066666666667,70.3392480894607
"MIR4636",0,0,0,0,0,0,0.101572333333333,0,0,0,0,0,0,4.779816,0.190589515883089
"MIR4637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4638",0,0,0,0,0,0,0.163045,0,0,0,0,0,0,0,1.163045
"MIR4639",23.533252,0,0,1,0,0,18.3020986666667,0,0,0,0,0,0,1.88406833333333,6.69266343088265
"MIR4640",0,0,0,0,0,0,14.353481,10.612073,0,0,1,0,0,24.516971,0.60169684716889
"MIR4641",0,0,0,0,0,0,0.614673666666667,0,0,0,0,0,0,0.195688,1.35041387608362
"MIR4642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4643",0,0,0,0,0,0,5.92482366666667,0,0,0,0,0,0,4.22861866666667,1.32440786145174
"MIR4644",0,0,0,0,0,0,0.516597,0,0,0,0,0,0,10.7542696666667,0.129025200459782
"MIR4645",0,0,0,0,0,0,0.885637333333333,0,0,0,0,0,0,0.216210333333333,1.5504204179595
"MIR4646",0,0,0,0,0,0,0.668914,0,0,0,0,0,0,1.791702,0.597812373956819
"MIR4647",8.603054,0,0,0,0,0,0,10.046352,0,13.061067,1,0,1,0,1
"MIR4648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4649",0,0,28.407795,0,0,1,2.02457333333333,0,0,0,0,0,0,3.42328233333333,0.683784824346505
"MIR4650.1",0,0,0,0,0,0,15.2854683333333,0,0,0,0,0,0,0.393037666666667,11.6906159273511
"MIR4651",0,0,0,0,0,0,0.674618666666667,0,0,0,0,0,0,0.624172,1.03105992879243
"MIR4652",0,0,0,0,0,0,3.71917666666667,0,0,0,0,0,0,0.033201,4.56753009982246
"MIR4653",17.649939,0,0,1,0,0,9.02344666666667,10.882033,0,0,1,0,0,8.29811466666667,1.0780085023688
"MIR4654",0,0,0,0,0,0,6.961125,0,0,0,0,0,0,2.35371133333333,2.37382535606821
"MIR4655",0,0,0,0,0,0,44.9909436666667,0,0,0,0,0,0,25.786783,1.71692672713505
"MIR4656",0,0,0,0,0,0,1.541391,0,0,0,0,0,0,0.298549666666667,1.95709957442264
"MIR4657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4658",0,0,0,0,0,0,20.6799963333333,0,0,0,0,0,0,8.653399,2.24584069645659
"MIR4659A",0,0,0,0,0,0,12.1690836666667,0,0,0,0,0,0,14.0305976666667,0.876151697937583
"MIR4659B",0,0,0,0,0,0,77.702382,0,0,0,0,0,0,32.0479556666667,2.38145992429365
"MIR466",0,0,0,0,0,0,0.0650006666666667,0,0,0,0,0,0,0.0235156666666667,1.04053186614632
"MIR4660",0,0,0,0,0,0,0.126624,0,0,0,0,0,0,0,1.126624
"MIR4661",0,0,0,0,0,0,3.705578,0,0,0,0,0,0,2.25568966666667,1.44533984555653
"MIR4662A",0,0,0,0,0,0,11.4582106666667,0,0,0,0,0,0,0.786432333333333,6.97379376436872
"MIR4662B",0,0,0,0,0,0,34.346423,0,0,0,0,0,0,18.2172373333333,1.83930824118458
"MIR4663",0,0,0,0,0,0,2.160104,0,0,0,0,0,0,1.397202,1.31824685612643
"MIR4664",0,21.577977,33.144074,0,1,1,235.140807,0,0,15.175973,0,0,1,252.311626333333,0.932214641775904
"MIR4665",0,0,0,0,0,0,1.247424,0,0,0,0,0,0,0.0978526666666667,2.04710893204249
"MIR4666A",0,0,24.858055,0,0,1,4.35679233333333,0,0,0,0,0,0,1.07916933333333,2.57640984187916
"MIR4666B",0,0,0,0,0,0,26.5156263333333,0,0,0,0,0,0,4.49608166666667,5.00640783782628
"MIR4667",0,0,0,0,0,0,12.1042113333333,0,0,0,0,0,0,2.62590366666667,3.61405391262923
"MIR4668",0,0,0,0,0,0,0.658680666666667,0,0,0,0,0,0,0.367809666666667,1.21265458717575
"MIR4669",0,0,0,0,0,0,629.414157666667,0,0,0,0,0,0,1031.975632,0.610289476476892
"MIR4670",0,0,0,0,0,0,107.846023666667,0,0,0,0,0,0,254.384572,0.426204381941548
"MIR4671",0,0,0,0,0,0,63.6391596666667,0,0,0,0,0,0,15.74178,3.86094905479983
"MIR4672",0,0,0,0,0,0,3.432541,0,0,0,0,0,0,2.254464,1.3619880262925
"MIR4673",0,0,0,0,0,0,0.155079,0,0,0,0,0,0,0.0181723333333333,1.13446315735025
"MIR4674",0,0,0,0,0,0,0.624392666666667,0,0,0,0,0,0,10.9241886666667,0.136226682760191
"MIR4675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4676",0,0,0,0,0,0,1.890779,0,0,0,0,0,0,0.130625666666667,2.55679583900006
"MIR4677",0,0,0,0,0,0,174.558107666667,0,0,0,0,0,0,92.8289666666667,1.8710438141171
"MIR4678",0,0,66.288147,0,0,2,6.51406033333333,0,0,0,0,0,0,4.070326,1.48196789187388
"MIR4679.1",0,0,0,0,0,0,0.00927866666666667,0,0,0,0,0,0,0.197075666666667,0.843120192624972
"MIR4679.2",0,0,0,0,0,0,5.35315566666667,0,0,0,0,0,0,9.272069,0.618488414229564
"MIR4680",0,0,0,0,0,0,3.683075,0,0,0,0,0,0,3.46871166666667,1.04796982873886
"MIR4681",0,0,0,0,0,0,1.087221,0,0,0,0,0,0,0.297542666666667,1.60859527291074
"MIR4682",0,0,0,0,0,0,0.625886333333333,0,0,0,0,0,0,0.15893,1.40292022238904
"MIR4683",0,0,0,0,0,0,15.7452923333333,4.849386,0,0,0,0,0,7.263787,2.02634607273074
"MIR4684",0,0,0,0,0,0,0.047578,0,0,0,0,0,0,0,1.047578
"MIR4685",0,0,0,0,0,0,3.481554,0,15.037434,0,0,1,0,0.285639333333333,3.4858563236242
"MIR4686",0,0,0,0,0,0,0.334830666666667,0,0,0,0,0,0,0.234172666666667,1.08155909032718
"MIR4687",9.633082,24.302753,0,1,2,0,0.395286666666667,17.249386,0,0,2,0,0,0.111065,1.25581011611982
"MIR4688",0,0,0,0,0,0,0.0548586666666667,10.882033,0,0,1,0,0,0.018046,1.03616012112092
"MIR4689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4690",23.533252,0,0,1,0,0,2.08499133333333,0,0,0,0,0,0,0.181312666666667,2.61149433201145
"MIR4691",0,0,0,0,0,0,10.0751583333333,0,0,0,0,0,0,29.08196,0.368166114619304
"MIR4692",0,0,0,0,0,0,0.340830666666667,0,0,0,0,0,0,0.0136633333333333,1.32275739150737
"MIR4693",0,0,0,0,0,0,43.7048586666667,0,0,0,0,0,0,109.335810666667,0.40517089054363
"MIR4694",0,0,0,0,0,0,22.811038,0,0,0,0,0,0,19.5229903333333,1.16021289360188
"MIR4695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4696",0,0,0,0,0,0,0,0,0,0,0,0,0,0.887891333333333,0.529691504136714
"MIR4697",0,0,0.669061,0,0,0,4.770719,0,0,0,0,0,0,0.398478666666667,4.12642619265316
"MIR4698",0,0,0,0,0,0,0.994086333333333,0,0,0,0,0,0,0.127767666666667,1.7681712220277
"MIR4699",0,0,0,0,0,0,31.4093623333333,0,0,0,0,0,0,16.2627983333333,1.8774107017605
"MIR4700",0,0,25.266988,0,0,1,3.47838033333333,0,12.802625,0,0,1,0,1.09366033333333,2.13901952577153
"MIR4701",23.533252,0,0,1,0,0,0.241235,58.037509,45.112302,30.351947,4,3,2,0.530032666666667,0.811247385132082
"MIR4703",0,0,0,0,0,0,141.512110666667,0,0,0,0,0,0,102.209262666667,1.38080737120403
"MIR4704",0,0,0,0,0,0,0.643196,0,0,0,0,0,0,0.111815666666667,1.47793923872872
"MIR4705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4706",0,0,0,0,0,0,0.0618296666666667,0,11.278076,0,0,1,0,0,1.06182966666667
"MIR4707",0,0,0,0,0,0,0.611663666666667,38.42684,0,0,4,0,0,0,1.61166366666667
"MIR4708",0,0,0,0,0,0,72.863717,0,0,0,0,0,0,17.88171,3.91191883574104
"MIR4709",5.883399,0,51.707956,0,0,2,12.2135893333333,0,0,0,0,0,0,6.72079666666667,1.71142822480754
"MIR4710",0,0,0,0,0,0,14.8092173333333,0,0,0,0,0,0,7.165616,1.9360716121519
"MIR4711",0,0,0,0,0,0,0.162427333333333,0,0,0,0,0,0,0.00831566666666667,1.15284069439894
"MIR4712",0,0,0,0,0,0,3.29381,0,0,0,0,0,0,0.442942333333333,2.97573222491913
"MIR4713",0,0,0,0,0,0,0.0282036666666667,0,0,0,0,0,0,0,1.02820366666667
"MIR4713HG",0,0,0,0,0,0,0.213764666666667,0.393481,0,0.562714,3,0,4,2.27714633333333,0.370372434798202
"MIR4714",0,0,0,0,0,0,73.3637443333333,0,0,0,0,0,0,38.952573,1.86130050581056
"MIR4715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4716",0,0,0,0,0,0,277.765122333333,0,0,0,0,0,0,330.304537,0.841416555467616
"MIR4717",0,0,0,0,0,0,0.221724666666667,0,0,0,0,0,0,0.096978,1.11371847627452
"MIR4718",0,0,0,0,0,0,309.254826,0,0,0,0,0,0,73.282537,4.17668591475275
"MIR4719",0,0,0,0,0,0,9.90352266666667,0,0,0,0,0,0,0.854394333333333,5.87982958676714
"MIR4720",0,0,0,0,0,0,10.5794006666667,0,0,0,0,0,0,0.522113333333333,7.60744972998068
"MIR4721",0,0,0,0,0,0,14.2570813333333,0,0,0,0,0,0,0.037499,14.7056347363548
"MIR4722",23.533252,0,0,1,0,0,0.026542,0,0,0,0,0,0,0.00838866666666667,1.01800231788933
"MIR4723",0,0,0,0,0,0,0.0612076666666667,0,0,0,0,0,0,0.0356063333333333,1.02472110541361
"MIR4724",0,1.192491,9.527627,0,0,0,31.4948243333333,0,0,0,0,0,0,42.707787,0.743456179406506
"MIR4725",0,0,0,0,0,0,0.00303433333333333,0,0,0,0,0,0,0.055937,0.949899788844726
"MIR4726",0,0,0,0,0,0,10.1841926666667,0,0,0,0,0,0,10.4575373333333,0.976142808117114
"MIR4727",0,0,0,0,0,0,0.257111,0,0,0,0,0,0,1.45702766666667,0.511638927414058
"MIR4728",0,0,0,0,0,0,12.6154116666667,58.037509,30.074868,15.175973,4,2,1,0.0717673333333333,12.7037009276267
"MIR4729",0,0,0,0,0,0,24.8023816666667,0,0,0,0,0,0,13.53605,1.7750614277377
"MIR4730",47.066503,21.577977,33.144074,2,1,1,1.28502566666667,0,0,0,0,0,0,0.485467333333333,1.53825373025145
"MIR4731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4732",0,0,0,0,0,0,14.65124,0,0,0,0,0,0,5.483328,2.41407499358354
"MIR4733",0,0,0,0,0,0,6.904562,0,0,0,0,0,0,0.410853,5.60268291593809
"MIR4734",0,0,0,0,0,0,2.075209,0,0,0,0,0,0,0,3.075209
"MIR4735",0,0,0,0,0,0,35.1685266666667,0,0,0,0,0,0,43.095828,0.82022559292155
"MIR4736",0,0,0,0,0,0,1.29729266666667,0,0,0,0,0,0,0.0601496666666667,2.16695127008796
"MIR4737",0,13.953624,0,0,1,0,0.130641333333333,0,0,0,0,0,0,0.229457333333333,0.919626328363842
"MIR4738",0,0,0,0,0,0,29.3239056666667,0,0,0,0,0,0,1.90573533333333,10.4358801432477
"MIR4739",0,0,0,0,0,0,0.259637666666667,0,0,0,0,0,0,0.0630443333333333,1.18493427524032
"MIR4740",0,0,0,0,0,0,53.261097,0,0,0,0,0,0,10.498621,4.71892212118305
"MIR4741",0,0,0,0,0,0,14.5347233333333,0,0,0,0,0,0,7.219507,1.88998237161101
"MIR4742",0,0,0,0,0,0,0.270914666666667,0,0,0,0,0,0,0.404633666666667,0.904801512897431
"MIR4743",0,0,0,0,0,0,1.71928233333333,0,0,0,0,0,0,0.112158333333333,2.44504964071363
"MIR4744",0,0,0,0,0,0,3.35028933333333,0,0,0,0,0,0,0,4.35028933333333
"MIR4745",0,0,0,0,0,0,7.65793566666667,0,0,0,0,0,0,4.971284,1.44992863623078
"MIR4746",0,0,0,0,0,0,6.35896133333333,0,0,0,0,0,0,4.05486366666667,1.45581796436185
"MIR4747",0,0,0,0,0,0,0.010603,0,0,0,0,0,0,0,1.010603
"MIR4748",0,0,0,0,0,0,4.799424,0,0,0,0,0,0,2.040977,1.90709235880442
"MIR4749",0,0,33.144074,0,0,1,0,0,0,0,0,0,0,0,1
"MIR4750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4751",0,0,0,0,0,0,17.9342513333333,0,0,0,0,0,0,0.544388666666667,12.2600299665499
"MIR4752",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976533333333333,0.990329106168562
"MIR4753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4754",0,0,0,0,0,0,2.97513966666667,0,0,0,0,0,0,0.918750666666667,2.07173330840971
"MIR4755",0,0,0,0,0,0,0.480576,0,0,0,0,0,0,0.049348,1.4109485127908
"MIR4756",0,0,0,0,0,0,6.391898,0,0,0,0,0,0,1.86368633333333,2.58125267210946
"MIR4757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4758",0,0,0,0,0,0,1.99713433333333,0,0,0,0,0,0,0.696263666666667,1.76690357297048
"MIR4759",0,0,0,0,0,0,0.683108333333333,0,0,0,0,0,0,0.151225333333333,1.46201467653596
"MIR4760",0,0,0,0,0,0,1.17255533333333,0,0,0,0,0,0,0.004642,2.16251692974545
"MIR4761",0,16.183483,0,0,1,0,8.47205966666667,0,0,0,0,0,0,3.97651333333333,1.90335261501694
"MIR4762",0,0,0,0,0,0,21.6300166666667,0,0,0,0,0,0,27.358461,0.797998758348229
"MIR4763",0,0,0,0,0,0,0.038188,0,0,0,0,0,0,0.0271253333333333,1.01077051291371
"MIR4764",0,0,0,0,0,0,2.558463,0,0,0,0,0,0,1.90937466666667,1.223102352808
"MIR4765",0,0,0,0,0,0,0.0234786666666667,0,0,0,0,0,0,0.600418666666667,0.6395068290464
"MIR4766",0,0,0,0,0,0,0.0717423333333333,0,0,0,0,0,0,0.0576183333333333,1.01335453400801
"MIR4767",0,0,0,0,0,0,5.44670933333333,0,0,0,0,0,0,1.31569333333333,2.78392187796887
"MIR4768",0,0,0,0,0,0,0.0780313333333333,0,0,0,0,0,0,17.1851356666667,0.0592809068402697
"MIR4769",0,0,0,0,0,0,0.110997,0,0,0,0,0,0,0.0485206666666667,1.05958521879397
"MIR4770",0,0,0,0,0,0,0.921814333333333,0,0,0,0,0,0,0.0389336666666667,1.8497950302249
"MIR4771.1",0,0,0,0,0,0,1.41303833333333,0,0,0,0,0,0,2.19927233333333,0.754245991562457
"MIR4772",0,0,0,0,0,0,0.0789773333333333,0,0,0,0,0,0,0.018388,1.05949533314742
"MIR4773.1",0,0,0,0,0,0,6.49769166666667,0,0,0,0,0,0,0.371410333333333,5.46713954564049
"MIR4773.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4774",0,0,0,0,0,0,19.2908076666667,0,0,0,0,0,0,0.0152886666666667,19.985259692974
"MIR4775",0,0,0,0,0,0,20.2873813333333,0,0,0,0,0,0,14.7235343333333,1.35385473024375
"MIR4776.1",0,0,0,0,0,0,0.293436333333333,0,0,0,0,0,0,0.0253273333333333,1.26148625056974
"MIR4776.2",0,0,0,0,0,0,0.053058,0,0,0,0,0,0,0.0157896666666667,1.03668902584492
"MIR4777",0,0,0,0,0,0,0.230121666666667,0,0,0,0,0,0,1.622785,0.469013535866137
"MIR4778",0,0,0,0,0,0,8.48983066666667,0,0,0,0,0,0,3.232517,2.2421246427756
"MIR4779",0,0,0,0,0,0,19.0121856666667,0,0,0,0,0,0,43.9471913333333,0.445237735062333
"MIR4780",0,0,0,0,0,0,0,0,0,0,0,0,0,0.07625,0.929152148664344
"MIR4781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4783",0,0,24.858055,0,0,1,0,0,0,0,0,0,0,0.016421,0.983844292866834
"MIR4784",0,0,0,0,0,0,5.59901933333333,0,0,0,0,0,0,0,6.59901933333333
"MIR4785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4786",0,16.183483,0,0,1,0,0.696577666666667,10.882033,11.278076,0,1,1,0,0.167636,1.45300219132218
"MIR4787",0,0,0,0,0,0,0.0124076666666667,0,0,0,0,0,0,0.0120483333333333,1.00035505550624
"MIR4788",0,0,0,0,0,0,0.189098,0,0,0,0,0,0,0.0657033333333333,1.11578707019777
"MIR4789",0,0,0,0,0,0,1.514859,0,0,0,0,0,0,1.02799833333333,1.24006955955749
"MIR4790",0,0,0,0,0,0,0.047486,0,0,0,0,0,0,2.93375066666667,0.266281747055312
"MIR4791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4793",17.649939,144.773921,71.523161,1,9,3,1.20070033333333,0,0,0,0,0,0,0.888444333333333,1.16535091582437
"MIR4794",0,0,0,0,0,0,0.00828066666666667,0,0,0,0,0,0,0.041589,0.968021615691666
"MIR4795",0,0,0,0,0,0,0.212935,0,0,0,0,0,0,0.0273466666666667,1.18064820703171
"MIR4796",0,0,0,0,0,0,0.266132333333333,0,0,0,0,0,0,0.0477046666666667,1.20848209769038
"MIR4797",0,0,0,0,0,0,0.0565606666666667,0,0,0,0,0,0,1.11296066666667,0.50003801932265
"MIR4798",0,0,0,0,0,0,6.91284766666667,0,0,0,0,0,0,0.0106746666666667,7.82927278939745
"MIR4799",0,0,0,0,0,0,0.030318,0,0,0,0,0,0,0.0106453333333333,1.01946545045806
"MIR4800",10.374557,0,86.104485,1,0,3,0.192141666666667,0,4.868812,0,0,0,0,0,1.19214166666667
"MIR4801",0,0,0,0,0,0,82.1391796666667,0,0,0,0,0,0,20.632162,3.84331347309005
"MIR4802",0,0,0,0,0,0,25.3867446666667,0,0,0,0,0,0,34.798201,0.737096947041184
"MIR4803",0,0,0,0,0,0,0.103483666666667,0,0,0,0,0,0,0.0893613333333333,1.01296386506589
"MIR4804",0,0,0,0,0,0,17.6992386666667,0,0,0,0,0,0,6.452998,2.50895527768378
"MIR483",0,0,0,0,0,0,2.508291,0,0,0,0,0,0,3.61504133333333,0.760186257631207
"MIR484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR485",0,0,0,0,0,0,1.445257,0,0,0,0,0,0,0.112467,2.19804902077994
"MIR486.1",0,0,0,0,0,0,0.260173,0,0,0,0,0,0,0.036879,1.21535203239722
"MIR486.2",0,0,0,0,0,0,0.324120666666667,0,0,0,0,0,0,0.177359,1.1246532847387
"MIR487A",0,0,0,0,0,0,1.91987066666667,0,0,0,0,0,0,0.506591333333333,1.93806415984516
"MIR487B",0,0,0,0,0,0,3.15412233333333,0,0,0,0,0,0,44.8252953333333,0.0906512942931679
"MIR488",0,0,0,0,0,0,0.0851303333333333,0,0,0,0,0,0,0.0892433333333333,0.996223984233704
"MIR489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR490",0,0,0,0,0,0,1.28801366666667,8.705626,0,0,1,0,0,0.831378333333333,1.24933970497631
"MIR491",0,0,0,0,0,0,30.2515123333333,0,0,0,0,0,0,18.5197996666667,1.60101603843304
"MIR492",0,0,0,0,0,0,2.102472,0,0,0,0,0,0,0,3.102472
"MIR493",0,0,0,0,0,0,9.47979433333333,0,0,0,0,0,0,2.103852,3.37638338855504
"MIR494",0,0,0,0,0,0,100.350357333333,0,0,0,0,0,0,39.737596,2.48788262648914
"MIR495",0,0,0,0,0,0,0.0224216666666667,0,0,0,0,0,0,0.0139616666666667,1.00834351068499
"MIR496",0,0,0,0,0,0,0.260043666666667,0,0,0,0,0,0,0.580683666666667,0.797151063959456
"MIR497",0,0,0,0,0,0,113.893029,0,0,0,0,0,0,0.0728666666666667,107.089755483751
"MIR497HG",0.019561,0.037729,0,1,2,0,22.7722653333333,0.348207,0.014645,0,2,1,0,12.1680426666667,1.80529984106977
"MIR498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR4999",0,16.183483,0,0,1,0,0.118126333333333,0,0,0,0,0,0,0.191628333333333,0.938318015824285
"MIR499A",0,12.946786,0,0,1,0,1.824722,0,0,0,0,0,0,2.11282366666667,0.907446840066216
"MIR499B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR5000",0,0,0,0,0,0,29.083395,0,0,0,0,0,0,26.514312,1.09337260550073
"MIR5001",0,0,0,0,0,0,0.0285326666666667,0,0,0,0,0,0,0,1.02853266666667
"MIR5002",0,0,0,0,0,0,0.979810333333333,0,0,0,0,0,0,0.222947,1.61888481948386
"MIR5003",0,0,0,0,0,0,0.531244666666667,0,0,0,0,0,0,0.0816366666666667,1.41567377831743
"MIR5004",0,0,0,0,0,0,3.94705366666667,10.882033,11.278076,0,1,1,0,1.48728566666667,1.98893666817791
"MIR5006",0,0,0,0,0,0,9.16518866666667,0,0,0,0,0,0,3.18299466666667,2.43012231109706
"MIR5007",0,0,0,0,0,0,56.110168,0,0,0,0,0,0,30.0234846666667,1.8408688970186
"MIR5008",0,0,0,0,0,0,0.568123,0,0,0,0,0,0,0.247873333333333,1.25663635732259
"MIR5009",0,0,0,0,0,0,30.5576133333333,0,0,0,0,0,0,15.273637,1.93918626385321
"MIR500A",0,0,0,0,0,0,4.50244466666667,0,0,0,0,0,0,1.92935666666667,1.8783798945616
"MIR500B",0,0,0,0,0,0,1.45340833333333,0,0,0,0,0,0,1.309077,1.06250607205101
"MIR501",0,0,0,0,0,0,7.429754,0,0,0,0,0,0,3.054366,2.07917933408084
"MIR5010",84.719706,77.680717,59.659332,6,6,3,0,8.705626,0,18.211168,1,0,2,0,1
"MIR5011",0,0,0,0,0,0,11.1249656666667,0,0,0,0,0,0,1.41212333333333,5.02667732578627
"MIR502",0,0,0,0,0,0,7.17699066666667,0,0,0,0,0,0,8.60433933333333,0.851385023255807
"MIR503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
