"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"ACP7",0.348403,0.256502,0.265236,13,11,7,64.0608963333333,0.15024,0.124344,0.170202,8,5,6,79.7568523333333,0.805639329091071
"ACPP",0.048184,0.022238,0,2,1,0,81.459057,0.265858,0.022854,0.050647,3,1,2,35.9895656666667,2.22925183126193
"ACR",0,0.561401,0,0,4,0,10.252389,0.041913,0,0.163679,1,0,1,8.31229433333333,1.20833691432219
"ACRBP",0.871936,1.387368,0.356541,8,10,2,3.504024,0.967429,0.571787,0.527381,14,5,4,2.267959,1.37823760946817
"ACRV1",0.419432,0.594965,0.365907,5,9,3,10.3117143333333,0.120346,0.767177,1.18959,4,7,14,5.148476,1.8397590448972
"ACSBG1",0.253329,0.789068,1.028992,21,18,25,40.2530823333333,6.630397,3.875408,5.355253,156,78,93,32.7340093333333,1.22289295427953
"ACSBG2",0.326791,0.354839,0.057953,2,2,1,76.3923933333333,0.74582,0.53011,0.820644,10,3,4,92.1382493333333,0.830941035367253
"ACSF2",0.770281,0.767876,3.321446,2,5,7,1.372005,42.632059,13.17411,6.555456,402,55,44,1.35264933333333,1.00822717877774
"ACSF3",15.821189,18.561092,20.415246,217,288,178,0.0650203333333333,22.250491,16.962759,21.849371,350,268,226,3.623156,0.230366514418578
"ACSL1",62.19037,73.44608,83.471369,894,1047,659,0.0770176666666667,85.585307,101.814344,82.647096,1143,969,970,0.0864153333333333,0.991349839809576
"ACSL3",130.996535,121.985228,113.197501,2784,3004,2053,26.8095743333333,127.281776,105.351012,89.76463,3228,2050,1832,38.1292903333333,0.710709908010854
"ACSL4",61.049607,65.37075,77.690858,3385,3357,2270,14.52366,69.219653,62.683685,53.413498,3943,2820,2527,11.3800783333333,1.25392259903579
"ACSL5",0.344508,0.341116,0.484939,7,4,5,5.10368066666667,0.206791,0.83348,0.182037,6,12,5,11.1325353333333,0.503083691823028
"ACSL6",16.646079,21.155853,18.209522,1030,1182,804,27.3279526666667,13.388689,15.367533,10.761177,980,1036,796,22.599885,1.20034282652931
"ACSM1",0.124507,0.048926,0,1,1,0,112.344829333333,0.060423,0,0,2,0,0,136.466925666667,0.824524363105165
"ACSM2A",2.771496,1.037998,0.161293,12,12,4,27.945396,0.816039,2.615985,1.21988,4,7,2,18.5761573333333,1.4786045855237
"ACSM2B",0.143928,1.678159,1.180417,5,15,6,3.854172,0.4576,0.459343,0.100414,8,5,3,10.370608,0.426905227935041
"ACSM3",3.546028,4.370048,3.432423,37,79,10,1.20873,1.696961,2.786466,2.358993,15,14,19,0.829955333333333,1.20698574427864
"ACSM4",0.149807,0.241539,0.10526,4,7,2,12.0525876666667,0.215017,0.529825,0.278182,8,15,7,11.1502983333333,1.07426067316043
"ACSM5",0,0.179494,0,0,2,0,28.298986,0.201606,0,0.029441,1,0,1,29.724931,0.953589969005951
"ACSM6",0.069018,0.123371,0.333466,2,3,6,6.41270466666667,0.145067,0.22124,0.069825,4,5,1,30.823932,0.232928623234447
"ACSS1",0.066638,0.220548,0.348834,3,9,8,10.7718276666667,7.426916,3.07265,5.466344,515,157,255,10.6308603333333,1.01212011229551
"ACSS2",148.399461,146.694353,101.822483,739,725,433,0.324533,183.462238,133.340645,131.295035,1363,636,598,0.22016,1.0855404209284
"ACSS3",0.627096,0.612727,1.358752,13,15,29,2.684256,6.876982,2.730375,3.127256,286,78,82,9.17650766666667,0.362035397670642
"ACTA1",0.242012,0.585729,0.672663,3,10,8,7.685498,43.17532,0.074509,0.342321,1089,1,4,5.80116033333333,1.27706120342896
"ACTA2",2.655925,3.057572,5.813821,28,47,56,2.60350566666667,25.800466,5.539749,5.485474,558,76,68,2.26856866666667,1.10247207085344
"ACTA2.AS1",1.477382,1.384338,1.539489,11,14,11,1.969466,0.754069,0.282828,0.269851,15,5,3,3.51343666666667,0.657916842376578
"ACTB",2178.850167,2041.670166,2557.016143,20799,21935,16943,154.999947666667,2138.164791,2243.689595,2712.36844,29266,23222,24748,113.660235,1.36054097278509
"ACTBL2",0.259337,0.108094,0,9,4,0,45.262901,0,0.02739,0.030881,0,1,1,30.6769663333333,1.46045869775472
"ACTC1",0.551692,0.56988,1.037101,8,10,7,155.030611666667,869.621513,0.354562,0.525835,16803,6,3,117.865059333333,1.31267011972888
"ACTG1",1435.350734,1536.991071,1807.979395,23732,27012,21393,23.561692,1869.624603,1654.156602,1676.836666,40874,26878,29741,13.2536763333333,1.7231829477256
"ACTG1P17",0.328328,0,0.561058,2,0,4,15.88042,0.566011,0.233651,1.137973,8,5,5,12.553571,1.24545922251781
"ACTG2",0.239946,0.184371,2.284464,2,2,27,91.6993783333333,5.162967,3.078347,2.858471,118,58,48,85.6373743333333,1.06996984900162
"ACTL10",0.141201,0.158296,0.137933,3,4,2,273.123393333333,0.061689,0.082599,0,2,2,0,494.121312333333,0.553648947247869
"ACTL6A",67.288182,35.925033,85.845286,123,104,102,274.393704,158.27347,137.510766,210.020503,387,170,252,244.772004,1.12052511888213
"ACTL6B",154.861852,109.866441,166.128293,576,645,448,47.409361,50.973446,92.448261,75.837415,303,437,363,38.6208793333333,1.22181440226827
"ACTL7A",0,0,0.078863,0,0,1,41.222022,0,0,0.059905,0,0,1,23.195771,1.74501659814849
"ACTL7B",0,0,0.088939,0,0,1,4.55777233333333,0.043131,0,0,1,0,0,2.01739533333333,1.84191056171404
"ACTL8",0.049515,0,0,1,0,0,0.183165333333333,0,0,0,0,0,0,0.994155666666667,0.593316436179255
"ACTL9",0,0,0,0,0,0,2.91668833333333,0,0,0,0,0,0,2.25077233333333,1.20484855034962
"ACTN1",42.915893,53.04208,30.351943,709,901,468,0.0815716666666667,69.241658,47.821745,50.974833,1648,918,920,0.154033333333333,0.937210074810086
"ACTN1.AS1",0,0,0,0,0,0,2.85611533333333,0.213109,0.18718,0,1,1,0,3.04498433333333,0.953307853767542
"ACTN2",10.431195,12.550374,2.658834,163,226,63,0.0764453333333333,69.76771,1.253103,0.801863,2414,37,25,0.020969,1.05433694199661
"ACTN3",0.026669,0.072504,0,1,3,0,49.261337,0.648357,0.142398,0.028312,33,2,1,53.984983,0.914092071284263
"ACTN4",88.341101,89.90874,113.006576,944,1111,817,37.9276463333333,209.643774,167.250481,183.429698,3505,2178,2093,36.396988,1.0409299896915
"ACTR10",175.090819,207.781083,223.094765,1347,1561,1119,1.644429,157.019067,205.113642,237.357145,1492,1517,1594,0.415568333333333,1.86810409482175
"ACTR1A",135.467299,131.59114,164.703958,3143,3440,2547,15.951695,115.943189,124.852514,131.407319,3642,2918,2824,16.9579516666667,0.943965955285732
"ACTR1B",28.348357,31.987461,34.845941,679,815,581,32.084725,30.556702,30.517172,34.362579,1047,814,792,25.1231436666667,1.2664909484924
"ACTR2",90.130579,85.113097,98.337326,4098,3983,3193,0.138564,96.131777,93.793262,100.811332,5682,4350,4406,0.299872333333333,0.875904479850201
"ACTR3",83.778842,80.647357,87.559013,1903,1958,1481,5.96989466666667,61.541822,74.758475,82.615188,1929,1669,1860,6.750096,0.899330107222758
"ACTR3B",23.73554,20.329805,21.54651,309,312,235,14.474606,12.200305,11.066625,8.231572,240,204,198,20.6181496666667,0.715815471657157
"ACTR3C",0.030079,0.14202,0.021249,2,4,1,13.0172946666667,0.478798,0.028455,0.143524,7,2,9,21.607242,0.62003559154481
"ACTR5",2.282428,2.070326,3.460384,72,72,77,75.849498,2.300345,2.272068,2.6564,103,77,79,77.2166353333333,0.982521143647933
"ACTR6",24.835879,26.636835,23.772285,388,418,287,174.299529333333,26.189179,23.847515,19.715424,497,369,392,174.989375333333,0.996080183825339
"ACTR8",23.771453,22.759294,31.53109,450,503,352,68.153203,26.624084,28.334546,22.577852,586,511,414,50.064741,1.35422605981689
"ACTRT1",0,0,0.167548,0,0,2,1.47183533333333,0,0,0,0,0,0,41.262396,0.058487818185541
"ACTRT2",0,0,0,0,0,0,1.490042,0,0,0,0,0,0,9.92666933333333,0.227886643590813
"ACTRT3",1.443018,1.511988,0.769716,29,33,11,16.908232,0.786164,0.893232,0.943422,22,19,18,56.6807803333333,0.310471389196012
"ACVR1",6.034686,8.207685,6.259893,217,313,134,8.64169033333333,7.530875,6.531985,5.489665,334,179,196,12.368327,0.721233878654624
"ACVR1B",55.209179,56.089019,59.415097,1548,1896,1377,18.316011,35.019207,49.193225,49.103909,1431,1584,1379,6.01997766666667,2.75157727234935
"ACVR1C",0.137088,0.073565,0.237864,13,9,9,5.071992,0.202768,0.064909,0.072133,22,3,2,6.484563,0.811268740740107
"ACVR2A",25.003915,23.782342,23.796881,1564,1417,966,0.00500366666666667,16.001132,14.786883,12.909514,1121,784,770,34.0859053333333,0.028644085341924
"ACVR2B",6.214092,4.560656,8.131002,990,790,922,94.6292986666667,4.136669,3.378978,3.850929,910,569,582,88.861043,1.06419083814403
"ACVR2B.AS1",0.930023,0.683623,1.107894,30,24,25,0.235613666666667,0.552097,0.855593,1.095801,25,29,33,0.128331666666667,1.09508019952762
"ACVRL1",2.000151,0.803904,0.719904,17,40,28,4.91758833333333,1.158399,0.437574,0.500078,37,18,23,10.1446623333333,0.530979598693988
"ACY1",10.842162,5.437314,8.266339,50,52,41,0.374443,16.513926,11.864692,15.383214,136,84,80,1.31022033333333,0.594940222873403
"ACY3",0,0,0,0,0,0,134.204316666667,0,0,0,0,0,0,70.614812,1.88793788450728
"ACYP1",24.106168,34.772803,28.12398,116,175,91,16.6304893333333,23.726514,23.728152,24.186164,153,116,104,0.091525,16.1521626470611
"ACYP2",20.955971,15.854271,16.292319,172,145,100,5.27768633333333,13.526342,21.437315,22.138132,163,188,173,5.39523166666667,0.981619847495751
"ADA",0.922875,1.829261,0.70398,13,16,8,0.513112666666667,2.752245,0.680643,2.280619,55,11,27,2.47183966666667,0.4358244653963
"ADA2",3.304161,5.684611,5.357241,106,185,127,3.01477433333333,2.338413,4.38061,5.758638,97,158,142,5.22038066666667,0.64542261132786
"ADAD1",0,0,0,0,0,0,0.652823666666667,0,0,0,0,0,0,0.030144,1.60445885882621
"ADAD2",0,0.258936,0.627989,0,1,3,0.460879,0,0.231674,0.001766,0,1,0,1.408676,0.606507060310312
"ADAL",9.378484,7.193559,10.742324,227,237,166,31.2647763333333,12.105016,15.600091,15.33191,307,321,294,16.86225,1.80631086975792
"ADAM10",34.061006,24.686719,34.283331,691,616,515,174.101646,70.311374,70.683677,76.336447,1888,1354,1326,177.042488666667,0.983482354753126
"ADAM11",23.644833,33.066844,44.802479,1084,1499,1443,26.7583006666667,21.676701,61.251494,63.202393,1266,2768,2775,20.0909006666667,1.31612685040699
"ADAM12",8.973317,5.716452,10.949544,581,454,513,0.424899333333333,253.498386,167.661955,151.796176,20837,10523,10029,1.24002766666667,0.636107917119476
"ADAM15",18.903104,21.508581,19.628954,201,239,154,9.84236733333333,30.979275,23.526472,41.074168,498,372,446,12.1665156666667,0.823480380673733
"ADAM17",9.86407,13.149275,14.571838,391,394,303,79.359402,14.349408,16.247264,14.244751,856,534,597,77.2503786666667,1.02695224443983
"ADAM18",0,0,0,0,0,0,27.4355736666667,0,0,0,0,0,0,24.3440916666667,1.12198038267302
"ADAM19",18.28921,16.943459,15.284239,1567,1633,872,32.603663,16.94927,22.701045,23.52762,1960,1980,1753,229.656967333333,0.145686745943545
"ADAM2",0,0,0,0,0,0,2.911115,0,0,0,0,0,0,1.867029,1.36417001711528
"ADAM20",0.055566,0.051316,0.039092,2,2,1,0.15919,0.060308,0.079075,0.087706,3,3,3,0.424805333333333,0.813577808056118
"ADAM20P1",0.531878,1.184369,1.160243,20,37,23,12.1399136666667,0.293669,0.308602,0.879615,15,12,25,18.3644463333333,0.678558707049013
"ADAM21",0.175871,0.28972,0.247976,6,11,6,7.914717,0.188727,0.221899,0.309121,9,8,10,7.21721933333333,1.08488244482379
"ADAM21P1",0,0.045823,0,0,1,0,8.37619733333333,0.012879,0,0,0,0,0,10.048766,0.848619414451653
"ADAM22",14.849654,14.25824,14.463086,1382,1676,1175,10.2849523333333,13.135,11.196035,9.8092,1606,1240,1028,10.763871,0.959289024278941
"ADAM23",30.45531,32.68447,48.390528,1224,1432,1029,8.66138733333333,48.84821,52.745915,47.205046,2519,1761,1594,10.108519,0.869727758788848
"ADAM28",0.264589,0.406801,0.059004,8,6,4,3.419737,1.502507,0.416905,0.03323,52,9,3,2.94559833333333,1.12016901534579
"ADAM29",0.651684,0.674166,0.788744,24,20,14,91.4575493333333,0.184234,0.673702,0.264276,8,7,9,102.793878,0.8907803727435
"ADAM30",0,0,0,0,0,0,5.42458966666667,0,0,0,0,0,0,6.02901333333333,0.91401016927933
"ADAM32",0.915902,4.743727,0.839031,58,83,36,25.0431763333333,0.985926,0.562709,0.705876,77,43,33,21.2352353333333,1.17125705857907
"ADAM33",0.541507,0.630154,0.831368,18,23,18,10.2720646666667,1.225579,0.212729,0.396698,54,8,12,10.923589,0.945358370425773
"ADAM3A",0,0.22629,0.585903,0,4,5,42.2394806666667,0.341385,0,0.42368,6,0,5,42.6771043333333,0.989980478940938
"ADAM3B",0,0,0,0,0,0,63.9586973333333,0,0,0,0,0,0,177.012926666667,0.364910001479668
"ADAM5",0,0,0.408493,0,0,1,39.4104176666667,0,0,0,0,0,0,27.9426016666667,1.3962261628058
"ADAM6",0,0,0,0,0,0,35.9688953333333,0,0,0,0,0,0,14.672322,2.35886522324728
"ADAM7",0.067906,0.02098,0.122618,3,1,3,12.729611,0.297177,0.021595,0.063257,18,1,2,10.9525803333333,1.14867339244823
"ADAM8",2.265081,4.232185,7.470717,41,65,39,4.11504766666667,5.896302,4.237317,5.824988,93,66,47,6.74807766666667,0.660169901067503
"ADAM9",10.682031,11.502737,12.462503,377,445,328,1.765431,31.044422,15.040139,19.545192,1575,713,795,13.7932536666667,0.186938658817924
"ADAMDEC1",0,0,0.059317,0,0,1,1.42295866666667,0,0,0,0,0,0,8.67121233333333,0.250533085528023
"ADAMTS1",14.234685,4.588657,3.552739,508,136,33,22.3113633333333,53.416922,36.50485,34.398098,2281,1139,1236,19.158878,1.15638198382536
"ADAMTS10",40.162073,43.284464,61.364231,489,643,476,33.279522,30.984806,32.271974,30.357747,529,437,369,30.1365026666667,1.10094323588558
"ADAMTS12",0.710176,1.783791,0.892537,84,197,58,3.711311,3.104435,1.18569,1.477975,449,149,114,197.055837333333,0.0237877916825584
"ADAMTS13",7.587088,8.243445,8.27368,214,262,204,6.396224,8.251614,7.895253,8.511647,354,284,270,8.52441366666667,0.776554259280563
"ADAMTS14",0.211393,0.27945,0.297526,15,22,15,112.508941333333,1.91118,0.569069,0.357461,195,44,24,103.597948666667,1.08519280521518
"ADAMTS15",0.56087,0.968467,0.586154,42,81,31,9.013626,3.856279,2.752015,3.081575,417,225,219,8.38056033333333,1.06748697776796
"ADAMTS16",0.24045,0.264744,0.214627,12,15,10,142.022702,38.568071,1.033011,1.581908,238,65,86,120.971797666667,1.17258829283522
"ADAMTS17",3.07163,1.239608,0.531282,149,45,17,0.642241666666667,0.604486,0.821092,0.902747,37,26,26,0.652910666666667,0.993545325700199
"ADAMTS18",1.411995,0.853451,1.538275,55,54,37,0.123286,0.836196,0.34132,0.027707,21,6,2,0,1.123286
"ADAMTS19",0.147189,0.945675,0.829666,9,26,8,13.5823703333333,0.691824,0.172356,0.296478,17,12,6,9.21067566666667,1.42814940062569
"ADAMTS19.AS1",0,0.11952,0,0,1,0,103.614496333333,0.374882,0.121996,0.026086,5,1,1,58.700416,1.75232441149712
"ADAMTS2",0.175824,2.047144,0.477721,11,49,15,1.673346,1.05629,1.019052,1.068975,93,20,17,4.52479433333333,0.483881541774436
"ADAMTS20",0.016112,0.074527,0.040071,1,4,1,46.7809133333333,1.283844,0.25905,0.359154,110,21,25,84.8402003333333,0.556626302685586
"ADAMTS3",3.556929,2.233924,2.107003,298,186,99,0.203539,6.587764,4.025588,2.784121,750,346,213,0.519982,0.79181135039757
"ADAMTS4",0.176331,0.196548,0.19162,24,29,18,1.74370833333333,25.829682,6.699742,10.583665,847,236,217,38.8605756666667,0.0688326319287896
"ADAMTS5",0.116874,0.274268,0.109096,15,38,10,17.4511503333333,2.810816,3.243508,4.167592,494,438,505,14.1029706666667,1.22169013901724
"ADAMTS6",0.860627,0.362985,0.694859,13,27,21,0.272842666666667,1.385549,0.272905,0.54382,98,28,26,1.19742333333333,0.579243265218203
"ADAMTS7",2.369279,2.937719,5.177745,151,167,164,0.111755666666667,30.711528,21.35642,27.594435,2499,1418,1547,0,1.11175566666667
"ADAMTS7P1",0.086825,0.074869,0,5,5,0,48.8895653333333,0.150186,0.168203,0.185199,14,12,11,59.6190646666667,0.823001239093131
"ADAMTS8",0.211062,0.449382,0.148566,8,16,4,0.0922516666666667,1.292831,3.322689,5.300198,79,144,195,0.0695593333333333,1.02121652593373
"ADAMTS9",2.512999,1.057654,1.747753,43,41,29,35.3575743333333,11.33945,7.446555,7.577687,1039,380,389,36.034942,0.981710038410033
"ADAMTS9.AS1",0.155837,0.017463,0,1,1,0,3.286701,0.494178,0.230452,0.251472,8,2,2,0.291094333333333,3.32020743126696
"ADAMTS9.AS2",0.04114,0.126266,0.115591,2,5,4,10.1319883333333,0.433971,0.091595,0.138096,17,4,5,18.241578,0.578538222454174
"ADAMTSL1",1.119975,1.214395,1.457011,21,44,54,30.8714383333333,5.919842,5.793045,6.199496,392,254,315,36.4680486666667,0.850629789047105
"ADAMTSL2",1.004098,1.776381,1.365861,47,95,46,18.2157803333333,0.70847,0.709747,0.641205,50,37,29,17.4676143333333,1.0405123253332
"ADAMTSL3",1.089258,0.855606,0.779536,33,31,23,50.048165,1.068124,0.941684,1.198236,69,31,31,61.048069,0.822719640155119
"ADAMTSL4",0.631448,0.521852,1.128889,18,20,28,10.992457,1.307851,0.581012,0.686961,61,25,23,8.74818933333333,1.23022405391661
"ADAMTSL4.AS1",0.295683,0.509,0.412938,5,10,1,44.8085833333333,0.581504,0.269881,0.499135,15,4,3,43.3101823333333,1.03381617770669
"ADAMTSL5",5.476837,2.295622,2.572993,10,10,3,7.18383566666667,5.943779,4.096958,2.883372,62,23,23,20.5242606666667,0.38021448417694
"ADAP1",57.062331,75.582106,67.987821,602,900,577,7.23494233333333,34.213031,38.13869,48.991537,519,451,555,6.28373766666667,1.13059293321611
"ADAP2",1.320459,15.044578,8.125916,24,52,21,0.789898333333333,1.058876,0.353861,4.97029,7,3,13,2.98146166666667,0.449558097800766
"ADAR",90.499122,99.654405,78.045495,3324,3711,2823,56.4035133333333,105.908597,112.956385,96.851585,5486,4023,3650,68.1844726666667,0.829716714181021
"ADARB1",54.505339,78.157127,58.321949,1010,1399,747,34.824132,68.1759,68.438509,91.97377,1634,1218,1112,54.7777476666667,0.64226566146214
"ADARB2",2.242743,3.617584,1.425322,203,287,100,48.1549696666667,1.417302,0.902524,0.536378,56,24,10,39.8031416666667,1.20468590551749
"ADARB2.AS1",0.185428,0,0,1,0,0,54.5969173333333,0,0,0,0,0,0,96.4658786666667,0.570424420257625
"ADAT1",50.081633,51.644642,49.027029,391,471,308,5.30926666666667,38.849966,55.207581,52.832268,508,481,421,4.33619233333333,1.18235368452799
"ADAT2",0.865768,0.88184,1.068114,56,60,47,69.388276,3.889025,2.159954,2.429168,236,114,122,69.7521843333333,0.994856578114693
"ADAT3",0.355735,0.817905,0.128549,4,9,1,4.91689266666667,0.789433,1.103201,1.650664,15,14,18,4.74008533333333,1.03080221339334
"ADCK1",7.036778,5.592912,6.381342,107,113,70,6.62487533333333,6.371801,4.972601,7.045702,158,98,124,9.29779733333333,0.740437501974532
"ADCK2",17.806512,18.725946,17.522527,309,351,205,49.3276083333333,11.198469,11.32432,12.399282,275,218,192,39.8790866666667,1.23113338474783
"ADCK5",4.463708,3.922499,4.011845,77,71,39,23.6285303333333,7.056568,12.014195,5.892048,112,122,102,46.6017116666667,0.517387494504312
"ADCY1",8.26322,11.820007,12.255044,1388,2194,1476,10.076362,8.094792,11.432533,9.663837,1872,2052,1484,26.159468,0.407826913251762
"ADCY10",0.159158,0.437994,0.487023,5,4,3,5.53383266666667,0.112042,0.05848,0.015777,4,2,1,4.32952933333333,1.22596804670932
"ADCY10P1",1.185599,1.983642,1.550441,54,44,41,0.746210333333333,2.283359,2.212481,2.87769,115,65,74,0.539944666666667,1.13394355727933
"ADCY2",52.673477,62.126591,38.152904,1084,1239,619,2.677871,12.940722,10.140875,15.029355,374,286,287,4.08819633333333,0.72282411272259
"ADCY3",37.93581,32.768872,39.729462,493,498,442,2.282398,14.158841,11.038002,13.410534,322,189,174,2.66301066666667,0.896092940670297
"ADCY4",0.052475,0.211763,0.531398,2,6,5,5.62129566666667,0.882454,0.117475,0.194074,22,5,5,14.457261,0.42836151027447
"ADCY5",24.033085,26.112757,35.668678,943,1141,775,4.26452733333333,15.25583,30.492998,24.515758,870,987,926,6.031057,0.748753328743222
"ADCY6",37.722233,35.042786,42.586132,1164,1229,962,2.87813366666667,72.815918,48.329999,61.034132,3230,1716,1967,8.60336433333333,0.403830733902872
"ADCY6.DT",0.743155,0,0.891769,2,0,2,5.09499033333333,0.530542,0.348757,0.392167,2,1,1,4.14764266666667,1.1840352425395
"ADCY7",19.699693,9.98426,9.347798,679,770,513,140.801953666667,7.516,7.546295,5.754411,737,407,340,105.876805,1.3267794978215
"ADCY8",16.629796,19.169303,14.310797,834,858,493,0.023474,0.668336,0.19604,0.591981,32,5,29,0.113119666666667,0.919464484052179
"ADCY9",9.559925,7.271277,10.831919,523,645,494,302.890285333333,6.52854,10.236519,6.97731,529,588,463,310.030069,0.977044715677741
"ADCYAP1",30.770944,19.176885,8.504428,1000,630,186,49.77565,0.932518,1.91493,3.584293,47,65,121,49.9787443333333,0.996016097768015
"ADCYAP1R1",12.345314,17.278545,14.464588,948,1221,693,2.32725933333333,7.602388,9.933134,7.812192,766,669,518,6.949879,0.418529556655307
"ADD1",178.214398,172.875606,239.707079,3409,3808,2935,20.622838,181.509736,172.477131,177.693218,4281,3516,3583,21.6335283333333,0.955345436272751
